wavelength  flux  uncertainty 
 0.700723283660  1.045375951288e-23  3.851123997130e-26 
 0.700843416223  1.038653423235e-23  3.839440091243e-26 
 0.700963489195  1.041595803951e-23  3.909804049676e-26 
 0.701083562168  1.032448268093e-23  3.901590433233e-26 
 0.701203694730  1.034130533185e-23  3.756989608475e-26 
 0.701323767703  1.040891167326e-23  3.768661246890e-26 
 0.701443840675  1.031679939189e-23  3.749470326784e-26 
 0.701563913648  1.034567364581e-23  3.748941191496e-26 
 0.701684046210  1.030055024258e-23  3.749393851281e-26 
 0.701804119183  1.032083375368e-23  3.755896553227e-26 
 0.701924192155  1.029108304536e-23  3.732969834010e-26 
 0.702044265128  1.032984789732e-23  3.725895040000e-26 
 0.702164338100  1.034731417082e-23  3.732583376569e-26 
 0.702284411073  1.029547866538e-23  3.722212760749e-26 
 0.702404484046  1.028803653311e-23  3.737507062854e-26 
 0.702524557018  1.020696415473e-23  3.783688728036e-26 
 0.702644629991  1.036723764134e-23  3.741405127727e-26 
 0.702764702963  1.031969794638e-23  3.748539097540e-26 
 0.702884775936  1.029570295090e-23  3.687396307933e-26 
 0.703004848909  1.032855573155e-23  3.696003627348e-26 
 0.703124921881  1.021293244129e-23  3.659786388954e-26 
 0.703244935264  1.038126550517e-23  3.679889108152e-26 
 0.703365008237  1.024913351682e-23  3.668791563357e-26 
 0.703485081209  1.033907478591e-23  3.669695019492e-26 
 0.703605094592  1.030986518570e-23  3.643715520028e-26 
 0.703725167565  1.028363731131e-23  3.655915461815e-26 
 0.703845240538  1.038998141458e-23  3.663808532027e-26 
 0.703965253921  1.022808546519e-23  3.634410390353e-26 
 0.704085326893  1.029136837391e-23  3.711894040648e-26 
 0.704205340276  1.031330194329e-23  3.784984187702e-26 
 0.704325413249  1.036140303828e-23  3.628473878483e-26 
 0.704445426632  1.024861266989e-23  3.620575357013e-26 
 0.704565499605  1.041153508122e-23  3.664779569463e-26 
 0.704685512988  1.021195980034e-23  3.594660536879e-26 
 0.704805585960  1.034874072352e-23  3.620844034177e-26 
 0.704925599343  1.027606358671e-23  3.822069458476e-26 
 0.705045612726  1.031643509739e-23  3.608264520090e-26 
 0.705165685699  1.028125827865e-23  3.580508409141e-26 
 0.705285699082  1.028898554031e-23  3.617354866516e-26 
 0.705405712465  1.022559097007e-23  3.568633096683e-26 
 0.705525725848  1.027721884310e-23  3.569480144840e-26 
 0.705645739231  1.023741002779e-23  3.561357508957e-26 
 0.705765812204  1.024366809355e-23  3.565440659114e-26 
 0.705885825587  1.020224877678e-23  3.548534976624e-26 
 0.706005838970  1.027161627916e-23  3.559363780845e-26 
 0.706125852353  1.022105598539e-23  3.564449195068e-26 
 0.706245865736  1.023563891705e-23  3.559366377729e-26 
 0.706365879119  1.024118006588e-23  3.547553876844e-26 
 0.706485892502  1.034641407329e-23  3.666475142869e-26 
 0.706605905885  1.021043339510e-23  3.674180698823e-26 
 0.706725919268  1.016782766519e-23  3.531803624040e-26 
 0.706845873061  1.018539050092e-23  3.527623774857e-26 
 0.706965886444  1.032236117995e-23  3.605769378554e-26 
 0.707085899827  1.021056720598e-23  3.516776905424e-26 
 0.707205913210  1.022848611960e-23  3.517515209928e-26 
 0.707325926594  1.019505908064e-23  3.512646869872e-26 
 0.707445880387  1.018414600760e-23  3.512785347833e-26 
 0.707565893770  1.021068151455e-23  3.620154794841e-26 
 0.707685907153  1.032393987424e-23  3.555752970889e-26 
 0.707805860947  1.022389341044e-23  3.534093246438e-26 
 0.707925874330  1.026581639885e-23  3.531554016543e-26 
 0.708045828123  1.016195628355e-23  3.504315779924e-26 
 0.708165841506  1.023253104658e-23  3.486203140819e-26 
 0.708285795300  1.023442991199e-23  3.496538069280e-26 
 0.708405808683  1.016731748506e-23  3.483218722048e-26 
 0.708525762476  1.021777695610e-23  3.493609581497e-26 
 0.708645775859  1.019291860050e-23  3.515906106603e-26 
 0.708765729653  1.026127043993e-23  3.540177677383e-26 
 0.708885743036  1.031954263913e-23  3.512274115040e-26 
 0.709005696829  1.017360860143e-23  3.486832736856e-26 
 0.709125650623  1.017811907028e-23  3.488154933166e-26 
 0.709245604416  1.020745064026e-23  3.490235736281e-26 
 0.709365617799  1.027814787003e-23  3.487897444248e-26 
 0.709485571593  1.018457661312e-23  3.459412918827e-26 
 0.709605525386  1.022358596937e-23  3.459357636917e-26 
 0.709725479180  1.020002298036e-23  3.458797837284e-26 
 0.709845432973  1.031276660257e-23  3.484123457692e-26 
 0.709965386766  1.017947321661e-23  3.480113272004e-26 
 0.710085340560  1.022655040380e-23  3.478905562789e-26 
 0.710205294353  1.024639705595e-23  3.461671861563e-26 
 0.710325248147  1.021765049960e-23  3.444892942842e-26 
 0.710445201940  1.014573148802e-23  3.433419367088e-26 
 0.710565155734  1.023382303410e-23  3.455545069469e-26 
 0.710685109527  1.019523272143e-23  3.440517192597e-26 
 0.710805063321  1.022978278919e-23  3.449828027881e-26 
 0.710925017114  1.021558589880e-23  3.450540982094e-26 
 0.711044970908  1.020736027454e-23  3.430698015259e-26 
 0.711164924701  1.018077619067e-23  3.432648078378e-26 
 0.711284818905  1.008828712803e-23  3.445585008571e-26 
 0.711404772699  1.000391078599e-23  3.401726674723e-26 
 0.711524726492  1.005267600869e-23  3.369944989959e-26 
 0.711644680286  1.005815816450e-23  3.390394356592e-26 
 0.711769937550  1.024135733958e-23  3.095230845677e-26 
 0.711906159295  1.018154711893e-23  3.125452771642e-26 
 0.712042321450  1.008378984992e-23  3.236057874400e-26 
 0.712178543194  1.011823734218e-23  3.440804984375e-26 
 0.712314705349  1.004788880040e-23  3.355001299439e-26 
 0.712450927094  1.010027744840e-23  3.196514410765e-26 
 0.712587089249  1.017273914855e-23  3.101310933172e-26 
 0.712723251404  1.008609396861e-23  2.999969840111e-26 
 0.712859413559  1.007501977643e-23  3.033060128647e-26 
 0.712995635304  1.012263876030e-23  3.150250451254e-26 
 0.713131797459  1.009071963910e-23  3.330671768610e-26 
 0.713267959614  1.007849235923e-23  3.395428004004e-26 
 0.713404121769  1.009975058700e-23  3.195186347986e-26 
 0.713540283924  1.014248830267e-23  3.044435425362e-26 
 0.713676446079  9.996710233246e-24  2.938432726217e-26 
 0.713812608234  1.010431903548e-23  2.971134829839e-26 
 0.713948710799  1.002497887934e-23  3.042967958280e-26 
 0.714084872955  1.004685471399e-23  3.196776244724e-26 
 0.714221035110  1.001871853051e-23  3.384732720364e-26 
 0.714357197265  1.015044754591e-23  3.247855421117e-26 
 0.714493299830  1.000989174810e-23  3.108291785156e-26 
 0.714629461985  1.005429785703e-23  2.960262519212e-26 
 0.714765564551  1.006733598635e-23  2.941731265021e-26 
 0.714901726706  1.011547763590e-23  3.007259234425e-26 
 0.715037829271  1.002725349080e-23  3.149222775148e-26 
 0.715173931837  1.004291406582e-23  3.276020816628e-26 
 0.715310093992  1.004335639319e-23  3.267749505978e-26 
 0.715446196557  1.011885195044e-23  3.101765936708e-26 
 0.715582299123  1.002672237576e-23  2.956210147107e-26 
 0.715718401688  1.012415315253e-23  2.914932398026e-26 
 0.715854563843  1.003694615852e-23  2.912229762565e-26 
 0.715990666408  1.007309332263e-23  3.034781700310e-26 
 0.716126768974  1.000844777297e-23  3.176339068432e-26 
 0.716262871539  1.009940625216e-23  3.326001810704e-26 
 0.716398914515  1.005937551659e-23  3.132890800061e-26 
 0.716535017081  1.008602638776e-23  2.995786177949e-26 
 0.716671119646  1.013750431431e-23  2.941062311823e-26 
 0.716807222212  1.016790694443e-23  2.931572595580e-26 
 0.716943324777  1.011742720791e-23  3.023694612990e-26 
 0.717079367753  1.014617256134e-23  3.154914314580e-26 
 0.717215470319  1.003161665260e-23  3.368109539914e-26 
 0.717351513295  1.015367276059e-23  3.262833757066e-26 
 0.717487615860  1.013564736744e-23  3.092229052039e-26 
 0.717623658836  1.009783698886e-23  2.977890612644e-26 
 0.717759761401  1.005257199200e-23  3.013453488997e-26 
 0.717895804377  1.009241956639e-23  2.972086981574e-26 
 0.718031847353  1.003903998757e-23  3.044525969343e-26 
 0.718167949919  1.004785292334e-23  3.237983039078e-26 
 0.718303992895  1.005495788595e-23  3.303607745558e-26 
 0.718440035870  1.007263300339e-23  3.223102061701e-26 
 0.718576078846  1.005490763902e-23  3.095208928839e-26 
 0.718712121822  1.010189967339e-23  3.020136904828e-26 
 0.718848164798  9.994594726710e-24  2.986165692164e-26 
 0.718984207774  1.002767960348e-23  3.036443656410e-26 
 0.719120250750  1.007864524926e-23  3.156852809510e-26 
 0.719256293726  1.008181246521e-23  3.373031147579e-26 
 0.719392336702  1.000591055707e-23  3.184356587270e-26 
 0.719528320088  1.001024457845e-23  3.028076210376e-26 
 0.719664363064  1.004085423721e-23  2.897341759916e-26 
 0.719800406040  9.975418181752e-24  2.936212961802e-26 
 0.719936389426  1.001153035065e-23  2.953007470444e-26 
 0.720072432402  1.003294340861e-23  3.130623800470e-26 
 0.720208475378  1.001028108101e-23  3.277691830998e-26 
 0.720344458764  1.000914638470e-23  3.196842304743e-26 
 0.720480442151  1.005489024815e-23  3.067784791190e-26 
 0.720616485127  1.000145398704e-23  2.924515837861e-26 
 0.720752468513  1.003568054417e-23  2.871717328090e-26 
 0.720888451899  9.921019886939e-24  2.831000662036e-26 
 0.721024494875  1.001747851058e-23  2.910339827947e-26 
 0.721160478262  1.001916762506e-23  3.022006353379e-26 
 0.721296461648  9.979919133664e-24  3.139784572424e-26 
 0.721432445034  9.965178770621e-24  2.988537481416e-26 
 0.721568428421  9.917154084461e-24  2.871549070184e-26 
 0.721704411807  9.961073817276e-24  2.806096967721e-26 
 0.721840395193  9.945193047693e-24  2.756868759253e-26 
 0.721976378580  9.981865023728e-24  2.852253470555e-26 
 0.722112302376  9.958474758367e-24  2.949978542001e-26 
 0.722248285763  1.001179454875e-23  3.128033114248e-26 
 0.722384269149  9.994935005738e-24  3.064712494863e-26 
 0.722520252535  9.933894804980e-24  2.932820973241e-26 
 0.722656176332  9.972223424622e-24  2.832453719009e-26 
 0.722792159719  9.917034812982e-24  2.723033335897e-26 
 0.722928083515  9.942879052589e-24  2.764655860734e-26 
 0.723064066902  9.951326432287e-24  2.846444950083e-26 
 0.723199990698  9.972689156730e-24  3.057028582523e-26 
 0.723335974085  9.973252181461e-24  3.138322519454e-26 
 0.723471897882  9.974417962769e-24  2.994920945221e-26 
 0.723607821678  9.933775152120e-24  2.831344705697e-26 
 0.723743805065  9.929022483620e-24  2.731420945258e-26 
 0.723879728861  1.001375028036e-23  2.762454424263e-26 
 0.724015652658  9.911072920581e-24  2.837129089084e-26 
 0.724151576455  9.938714447440e-24  2.984102882417e-26 
 0.724287500252  9.918866660798e-24  3.110254004718e-26 
 0.724423424049  9.977016578363e-24  2.968411029482e-26 
 0.724559347845  1.002110306755e-23  2.818905978523e-26 
 0.724695271642  9.962206023166e-24  2.720473334720e-26 
 0.724831195439  9.951866093040e-24  2.681274571907e-26 
 0.724967059646  9.979550790228e-24  2.727386720444e-26 
 0.725102983443  9.968408707373e-24  2.846090218128e-26 
 0.725238907240  9.984529601583e-24  3.016062875514e-26 
 0.725374831036  9.976062448982e-24  3.013764124401e-26 
 0.725510695244  9.947228009002e-24  2.877224551816e-26 
 0.725646619040  9.969621992535e-24  2.712821548755e-26 
 0.725782483248  9.957400341169e-24  2.663173370824e-26 
 0.725918407044  9.970210169198e-24  2.682932034593e-26 
 0.726054271252  9.965865130910e-24  2.751632934299e-26 
 0.726190135459  9.897393466923e-24  2.861485060583e-26 
 0.726326059256  9.955448076032e-24  2.997651979418e-26 
 0.726461923463  9.947552148452e-24  2.888619446738e-26 
 0.726597787670  9.869328197542e-24  2.755091388278e-26 
 0.726733651877  9.910110819816e-24  2.688944344236e-26 
 0.726869575674  9.941899988694e-24  2.618606022820e-26 
 0.727005439881  9.851588900753e-24  2.658449037550e-26 
 0.727141304088  9.890423507742e-24  2.767953125273e-26 
 0.727277168296  9.874661258001e-24  2.895245729405e-26 
 0.727413032503  9.866963450066e-24  2.878871595931e-26 
 0.727548896710  9.924898529435e-24  2.824154077058e-26 
 0.727684701328  9.932201759369e-24  2.711745981845e-26 
 0.727820565535  9.885912306812e-24  2.665557214854e-26 
 0.727956429742  9.929334623795e-24  2.653818079820e-26 
 0.728092293949  9.921250573266e-24  2.682307295554e-26 
 0.728228098567  9.916106375564e-24  2.785078545241e-26 
 0.728363962774  9.837735617978e-24  2.841786949088e-26 
 0.728499767392  9.870148475127e-24  2.693212048341e-26 
 0.728635631599  9.870207953692e-24  2.614684562801e-26 
 0.728771436217  9.881521406731e-24  2.595946548821e-26 
 0.728907300424  9.895210761475e-24  2.607454654710e-26 
 0.729043105042  9.924043098303e-24  2.680622693099e-26 
 0.729178969249  9.883297341392e-24  2.760587872153e-26 
 0.729314773866  9.886574111247e-24  2.867891891872e-26 
 0.729450578484  9.923517276181e-24  2.868172729411e-26 
 0.729586383102  9.882136185507e-24  2.639202245421e-26 
 0.729722187719  9.938094399641e-24  2.562533575704e-26 
 0.729857992337  9.891220072098e-24  2.536027766291e-26 
 0.729993856544  9.836333679398e-24  2.567115927861e-26 
 0.730129661162  9.898435421195e-24  2.686213762813e-26 
 0.730265406190  9.834238884400e-24  2.803626642161e-26 
 0.730401210808  9.858344803395e-24  2.814194488468e-26 
 0.730537015425  9.861596228915e-24  2.665987006832e-26 
 0.730672820043  9.940443059598e-24  2.563529893919e-26 
 0.730808624661  9.852995914937e-24  2.507315967973e-26 
 0.730944429278  9.864534280836e-24  2.538377378018e-26 
 0.731080174306  9.919849309049e-24  2.599431988132e-26 
 0.731215978924  9.837907877111e-24  2.682707179184e-26 
 0.731351723952  9.828491985293e-24  2.755961919601e-26 
 0.731487528570  9.804105555911e-24  2.643103582691e-26 
 0.731623273598  9.864149788723e-24  2.572147408469e-26 
 0.731759078215  9.870549699316e-24  2.530788052305e-26 
 0.731894823244  9.841315804309e-24  2.507808388335e-26 
 0.732030627861  9.782683427977e-24  2.515978453419e-26 
 0.732166372889  9.808807298583e-24  2.612712256238e-26 
 0.732302117917  9.839466659664e-24  2.714906197286e-26 
 0.732437862945  9.788229418500e-24  2.656879739953e-26 
 0.732573607974  9.755887429258e-24  2.565400963518e-26 
 0.732709412591  9.816859887410e-24  2.549462030140e-26 
 0.732845157619  9.798095487447e-24  2.485986104595e-26 
 0.732980902647  9.825370604021e-24  2.496946430770e-26 
 0.733116647675  9.757952760882e-24  2.526308053061e-26 
 0.733252392703  9.796276244156e-24  2.606810284099e-26 
 0.733388078142  9.772802498303e-24  2.748566019728e-26 
 0.733523823170  9.803178263890e-24  2.593940790884e-26 
 0.733659568198  9.752473157873e-24  2.506984866222e-26 
 0.733795313226  9.802431189934e-24  2.494233259325e-26 
 0.733931058254  9.767562113618e-24  2.440789979663e-26 
 0.734066743693  9.733254872336e-24  2.451377746846e-26 
 0.734202488721  9.770910022777e-24  2.526243831501e-26 
 0.734338174159  9.790629954258e-24  2.623461290424e-26 
 0.734473919188  9.773078270511e-24  2.590577601202e-26 
 0.734609604626  9.735940890504e-24  2.507795281442e-26 
 0.734745349654  9.750802288496e-24  2.431349650301e-26 
 0.734881035093  9.740651583491e-24  2.408614717213e-26 
 0.735016780121  9.736180316466e-24  2.431917213197e-26 
 0.735152465559  9.742393688837e-24  2.453802846035e-26 
 0.735288150998  9.737409107873e-24  2.534007112646e-26 
 0.735423836436  9.728233535656e-24  2.578925637379e-26 
 0.735559521875  9.780218252933e-24  2.498387969172e-26 
 0.735695266903  9.766738275693e-24  2.427965395611e-26 
 0.735830952341  9.693029979280e-24  2.399180537655e-26 
 0.735966637780  9.709615803282e-24  2.421746048854e-26 
 0.736102323218  9.755095882437e-24  2.473872886549e-26 
 0.736238008657  9.776685913414e-24  2.551299935527e-26 
 0.736373634506  9.755015753119e-24  2.577618270710e-26 
 0.736509319944  9.750946649586e-24  2.517551499145e-26 
 0.736645005383  9.701996404125e-24  2.410656394831e-26 
 0.736780690821  9.746541096738e-24  2.354872630305e-26 
 0.736916316670  9.713690425252e-24  2.346590622243e-26 
 0.737052002109  9.725042642411e-24  2.346281971512e-26 
 0.737187687547  9.752485963623e-24  2.415651865774e-26 
 0.737323313396  9.701096411539e-24  2.479488969340e-26 
 0.737458998835  9.744847937124e-24  2.502462410333e-26 
 0.737594624684  9.658247374471e-24  2.410838581396e-26 
 0.737730310122  9.701282089750e-24  2.352605768208e-26 
 0.737865935971  9.770004994671e-24  2.327583838845e-26 
 0.738001561820  9.698087036121e-24  2.312032185812e-26 
 0.738137247259  9.690458173252e-24  2.378512358814e-26 
 0.738272873108  9.720367265363e-24  2.423048485838e-26 
 0.738408498957  9.694002512737e-24  2.531431759700e-26 
 0.738544124806  9.705876484968e-24  2.438756917141e-26 
 0.738679810244  9.674546446044e-24  2.355731798964e-26 
 0.738815436093  9.689322806871e-24  2.303689074607e-26 
 0.738951061942  9.720187948346e-24  2.290758077715e-26 
 0.739086687791  9.650823806957e-24  2.310988280088e-26 
 0.739222313640  9.669147113397e-24  2.365154871353e-26 
 0.739357939489  9.698907264216e-24  2.440952797160e-26 
 0.739493505748  9.732888784636e-24  2.451557914385e-26 
 0.739629131597  9.668796556078e-24  2.371787983537e-26 
 0.739764757446  9.717434412523e-24  2.336805529414e-26 
 0.739900383295  9.640495845935e-24  2.284850446611e-26 
 0.740035949555  9.724174385482e-24  2.354932039331e-26 
 0.740171575404  9.679854845892e-24  2.330887695784e-26 
 0.740307201253  9.716024790350e-24  2.413996107979e-26 
 0.740442767512  9.736440676952e-24  2.472720656715e-26 
 0.740578393361  9.667232312470e-24  2.375643538052e-26 
 0.740713959620  9.655726767382e-24  2.313190783511e-26 
 0.740849525880  9.681018256448e-24  2.273031952011e-26 
 0.740985151729  9.654601156226e-24  2.272065417567e-26 
 0.741120717988  9.671744152833e-24  2.277593171653e-26 
 0.741256284247  9.673139509778e-24  2.352325913820e-26 
 0.741391910096  9.685550973068e-24  2.407362599345e-26 
 0.741527476356  9.632583212386e-24  2.396571608291e-26 
 0.741663042615  9.654998692932e-24  2.334315545093e-26 
 0.741798608875  9.625058024916e-24  2.307579333536e-26 
 0.741934175134  9.605868298916e-24  2.239166827186e-26 
 0.742069741393  9.647912817907e-24  2.252002623929e-26 
 0.742205307653  9.625951406433e-24  2.296262328792e-26 
 0.742340873912  9.664222835612e-24  2.371923230010e-26 
 0.742476440171  9.622306604180e-24  2.397903090631e-26 
 0.742612006431  9.620022238079e-24  2.327627229615e-26 
 0.742747572690  9.622195377400e-24  2.262405858809e-26 
 0.742883079360  9.665649034881e-24  2.238075094340e-26 
 0.743018645619  9.640310552374e-24  2.227963727782e-26 
 0.743154211879  9.659713285287e-24  2.246660501122e-26 
 0.743289778138  9.620704649671e-24  2.341956858191e-26 
 0.743425284808  9.577488290563e-24  2.346189863311e-26 
 0.743560851067  9.589531194536e-24  2.349111648974e-26 
 0.743696357737  9.630614289775e-24  2.282111685947e-26 
 0.743831923997  9.608316733209e-24  2.233923874798e-26 
 0.743967430667  9.639327090496e-24  2.240133329998e-26 
 0.744102937336  9.658272122350e-24  2.222127143198e-26 
 0.744238503596  9.618316406804e-24  2.306396969195e-26 
 0.744374010266  9.587181137340e-24  2.325447582897e-26 
 0.744509516935  9.616755594565e-24  2.363880335837e-26 
 0.744645023605  9.595672748492e-24  2.303010524613e-26 
 0.744780589865  9.616407106623e-24  2.259453662400e-26 
 0.744916096534  9.593998029208e-24  2.201094279049e-26 
 0.745051603204  9.598524292135e-24  2.198937023586e-26 
 0.745187109874  9.576212127089e-24  2.229670405736e-26 
 0.745322616544  9.624294228069e-24  2.277194435674e-26 
 0.745458123214  9.596038440486e-24  2.349819935719e-26 
 0.745593629884  9.637124571991e-24  2.360969775062e-26 
 0.745729136553  9.637336385109e-24  2.280429710599e-26 
 0.745864583634  9.610679815485e-24  2.246331211180e-26 
 0.746000090303  9.666973365233e-24  2.211873204126e-26 
 0.746135596973  9.643380578370e-24  2.250262583326e-26 
 0.746271103643  9.631465657224e-24  2.231974190619e-26 
 0.746406550723  9.586077975428e-24  2.294256053228e-26 
 0.746542057393  9.627958536985e-24  2.359968622288e-26 
 0.746677504473  9.643338756500e-24  2.281784678576e-26 
 0.746813011143  9.595413577453e-24  2.231170796964e-26 
 0.746948458224  9.632254533036e-24  2.198938412917e-26 
 0.747083964893  9.622145274662e-24  2.186260108318e-26 
 0.747219411974  9.607117258846e-24  2.214217051488e-26 
 0.747354918643  9.612019448164e-24  2.247407215163e-26 
 0.747490365724  9.585759363292e-24  2.290079191817e-26 
 0.747625812804  9.573408857729e-24  2.286880319141e-26 
 0.747761259884  9.588158663687e-24  2.215475902074e-26 
 0.747896766554  9.589105604049e-24  2.180895347186e-26 
 0.748032213634  9.584133783563e-24  2.156604110805e-26 
 0.748167660715  9.574296174663e-24  2.166742518778e-26 
 0.748303107795  9.517195839159e-24  2.222498951459e-26 
 0.748438554875  9.474740797881e-24  2.269963666044e-26 
 0.748574001955  9.520221156303e-24  2.282069841510e-26 
 0.748709449036  9.509552780681e-24  2.260428482481e-26 
 0.748844896116  9.526499999888e-24  2.189626946239e-26 
 0.748980343196  9.584447280550e-24  2.159905530669e-26 
 0.749115730687  9.576271367272e-24  2.148687303414e-26 
 0.749251177767  9.579512441500e-24  2.180839309825e-26 
 0.749386624847  9.583312857759e-24  2.223240346455e-26 
 0.749522071928  9.537968675404e-24  2.279102946398e-26 
 0.749657459418  9.554999275634e-24  2.269629564339e-26 
