mu 10.0000000000
0.0000000000 0.1000000000 0.1000000000
0.1000000000 0.1162496157 0.2499022186
0.2000000000 0.1576771456 0.6429236511
0.3000000000 0.2641483553 1.6382795195
0.4000000000 0.5247169139 3.7785966893
0.5000000000 1.0192617540 5.6005484720
0.6000000000 1.4665156422 2.9107423445
0.7000000000 1.6211544092 0.6671067218
0.8000000000 1.6454451933 0.1162858943
0.9000000000 1.6448641252 -0.0368385434
1.0000000000 1.6377508165 -0.0804169148
1.1000000000 1.6287314989 -0.0933562399
1.2000000000 1.6190858205 -0.0978444799
1.3000000000 1.6091691851 -0.1000564113
1.4000000000 1.5990767052 -0.1016934030
1.5000000000 1.5888302141 -0.1032227382
1.6000000000 1.5784307951 -0.1047747928
1.7000000000 1.5678733951 -0.1063890315
1.8000000000 1.5571508268 -0.1080807738
1.9000000000 1.5462548211 -0.1098594698
2.0000000000 1.5351762535 -0.1117335814
2.1000000000 1.5239051385 -0.1137120963
2.2000000000 1.5124305464 -0.1158050066
2.3000000000 1.5007404837 -0.1180236445
2.4000000000 1.4888217474 -0.1203809126
2.5000000000 1.4766597522 -0.1228916025
2.6000000000 1.4642383252 -0.1255727697
2.7000000000 1.4515394564 -0.1284441709
2.8000000000 1.4385430002 -0.1315288395
2.9000000000 1.4252263170 -0.1348538059
3.0000000000 1.4115638272 -0.1384509962
3.1000000000 1.3975264655 -0.1423584070
3.2000000000 1.3830810021 -0.1466216406
3.3000000000 1.3681891862 -0.1512958842
3.4000000000 1.3528066619 -0.1564485947
3.5000000000 1.3368815658 -0.1621631414
3.6000000000 1.3203527080 -0.1685436772
3.7000000000 1.3031471634 -0.1757221030
3.8000000000 1.2851770384 -0.1838678449
3.9000000000 1.2663350515 -0.1932020895
4.0000000000 1.2464883795 -0.2040187685
4.1000000000 1.2254698935 -0.2167166631
4.2000000000 1.2030653679 -0.2318493655
4.3000000000 1.1789942907 -0.2502061641
4.4000000000 1.1528801286 -0.2729474630
4.5000000000 1.1242025268 -0.3018416266
4.6000000000 1.0922170781 -0.3396999395
4.7000000000 1.0558136270 -0.3912240407
4.8000000000 1.0132502630 -0.4647762558
4.9000000000 0.9616153787 -0.5764078916
