x1,x2,x3,x4,x5,y
0.9424733985408513,0.9462835862542097,0.07226606728732593,0.3237812382618941,0.8160063929066399,0.010811081156134605
0.8110282852270858,0.6999960796252892,0.39016503008399844,0.34428084569344186,0.7220072234346794,0.03796117380261421
0.39457868421560305,0.08081170095968837,0.6508634925725462,0.7858123099489893,0.30100721714626577,0.11718615889549255
0.8528279368820686,0.7000542543315607,0.8833008044118481,0.19781597937025774,0.24866473646208553,0.16020433604717255
0.6586795313244589,0.4380738226597748,0.4413788641440011,0.14961696453430245,0.6338721277298173,0.04895278811454773
0.2920562869327241,0.0995564734777599,0.5434137021120274,0.530932849226909,0.5639618492023878,0.08607526868581772
0.39129095597115304,0.548108478126204,0.19094520164637502,0.36535528674032386,0.7245231227408,0.018465768545866013
0.02148146939867973,0.6285056241670993,0.9520972523435237,0.1585768050196052,0.4269957521411514,0.3185427486896515
0.6078792482452636,0.8227345769685003,0.376253788156196,0.49837103430179097,0.3222161964398569,0.03743860498070717
0.8465586149931085,0.10000898149654656,0.41148774105927677,0.8510018632727384,0.6612447593143421,0.04716768488287926
0.3375663304708206,0.6468530086045241,0.8727775698057314,0.43316082773792236,0.22371275418744402,0.1631382256746292
0.7248570578803569,0.6245725729444381,0.5088591328782066,0.4054581569427599,0.5854240933483019,0.06409970670938492
0.700014020514891,0.3000113566587597,0.45362466835441506,0.5516509399244259,0.46396899324942475,0.05827665328979492
0.8231865853752907,0.24438222592467823,0.8337597395476791,0.1229449887698702,0.2779449757231311,0.2039167732000351
0.5006646646744982,0.8758825952235079,0.02444124825476075,0.7968866190248335,0.6546086122047767,0.010079254396259785
0.2878990017156832,0.33989607833097796,0.06922390606977809,0.13357741387565186,0.7794749794561318,0.007824622094631195
0.34004926327749985,0.770003378099718,0.8654586681243163,0.6999913320493217,0.9862402499177725,0.09428230673074722
0.34086389364692765,0.9508944681733036,0.20000312405445228,0.6413725489544438,0.399995507510001,0.022596795111894608
0.04052579008032364,0.37628554920836615,0.9214755742542121,0.899829758839406,0.04743341701971138,0.17425945401191711
0.14391148946827376,0.3689367903727594,0.8999940443820447,0.2945033183184469,0.6136017602577212,0.3142620623111725
0.5544702048398266,0.15160876875593662,0.029104835966957156,0.3000048586832911,0.18745873101853128,0.004339422564953566
0.547525849005321,0.7750562924181034,0.3309082959447331,0.06361279716319895,0.2995118875745476,0.02873513288795948
0.49443045051127116,0.9202589287459172,0.34032444750285884,0.8736877636940888,0.3999879971848909,0.0323370024561882
0.6000120181874574,0.7745293821686782,0.8450201751733964,0.527862043230599,0.9000180220972959,0.10463940352201462
0.2519384681967268,0.23155939710384482,0.016811460966905684,0.7922417559864505,0.09998200322805578,0.003290050197392702
0.46294805940395783,0.3393671713062862,0.7330206956907144,0.22334675185812503,0.9579342518181786,0.09868980944156647
0.8541005770384785,0.6000149194020794,0.8812200950657761,0.9657155021908517,0.2504279193946244,0.16194352507591248
0.3520159610753333,0.8410545429992807,0.617974361056114,0.05447274747198971,0.33975477256179476,0.06805272400379181
0.09998109241910597,0.38139946948153514,0.9530799088772508,0.13219363188631134,0.39990916857411263,0.37526679039001465
0.8191163542048256,0.7855752449167257,0.2999846861150603,0.19260802496272683,0.03195028202238093,0.019443770870566368
0.07156875718627481,0.6759950793430417,0.0691859746096513,0.9498237130971547,0.5000100003519715,0.011229121126234531
0.7780049689488903,0.3369312246916356,0.05463043803468017,0.8714971493192681,0.6463350354039502,0.008076824247837067
0.7866456418744581,0.8767112867617161,0.8083146216903577,0.20104393476793936,0.02083050993837654,0.0734022781252861
0.4724176382512677,0.199948641577091,0.3739115000039696,0.7473996079336562,0.44267093315522277,0.04228641465306282
0.24274733712660157,0.7456877217986111,0.24680360180833966,0.20795570697869858,0.5392276663559383,0.025528565049171448
0.19998399628194158,0.6585201962892241,0.19200980086296882,0.35064970293268766,0.07756000956983583,0.014576294459402561
0.9000180251697584,0.43274818460312636,0.2706277774658284,0.5712595969759228,0.5224085913006967,0.028852036222815514
0.9535811491711543,0.3810483648634085,0.5535742371544095,0.9000145353022364,0.5483832891169151,0.07550788670778275
0.05438024340406322,0.978947074484333,0.5525125437067117,0.40000647642022447,0.6240607224540704,0.06383935362100601
0.6781754057565085,0.8856450381196748,0.4969666105600285,0.3201271644988012,0.4644306696235525,0.05768314003944397
0.83584050647336,0.39999254668458545,0.43862848682774697,0.020241818073068796,0.9443081974440611,0.03566867858171463
0.6167095267320483,0.16699979329955553,0.5319656283225243,0.06414910339590035,0.9623471042721421,0.05542224273085594
0.7262430679762306,0.7785160184947595,0.612733248050496,0.3750139696896443,0.050527168041506365,0.051674943417310715
0.44378883766280813,0.28227358472993197,0.9516605823346627,0.3000048586832911,0.12221874965094659,0.25242483615875244
0.5999919906902649,0.5717666887201659,0.8480073652039839,0.014422898055989897,0.09975676053122773,0.11766074597835541
0.2589755704170398,0.2385707754259551,0.4724145323434062,0.14694675092914333,0.8999979945636689,0.04661145061254501
0.9616062745862897,0.3461068838829985,0.14844257961033236,0.3759679824883001,0.03660896723611068,0.010834895074367523
0.45394575902164624,0.9238378056810124,0.11719720430491094,0.29998486110158795,0.8171375909220291,0.012765572406351566
0.9724179639708953,0.05297124084474214,0.2114356110015698,0.1498157780477769,0.8503100412699329,0.016489597037434578
0.3103338219522396,0.7606997762782203,0.6824932191453221,0.3000048586832911,0.12763498302976012,0.07018768787384033
0.10090368351558626,0.9260662068784119,0.04223278877272737,0.5506133306776673,0.7497566826013146,0.010723492130637169
0.3333148385296353,0.9748631028146645,0.14879848414526406,0.7736566413284132,0.6000002038488439,0.018257424235343933
0.6899919271282228,0.42461788196769334,0.9105755731826284,0.995550880801596,0.9838245478855409,0.14668534696102142
0.6000120181874574,0.007372856178951409,0.2194331065791603,0.7688320086732895,0.223037659408105,0.018516482785344124
0.219786765285923,0.7787910370344482,0.4914082769992428,0.42953092392827386,0.0,0.03463241085410118
0.7689481890057637,0.2999913591034789,0.837672066789232,0.47500423261491037,0.46178423371432814,0.2678661048412323
0.7258114038849599,0.8735082804185752,0.5207689109932133,0.34915566602008263,0.031451750664962475,0.03702696040272713
0.169322002390346,0.15058561514886545,0.9773749383069206,0.24694288497750244,0.3599034548853812,0.5338947772979736
0.03661001949181325,0.5114821360575017,0.7999924995722595,0.4628440935960399,0.8197564293667616,0.13509218394756317
0.7732583329030123,0.9565462958611713,0.4501569684580846,0.9016989217742123,0.6515596586331052,0.041704967617988586
0.237729838122044,0.326101997158694,0.14334583116401847,0.5776542931173098,0.6675973618481248,0.014812719076871872
0.8596050988784063,0.5327553625100324,0.9718415794572614,0.2742037165065855,0.023816320526192425,0.17015768587589264
0.5747046528364903,0.26622204480972866,0.6743874650496324,0.11574150071841738,0.21497514658517353,0.10281072556972504
0.6582032226040302,0.7432509407107148,0.3082872874267292,0.9000145353022364,0.5045768144706915,0.030418632552027702
0.48628390839440727,0.39964194871092945,0.10986779715133349,0.5783708681612282,0.8261052171322344,0.010610105469822884
0.5152492126596506,0.8984055645719321,0.4065629843288472,0.3415042813128616,0.7206011832837143,0.03771153837442398
0.2999860135107869,0.7750855585869345,0.7358454606907058,0.24810545675791407,0.7350363261740552,0.09896167367696762
0.9732610858393054,0.6252002160356652,0.17391541403250774,0.2627612850325347,0.07437777753033775,0.013262948021292686
0.8729478824319868,0.8093747199101377,0.5289915515054162,0.7746336319743015,0.10124250847785504,0.042580824345350266
0.831204200478979,0.9404310677507519,0.09856485534215055,0.9304114555440537,0.2257451912160423,0.011624903418123722
