1405
56243	3435	139	6055	200703	106	721	237	1715	654	172	471	247	214	85	34	14
56244	5646	1566	6095	252201	556	981	539	2905	662	203	846	341	367	142	96	4
56245	6220	2649	6095	253500	427	1197	713	2788	1092	634	915	316	337	142	46	52
56246	1971	2870	6055	200503	168	365	364	904	168	288	245	129	56	53	28	13
56247	2896	2255	6097	150100	173	490	267	1548	416	257	402	188	159	78	22	26
56248	3270	4117	6055	200202	206	666	703	1424	270	537	329	112	118	72	55	30
56249	3686	2239	6055	200201	271	775	620	1519	500	449	478	193	122	93	65	24
56250	3600	457	6055	201002	298	660	324	1703	613	448	480	223	188	77	20	45
56251	7683	2738	6055	200300	560	1614	1201	3572	734	644	857	405	353	208	110	106
56254	13628	8018	6097	150605	1081	3249	993	6800	1502	1015	1433	911	967	345	130	53
56256	7699	5540	6097	150201	381	1109	504	3728	1974	1346	1245	396	349	151	45	14
56257	8127	1175	6055	200801	687	1974	1294	3491	679	502	732	383	415	234	137	163
56258	3015	372	6055	200203	236	604	620	1356	197	275	260	176	97	67	59	62
56261	5408	818	6055	200802	264	963	758	2404	1017	755	772	318	203	113	53	61
56262	10813	11737	6095	252800	1377	2227	4591	2606	9	23	703	704	695	322	99	22
56263	3898	2311	6097	151000	190	795	397	2056	458	337	546	238	212	71	45	20
56264	3532	5646	6095	252305	151	782	324	1779	494	185	427	193	253	90	56	13
56265	1195	3644	6055	200900	1	49	195	896	53	0	0	0	1	0	0	0
56266	3683	1005	6095	252306	194	840	316	1920	411	149	427	234	235	107	32	32
56267	4353	5177	6095	252604	378	1028	785	1681	478	269	392	245	199	144	73	60
56268	5560	985	6095	252605	626	1211	1177	2069	476	521	566	342	288	148	118	40
56269	4981	955	6095	252606	441	1154	917	1856	610	415	450	314	259	137	45	85
56270	4321	135	6095	252608	389	1089	698	1657	486	240	432	313	239	119	57	48
56271	7446	228	6095	252609	647	1779	1185	3123	709	418	710	470	407	252	109	79
56272	2483	83	6095	252706	196	729	320	1150	87	70	163	185	156	73	49	23
56273	5477	563	6095	252707	310	1247	673	2546	698	411	639	309	301	169	56	58
56274	8044	1982	6097	150603	524	1694	1185	3597	1041	517	716	457	469	215	119	88
56275	4989	2670	6097	150901	316	994	772	2474	430	602	634	292	239	112	43	50
56276	7868	8610	6055	201001	469	1985	857	3662	892	259	687	396	437	286	143	97
56278	4341	1683	6095	252401	350	1164	604	1717	504	248	353	237	196	143	101	50
56279	3940	550	6095	252607	430	1022	708	1468	311	233	288	197	206	155	86	50
56280	2954	2003	6095	252501	266	621	546	1093	425	281	312	181	111	61	40	40
56281	3670	769	6097	150902	196	700	411	2002	359	326	527	256	210	86	27	7
56282	4426	643	6095	252703	412	1147	636	2010	219	159	303	262	328	135	113	26
56284	7132	190	6095	252705	455	2060	839	3507	269	195	444	403	498	291	119	87
56285	5186	908	6095	252704	378	1410	748	2235	413	260	384	281	259	173	119	67
56287	4868	657	6097	150602	265	1003	546	2608	443	244	547	334	330	119	69	21
56288	2541	3084	6095	252502	147	527	398	1254	213	220	209	80	105	61	8	21
56289	5357	4534	6095	252402	388	1389	823	2470	285	379	413	313	310	186	117	34
56290	4513	6530	6097	150701	290	716	731	2249	526	651	610	296	190	84	33	17
56291	4370	381	6097	150601	226	912	593	2177	460	278	490	252	251	109	69	41
56292	2573	946	6041	132200	131	353	273	1341	474	425	412	98	68	47	16	14
56293	5145	1746	6097	150800	282	820	664	2553	825	608	677	328	226	139	11	19
56294	4741	469	6097	150702	278	1015	334	2507	605	311	641	301	355	106	18	23
56295	7296	2058	6095	252202	703	2058	693	3632	209	211	533	438	560	275	123	34
56299	2792	1071	6041	101100	87	502	208	1644	349	175	507	157	137	62	37	10
56303	7798	2125	6095	250102	479	1849	1193	3793	482	282	630	503	512	270	121	90
56304	169	1240	6095	250800	0	0	103	66	0	15	39	0	0	0	0	0
56305	4546	48	6095	251804	261	1201	645	2065	372	85	164	177	283	195	97	96
56306	5687	728	6095	251803	425	1281	712	2563	704	203	396	263	267	207	92	146
56307	6469	168	6095	251903	460	1634	898	2901	576	161	384	339	354	260	159	99
56309	6923	1228	6095	251902	503	1778	1007	2989	644	189	393	349	377	244	162	122
56310	4444	8911	6095	252102	243	1034	528	2304	334	404	577	330	260	103	41	9
56312	8334	627	6041	103100	431	1860	529	4542	969	393	1067	610	564	195	75	31
56313	2546	3895	6041	102100	115	551	199	1465	214	188	329	174	197	55	9	10
56318	6275	2005	6095	251901	407	1275	952	2735	903	535	537	363	272	182	83	74
56320	1655	3702	6095	251802	85	198	154	786	430	373	232	117	72	22	7	3
56321	5913	3449	6095	251400	355	1145	717	2711	983	631	768	419	282	149	69	22
56325	2261	90	6095	251702	195	649	298	1020	96	182	162	136	118	84	37	24
56326	8069	1025	6095	250101	417	1687	1079	3616	1268	530	807	465	400	226	115	94
56327	3307	428	6095	251300	230	610	278	1644	542	355	455	185	206	81	9	23
56328	4413	398	6095	251701	364	925	667	2164	291	479	457	314	212	116	67	15
56329	4179	2401	6095	251500	410	891	660	1873	342	450	399	261	198	103	39	81
56330	2765	2320	6041	101200	202	592	130	1602	237	233	312	233	182	70	23	0
56333	3239	741	6095	251600	332	636	590	1507	173	389	329	198	144	97	29	49
56335	5823	205	6095	252103	401	1179	872	2933	436	391	581	386	348	156	110	41
56336	4579	688	6095	252104	257	1411	301	2394	214	24	374	325	401	177	69	0
56337	10829	4795	6041	102201	593	2283	1101	5533	1317	1083	1266	780	627	266	116	41
56338	7150	1971	6041	103200	412	1115	735	3451	1435	792	890	426	341	158	61	19
56339	3456	1440	6095	251200	232	828	449	1528	417	347	309	184	163	103	60	37
56340	3653	759	6095	250300	181	788	403	1610	669	278	383	225	189	93	59	39
56341	4205	1025	6095	250200	326	849	545	1777	706	371	469	235	230	118	67	36
56342	3374	1796	6095	250900	363	647	628	1082	652	716	345	179	134	78	34	34
56343	3055	875	6095	251000	241	512	539	1495	266	464	405	220	123	66	39	7
56344	5380	1241	6041	104102	313	974	767	2893	431	755	750	334	237	123	64	24
56345	3728	521	6095	251100	285	942	492	1677	329	312	269	201	184	119	73	71
56346	3457	233	6095	250400	233	668	520	1642	392	363	405	269	200	58	10	28
56347	2432	318	6095	250501	195	568	271	1087	310	152	292	109	82	72	62	28
56348	3640	436	6013	301000	117	546	317	1972	685	562	649	236	142	52	14	19
56349	3538	1716	6095	250701	292	815	471	1600	356	333	330	157	159	121	64	49
56350	5332	258	6095	250601	398	1438	630	2421	443	274	407	251	283	172	117	88
56351	3943	273	6095	252105	147	1063	327	2136	269	276	435	289	284	84	64	0
56352	3358	590	6095	250702	244	680	611	1362	458	351	471	239	160	82	27	14
56353	9493	675	6095	250603	534	2192	901	5241	622	562	905	569	560	320	155	82
56354	6208	1458	6041	104200	368	873	686	3289	989	680	1035	385	256	116	56	47
56355	3725	520	6095	250502	158	799	477	1824	465	239	403	202	214	117	48	28
56356	4805	882	6095	252106	304	1027	412	2688	372	359	642	263	339	117	41	22
56357	4053	223	6095	252107	219	883	369	2243	337	334	537	302	243	73	43	7
56358	7232	2243	6041	104101	425	1329	725	3784	967	611	1025	514	411	162	56	32
56359	4520	2403	6095	252000	123	755	453	2326	861	843	801	254	172	64	29	4
56364	3438	635	6095	252108	164	784	325	1766	397	371	432	241	197	95	15	14
56365	6270	1605	6095	252702	508	1402	741	3205	412	404	601	390	366	211	72	75
56367	2634	2700	6013	309000	203	360	385	1427	257	311	350	180	148	53	0	17
56369	6944	1064	6041	107000	385	1503	351	3572	1130	515	924	456	479	152	50	7
56370	3901	9109	6013	315000	347	759	435	2154	205	218	391	257	245	112	28	43
56371	5640	1183	6013	358000	458	1295	677	2497	711	533	631	338	302	150	57	54
56373	3363	967	6013	357000	115	469	393	1899	484	571	604	207	132	72	0	0
56376	6802	458	6013	314200	613	1804	1184	2787	413	253	406	329	339	233	166	168
56377	4167	6066	6041	106001	184	324	596	2121	940	1041	720	264	71	37	5	0
56378	5932	550	6013	314103	615	1521	856	2653	286	285	335	322	341	223	125	92
56379	4091	4657	6041	105000	346	648	622	1909	564	516	565	266	181	56	34	33
56380	1790	2281	6041	104300	58	377	74	1016	262	122	314	92	121	30	7	6
56382	4388	367	6013	356001	278	1066	550	2225	267	119	339	272	279	138	79	58
56383	3525	3961	6013	320001	246	742	473	1743	320	269	366	219	206	99	55	23
56385	6213	264	6013	314102	483	1640	920	2874	295	238	416	333	342	203	121	117
56389	3796	2481	6013	318000	177	554	549	1916	598	687	559	243	159	79	17	0
56393	10355	2581	6013	359101	700	2082	1361	5098	1112	986	1206	721	641	246	111	57
56397	4119	665	6041	113000	190	786	302	2543	296	372	598	307	223	70	10	23
56399	4893	922	6013	310000	453	1315	925	1861	337	285	307	207	190	136	64	194
56400	7647	2214	6041	115000	430	1534	322	4239	1120	641	1093	559	525	137	43	0
56401	11100	1253	6013	302003	959	3100	1207	5204	628	490	768	610	894	419	150	110
56402	7030	7196	6013	305000	705	1679	1313	2753	578	618	666	465	332	211	79	86
56403	3480	1781	6013	306002	231	773	399	1675	401	203	398	220	201	109	31	33
56405	1771	2181	6013	316000	60	126	507	977	98	270	173	34	32	8	0	10
56406	7078	3652	6041	108100	329	1197	426	3746	1377	651	1135	443	419	133	28	28
56410	7890	453	6013	314104	767	1983	1294	3234	610	590	647	429	346	251	128	161
56411	5372	1260	6013	311000	534	1371	1040	1920	505	205	349	267	302	159	125	123
56412	2281	1715	6013	317000	119	329	369	1214	248	455	302	183	88	40	17	0
56413	4166	458	6013	355200	418	888	647	2019	192	177	367	270	288	130	43	47
56414	3354	483	6041	114200	164	570	332	1843	443	465	521	271	159	66	8	0
56415	6691	518	6013	359203	443	1405	851	3393	596	361	608	434	397	203	100	64
56416	2865	1339	6013	312000	218	787	359	1079	420	239	155	133	126	112	48	52
56417	6233	3959	6041	106002	296	902	588	3388	1057	624	794	389	290	108	68	26
56418	8924	3884	6013	320002	618	1562	1196	5059	487	901	1253	632	556	240	0	8
56419	8652	336	6013	313201	754	2486	1247	3626	538	246	486	470	478	361	131	183
56425	9778	750	6013	313202	812	2339	1462	4548	615	423	820	606	562	317	188	92
56426	7627	3257	6013	313101	537	1604	1165	3098	1221	790	773	452	386	190	125	72
56427	6977	546	6013	356002	363	1522	558	4013	519	413	722	422	474	208	125	26
56428	9195	1009	6013	302002	759	2449	1300	4013	671	416	680	531	586	349	145	93
56429	8280	1834	6013	319000	481	1681	1049	4319	748	861	1071	577	483	210	71	13
56430	8860	1488	6013	306001	722	1782	1374	3600	1380	799	992	516	498	251	112	46
56431	5988	7042	6013	365001	338	779	1490	2997	381	779	805	351	194	86	72	18
56436	6640	4897	6041	108200	277	947	504	2983	1926	1035	990	343	294	116	50	20
56437	4255	1426	6013	313102	287	980	733	1962	290	260	422	273	272	125	41	32
56438	5264	388	6013	359204	234	1371	681	2652	324	101	286	304	391	213	125	42
56439	5581	149	6013	364001	347	1371	744	2482	635	265	429	262	260	192	110	109
56440	5659	878	6013	359102	305	1239	637	2813	662	417	604	374	340	150	59	49
56442	363	123	6041	118200	0	62	47	230	22	30	59	40	8	7	0	0
56443	5444	579	6013	307102	441	1236	963	2234	568	375	538	351	292	166	85	49
56444	7140	3291	6013	329000	464	1387	1075	3518	694	576	793	465	396	171	69	90
56445	3286	2022	6013	307201	328	862	515	1298	281	160	259	171	177	126	79	31
56446	6161	776	6013	330000	434	1247	798	2977	704	392	646	415	335	194	54	87
56448	7554	21697	6013	327000	465	1428	1004	3526	1129	1019	968	388	328	174	95	74
56449	4874	332	6013	307202	570	1275	1051	1789	187	364	376	292	281	145	123	37
56450	7770	1300	6013	307205	596	1813	1302	3479	579	746	875	529	412	217	104	54
56452	6028	476	6013	364002	313	1306	862	2876	669	354	631	404	304	192	73	61
56454	8193	1428	6013	308001	560	2018	918	3996	699	372	839	491	537	294	113	62
56455	7083	406	6013	359202	277	1573	618	3716	898	362	815	465	435	182	172	3
56456	5893	1120	6041	110200	286	1012	251	3234	1108	409	1011	402	390	100	28	0
56458	4820	456	6013	307204	289	1173	606	2434	315	159	429	241	351	174	87	42
56459	6122	3303	6041	110100	271	851	892	3080	1026	847	887	358	251	177	8	0
56460	4637	346	6013	308002	364	1417	372	2293	189	56	337	246	335	198	92	39
56461	6414	378	6013	313103	384	1328	1168	3014	519	444	722	423	347	190	45	74
56462	11833	824	6013	302004	1005	3406	1047	6038	335	271	784	741	976	452	144	116
56464	5579	1337	6041	114100	287	846	436	3563	445	710	963	437	264	57	14	24
56465	9982	1536	6013	360100	539	1885	932	5180	1444	585	1134	618	654	278	119	65
56466	7080	4377	6013	321101	391	1438	620	3683	946	603	1003	471	368	150	52	15
56469	5695	2644	6013	321200	334	876	1272	2845	365	808	809	441	285	97	40	7
56471	4820	378	6013	307101	238	1201	518	2372	489	311	518	265	267	188	82	15
56472	8324	1846	6013	332000	490	1614	999	4000	1219	570	1023	566	525	208	72	43
56474	5222	528	6013	321103	251	1066	491	2746	666	413	746	341	343	112	22	24
56477	16532	2726	6013	355101	1388	4492	1490	8179	979	505	1210	976	1265	614	248	118
56478	3288	671	6041	116000	209	515	318	1969	275	368	492	267	243	7	16	0
56479	11470	1071	6013	355106	1054	2946	1134	5903	430	277	908	704	794	403	145	173
56480	7345	1664	6013	331000	540	1257	1024	3653	870	723	956	480	398	172	45	50
56481	7376	544	6013	321102	388	1388	518	4447	633	628	1146	495	442	159	72	4
56482	5050	3085	6041	117000	266	837	373	3016	556	750	771	302	290	75	14	10
56485	1811	10420	6013	328000	94	123	315	673	604	637	225	87	46	19	13	0
56486	5025	785	6013	366001	387	1264	787	2228	358	228	285	218	244	190	86	144
56490	6353	646	6013	366002	496	1717	1181	2484	473	285	334	290	342	221	145	133
56491	5778	334	6013	367100	373	1032	1044	2705	621	643	610	373	253	156	86	56
56492	5403	907	6013	360200	381	1031	646	2623	719	507	699	351	264	144	50	41
56494	8439	1625	6041	109000	494	950	1168	4720	1104	1367	1482	530	354	126	36	29
56495	11806	2827	6013	304000	818	2357	1080	6517	1032	646	1819	711	672	302	96	42
56496	6634	1175	6013	333200	355	1332	701	3298	946	438	828	423	415	171	108	33
56497	5997	7421	6041	111000	302	595	1042	3518	538	1135	883	348	241	86	45	1
56498	4422	1054	6013	365002	483	1329	851	1443	314	192	179	172	192	137	95	159
56499	3782	1068	6013	335000	296	608	546	1826	504	274	478	261	183	99	26	31
56500	8359	1142	6013	355304	635	1569	666	4899	588	569	1160	581	601	184	59	11
56502	5625	739	6013	336101	583	1206	1369	2250	215	416	385	301	208	139	125	157
56503	8695	737	6013	333100	534	1859	984	4491	824	562	1020	633	521	252	88	37
56504	2506	828	6041	118100	212	578	112	1279	323	54	266	155	164	97	32	6
56505	7812	468	6013	336102	824	1319	2337	2917	413	864	719	454	320	183	123	148
56506	4743	1291	6013	367200	432	1210	758	1916	425	226	267	254	248	172	116	81
56509	9028	5400	6013	303100	849	2362	1426	3724	665	371	658	465	498	342	168	169
56510	6856	3421	6013	322000	388	1170	703	3504	1089	661	978	458	414	144	33	21
56511	23444	3133	6013	303200	2314	5591	2025	11317	2196	1049	2427	1360	1650	822	327	103
56512	9812	1155	6013	336200	987	2096	2147	3991	590	607	694	493	464	307	186	230
56513	4359	3596	6041	112100	218	507	631	2547	454	674	707	313	177	75	35	16
56514	12671	10400	6041	112200	1227	2507	3453	5051	431	644	613	377	409	346	358	482
56515	4439	608	6013	334001	298	793	578	2051	718	379	464	261	234	121	46	39
56516	2492	1131	6041	132100	88	473	200	1556	172	327	358	144	124	41	19	5
56517	3409	292	6013	337100	192	658	415	1755	387	168	466	241	190	64	54	24
56521	6667	798	6013	347000	355	1490	316	3718	785	272	927	396	544	175	65	0
56522	4555	531	6013	361000	300	868	475	2357	554	392	532	300	263	121	58	9
56523	10116	818	6013	368000	965	2810	2020	3764	555	314	423	392	455	364	300	288
56524	3055	479	6013	369002	176	580	368	1728	200	305	426	173	156	92	40	7
56525	7409	2830	6013	363000	423	1538	899	3808	739	633	897	491	412	171	96	52
56526	9797	7528	6013	324000	455	1122	1878	4794	1546	2458	1647	519	351	125	47	21
56527	3141	8483	6013	378000	160	224	356	1920	478	736	641	186	81	28	19	0
56528	7820	4976	6013	337200	440	1224	955	4001	1197	1041	1109	568	343	150	13	59
56529	8141	1478	6013	334004	488	1512	1333	4112	695	876	999	543	438	182	137	30
56532	5023	2394	6041	119100	298	1009	253	2691	770	528	741	324	307	126	24	0
56533	7665	1950	6013	369001	570	1440	1173	3174	1305	1060	593	397	336	200	112	97
56536	4838	972	6013	323000	337	908	441	2511	639	430	624	343	322	107	16	20
56538	7093	3877	6041	119200	278	969	295	3622	1926	1428	1247	385	330	96	23	0
56540	1342	73	6013	334005	79	321	158	678	105	107	155	97	107	42	0	0
56542	7739	1668	6013	372000	513	1867	1074	3470	813	547	619	390	359	254	132	152
56543	9063	1088	6013	338100	645	1722	1286	4398	1009	682	985	571	544	267	108	60
56544	6733	1304	6013	337300	374	1364	492	3578	923	350	934	454	463	158	35	36
56545	4329	209	6013	334003	228	1147	348	2352	251	146	413	276	340	157	59	0
56546	3097	303	6013	362000	185	449	292	1712	457	328	455	205	143	85	31	7
56547	4654	300	6013	373000	425	1150	845	1918	315	222	240	193	199	139	133	119
56548	3597	326	6013	326000	235	591	298	1860	611	273	519	243	239	69	14	23
56550	7106	1298	6013	355301	398	1594	644	3746	722	373	865	481	471	199	90	15
56552	6553	2249	6041	120000	387	866	487	3885	926	1211	1102	412	320	93	20	8
56554	6465	2664	6013	376000	640	1842	1132	2331	518	486	350	291	256	221	100	199
56555	3183	617	6013	370000	161	551	300	1725	444	310	431	207	156	83	40	14
56556	5713	1026	6013	371000	400	1073	838	2790	610	577	630	372	274	141	84	49
56559	4884	470	6013	375000	640	1264	1047	1742	190	189	211	208	270	203	100	122
56560	4900	1330	6013	374000	312	954	721	2206	705	694	496	290	185	136	65	62
56561	5913	1814	6013	325000	438	992	502	3066	913	526	799	388	389	103	19	10
56562	5990	7309	6041	121200	443	1035	494	3315	700	707	872	458	327	150	6	14
56563	4210	9944	6013	338201	124	803	423	2154	704	254	584	267	262	91	24	41
56565	3955	484	6013	355302	251	947	197	2190	368	61	457	247	365	116	9	18
56566	6902	0	6041	122000	14	53	1899	4865	70	13	17	41	0	0	0	0
56567	5379	3584	6041	121100	304	746	386	3210	731	712	910	412	258	88	22	8
56568	4166	324	6013	384000	164	552	325	2218	904	496	691	299	203	65	19	15
56570	1216	131	6013	355303	42	356	37	664	115	73	130	79	74	64	10	0
56572	8241	1925	6013	377000	876	2136	1635	3123	469	517	475	398	380	272	146	198
