compound_id,SMILES
ZINC205136523,FC1=CN=CC(=C1)N([C@H](C(=O)NC2CC(F)(F)C2)C3=C(Cl)C=CC=C3)C(=O)[C@@H]4CCC(=O)N4C5=NC=CC(=C5)C#N
CHEMBL1084269,CC1=CC=C(C=C1)[N]2N=C(C=C2NC(=O)NC3=CC(=N[NH]3)COC4=CN=CC=C4)C(C)(C)C
ZINC49045187,CC1=CC=C(C=C1)[N]2N=C(C=C2NC(=O)NC3=CC(=N[NH]3)COC4=CN=CC=C4)C(C)(C)C
Z4911914195,CNS(=O)(=O)c1ccccc1S(=O)(=O)N(C)C1C2CN(C(=O)OC(C)(C)C)CC21
PV-001940329644,CNS(=O)(=O)c1ccccc1S(=O)(=O)N(C)C1C2CN(C(=O)OC(C)(C)C)CC21
CHEMBL209744,O=C(OCC1=CC=CC=C1)C2=CN=CC=C2
CHEMBL86304,Clc1ccc(cc1)C(=O)NCCN2CCOCC2
ZINC19606670,Clc1ccc(cc1)C(=O)NCCN2CCOCC2
CHEMBL2106360,CCCCCCC(COC(=O)C1=CN=CC=C1)(COC(=O)C2=CN=CC=C2)COC(=O)C3=CN=CC=C3
CHEMBL3347630,COC(=O)/C=C/C(=O)N(O)CCCCNCC1=CC=C(COC(=O)NC2=C3C=CC=CC3=CC=C2)C=C1
ZINC95099954,COC(=O)/C=C/C(=O)N(O)CCCCNCC1=CC=C(COC(=O)NC2=C3C=CC=CC3=CC=C2)C=C1
Z1155281892,Cn1c(=O)c2c(ncn2CC(=O)Nc2ccccc2CS(=O)(=O)c2ccccc2)n(C)c1=O
CHEMBL4283683,C[N]1C=C(C=N1)C2=CC=C(C=C2)[S+]([O-])(=O)[N]3C=CC(=C3)/C=C/C(=O)NC4=C(N)C=CC=C4
Z16422741,O=C(Cn1nnc(n1)-c1ccccc1)Nc1cc(ccc1N1CCCC1)S(=O)(=O)N1CCOCC1
CHEMBL3775396,OC(=O)C[N]1N=NC(=N1)C2=CC=C(CN(CCCCOC3=CC=C(CN4CCCC4)C=C3)CCC5=CC=CC=C5)C=C2
ZINC257373391,OC(=O)C[N]1N=NC(=N1)C2=CC=C(CN(CCCCOC3=CC=C(CN4CCCC4)C=C3)CCC5=CC=CC=C5)C=C2
CHEMBL1445411,CC(CC1=CC=C(OCC(=O)O[Na])C=C1)NCC(O)C2=CC=CC(=C2)Cl
Z27179223,COc1ccc(cc1)C(CNC(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12)N1CCCCC1
11798390,Cc1cc(C(=O)CN2C(=O)NC(C)(c3cccc(-n4cnnn4)c3)C2=O)c(C)n1C(C)c1ccccc1
8331666,COc1ccc(NC(=O)CN(C(=O)Cn2nnc3ccccc32)C(c2cccnc2)c2ccc3c(c2)OCO3)c(OC)c1
CHEMBL3903492,CC1=N[NH]C2=C1C=C(C=N2)C(=O)N3CCC[C@H]3C4=CC=C(Cl)C=C4
Z231886700,O=C(CCCNS(=O)(=O)c1ccc2OCCCOc2c1)N1CCC(CC1)c1c[nH]c2ccccc12
CHEMBL128444,ClC1=C(Cl)C=C(CC(=O)N2CCCCC2CN3CCCC3)C=C1
Z1560836935,Cn1cnnc1C1CCCN1C(=O)CN1C(=O)Cn2c(cc3ccccc23)C1=O
ZINC1490366,BrC1=CC=C(C[N]2C=NC=C2C[N]3C=C(C(=O)N4CCOCC4)C(=C3)C5=CC=CC6=C5C=CC=C6)C=C1
CHEMBL4210419,BrC1=CC=C(C[N]2C=NC=C2C[N]3C=C(C(=O)N4CCOCC4)C(=C3)C5=CC=CC6=C5C=CC=C6)C=C1
CHEMBL14642,CCCC(=O)C1(CCN(CC1)C(=O)[C@@H](CC2=CC=C(OC)C=C2)NC(=O)[C@@H](N)CC3=CN=C[N]3C)C4=CC=CC=C4
ZINC101549216,CN[C@H]1CC[C@@H](CC1)N(CC2=CC=CC(=C2)C3=CC=NC=C3)C(=O)C4=C(Cl)C5=CC=CC=C5S4
ZINC101549216,CNC1CCC(CC1)N(CC2=CC=CC(=C2)C3=CC=NC=C3)C(=O)C4=C(Cl)C5=CC=CC=C5S4
CHEMBL2160033,CNC1CCC(CC1)N(CC2=CC=CC(=C2)C3=CC=NC=C3)C(=O)C4=C(Cl)C5=CC=CC=C5S4
ZINC643138,CC(=O)N1CCN(CC1)C2=CC=C(OC[C@H]3CO[C@@](C[N]4C=CN=C4)(O3)C5=CC=C(Cl)C=C5Cl)C=C2
CHEMBL3609372,CC(C)NC(=O)N1CC[C@@H](C1)NC/2=N/C3=C(C=CC(=C3)F)N(CC(F)F)C4=C2C=C(Cl)C=C4
3172642,CC1CC(C)CN(C(=O)COC(=O)c2ccccc2NS(=O)(=O)c2ccc3c(c2)OCCO3)C1
16135771,CC1CN(C(=O)CCC(=O)NCCC[NH+]2CC[NH+](Cc3ccccc3)CC2)c2cc(Cl)ccc2O1
CHEMBL1456087,CN1CCC2=C1C=CC(=C2)NC(=O)NC3=CC=CN=C3
CHEMBL2385132,CCN(CC1=CC=CN=C1)C(=O)CN(C2=CC=C(OC)N=C2)[S+]([O-])(=O)C3=CC=CC=C3C
CHEMBL48582,C[C@H](NCC1=CC=C(OCC2=CC(=CC=C2)F)C=C1)C(N)=O
CHEMBL396778,C[C@H](NCC1=CC=C(OCC2=CC(=CC=C2)F)C=C1)C(N)=O
ZINC5994,C[N]1C=CC2=CC3=C(CCN3C(=O)NC4=CC=CN=C4)C=C12
CHEMBL3589009,CCC1=CC=C(C=C1)C2=NC(=C(C)O2)CSCC(=O)NCCC3=CC=CC=C3
48930374,CCCOc1ccc(C=C(C(=O)NCCc2ccccc2)C(=O)NCCc2ccccc2)c(OCCC)c1
CHEMBL1823342,CCN(CC)C(=O)C(N1CCN(CC1)C2=CC=C(NC(=O)C3=C(C=CC=C3)C4=CC=CN=C4)C=C2F)C5=CC=CC=C5
CHEMBL2169917,OC(=O)C1=CC=NC(=C1)C2=CC(=CC=N2)C(=O)NCCC3=CC=CC=C3
ZINC22448696,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)C[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]3[C@H](O)CC4=CC=CC=C34)CC5=CC=CN=C5
CHEMBL1735,O[C@H](CN1CCN(C[C@H]1C(=O)NC(C)(C)C)Cc2cccnc2)C[C@@H](Cc3ccccc3)C(=O)N[C@H]4c5ccccc5C[C@H]4O.O=S(=O)(O)O
ZINC95556198,OC(=O)C1=CC=NC(=C1)C2=CC(=CC=N2)C(=O)NCCC3=CC=CC=C3
6573067,CC(C)CCNC(=O)C(c1ccco1)N(C(=O)Cn1nnc2ccccc21)c1ccc2c(c1)OCO2
CHEMBL1257015,COC1=C(C=C(C=C1)C(=O)NCC2=CC=CN=C2)C(=O)NCC3=CC=CN=C3
ZINC95617557,CCN(CC1=CC=CN=C1)C(=O)CN(C2=CC=C(OC)N=C2)[S+]([O-])(=O)C3=CC=CC=C3C
1321130,COc1ccc(N(CC(=O)NCc2cccnc2)S(=O)(=O)c2ccccc2[N+](=O)[O-])c(OC)c1
CHEMBL4173833,CCOC1=CC=C(C=C1)N\2C(=O)C3=CC=CN=C3\N=C2C(C)N(CC4=CC=CN=C4)C(=O)CC5=CC(=C(F)C=C5)C(F)(F)F
171822134,Cc1nc(CCC(=O)NCC[NH+]2CCC3(CCCCCc4ccccc4OCCNC3=O)CC2)cc(C2CCN(S(C)(=O)=O)CC2)n1
24437634,COC(=O)c1cc(NC(=O)CN2C(=O)COc3ccc(S(=O)(=O)N4CCC(C)CC4)cc32)cc(C(=O)OC)c1
ZINC40979996,CC(C)N(C)C(=O)N1CCC(=C/C1)\C2=C(C)[N](N=N2)C3=C(F)N=CC=C3
CHEMBL502882,CC(C)N(C)C(=O)N1CCC(=C/C1)\C2=C(C)[N](N=N2)C3=C(F)N=CC=C3
ZINC40430143,FC1=C(C=C(C/C2=N/NC(=O)C3=C2C=CC=C3)C=C1)C(=O)N4CCN(CC4)C(=O)C5CC5
CHEMBL10878,CC(=O)NCCc1cccc2ccc(OC)cc12
CHEMBL277120,C1CN(CCN1)C2=C3C=CC=CC3=CC=C2
ZINC2516045,C1CN(CCN1)C2=C3C=CC=CC3=CC=C2
CHEMBL8347,COC1=C(C=C(Cl)C=C1)[C@@]2(F)C(=O)NC3=C2C=CC(=C3)C(F)(F)F
ZINC538646,COC1=C(C=C(Cl)C=C1)[C@@]2(F)C(=O)NC3=C2C=CC(=C3)C(F)(F)F
CHEMBL1743261,Clc1ccccc1C34OCC(C)N4CC(=O)Nc2ccc(Cl)cc23
CHEMBL603370,COC(=O)N1CCN(C(CN2CCCC2)C1)C(=O)CC3=CC(=C(Cl)C=C3)Cl
ZINC2299,CN1C[C@H]2[C@H](C1)C3=CC(=CC=C3OC4=C2C=CC=C4)Cl
ZINC31261402,ClC1=CC\2=C(NC3=C(C=CC=C3)\C(=N2)N4CCNCC4)C=C1
CHEMBL1076347,Clc2ccc(NC(=O)Nc1ccc(Cl)cc1)cc2Cl
ZINC121480,Clc2ccc(NC(=O)Nc1ccc(Cl)cc1)cc2Cl
CHEMBL809,CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(=C2)Cl)C3=CC=CC=C13
ZINC1853550,CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(=C2)Cl)C3=CC=CC=C13
CHEMBL1095,CCN1C(=O)NC(C1=O)C2=CC=CC=C2
ZINC95585814,CC(C)[C@@](C)(O)[C@@H]1CN(CCN1)C2=C(Cl)C=C(F)C(=N2)C3=N[NH]C4=C3C=CC=N4
CHEMBL2326002,CC(C)[C@@](C)(O)[C@@H]1CN(CCN1)C2=C(Cl)C=C(F)C(=N2)C3=N[NH]C4=C3C=CC=N4
ZINC585091600,CC1=C(NC(=O)C2=CC(=NC3=CC(=CC=C23)F)C(N)=O)C(=N[N]1CC4=CC=C(C=C4)C(C)(C)C)C(F)(F)F
CHEMBL508307,CC(=O)N1CCN(CC1)C(=O)CC2=CC=C(NC3=NC=C(F)C(=N3)NC4=CC=C(C=C4)C(=O)NC5=C(Cl)C=CC=C5)C=C2
ZINC39280116,CC(=O)N1CCN(CC1)C(=O)CC2=CC=C(NC3=NC=C(F)C(=N3)NC4=CC=C(C=C4)C(=O)NC5=C(Cl)C=CC=C5)C=C2
ZINC3960083,NCC(=O)NC1=CC=C(C=C1)[N]2N=C(C=C2C3=CC4=C(C=C3)C5=C(C=CC=C5)C=C4)C(F)(F)F
CHEMBL1650595,NCC(=O)NC1=CC=C(C=C1)[N]2N=C(C=C2C3=CC4=C(C=C3)C5=C(C=CC=C5)C=C4)C(F)(F)F
ZINC184919,COC1=C(NC(=O)NC2=CC3=C(C=CC=C3)C=C2)C=CC=C1
ZINC35794284,COCCOC1=N[N](C2=CC=C(NC(=O)CCl)C=C2)C(=N1)C3=CC=C(Cl)C(=C3)Cl
CHEMBL3183233,COCCOC1=N[N](C2=CC=C(NC(=O)CCl)C=C2)C(=N1)C3=CC=C(Cl)C(=C3)Cl
ZINC18710082,CC1(C)CNC2=C1C=CC(=C2)NC(=O)C3=CC=CN=C3NCC4=CC=NC=C4
CHEMBL572881,CC1(C)CNC2=C1C=CC(=C2)NC(=O)C3=CC=CN=C3NCC4=CC=NC=C4
ZINC3871759,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)[C@@H](O)C(=O)NC3=C(F)C=C(C=C3)C(O)=O
CHEMBL375270,[O-][N+](=O)C1=CC(=C(Cl)C=C1)C(=O)NC2=CC=CC=C2
ZINC39173,[O-][N+](=O)C1=CC(=C(Cl)C=C1)C(=O)NC2=CC=CC=C2
CHEMBL510698,[O-][N+](=O)C1=CC(C(=O)NC2=CC=NC=C2)=C(Cl)C=C1
CHEMBL1230165,OC(=O)C1=CC2=C(C=C1)C3=CN=CC=C3C(=N2)NC4=CC=CC(=C4)Cl
CHEMBL23588,FC(F)(F)c1cc(ccc1)Nc2ccccc2C(=O)O
ZINC86535,FC(F)(F)c1cc(ccc1)Nc2ccccc2C(=O)O
CHEMBL918,O=C(Cc1ccccc1)NC(N)=O
ZINC1916,O=C(Cc1ccccc1)NC(N)=O
ZINC388462,OC(=O)Cc1ccccc1
CHEMBL49642,ClC1=CC=C(C[N]2C=C(C(=O)C(=O)NC3=CC=NC=C3)C4=CC=CC=C24)C=C1
ZINC68247444,CC1=CC(=CC=N1)C2=CC=C(CC(=O)NC3=CC=C(C=C3)C4=CC=CN=C4)C=C2
CHEMBL2139947,CC1=CC(=CC=N1)C2=CC=C(CC(=O)NC3=CC=C(C=C3)C4=CC=CN=C4)C=C2
ZINC275584,COC1=CC=C(CNCC2=C3C=CC=CC3=CC=C2)C=C1
CHEMBL1620289,COC1=CC=C(CNCC2=C3C=CC=CC3=CC=C2)C=C1
5838247,O=C(NCc1ccc(cc1)C#N)N1CCOCC1
CHEMBL516312,O=C(NC1=C[NH]C2=NC=C(C=C12)C3=CC=C(C=C3)C#N)C4=CC=CN=C4
ZINC4163149,FC1=CC=C(CNC(=O)C(=O)C2=C[NH]C3=CC=CC=C23)C=C1
CHEMBL127135,FC1=CC=C(CNC(=O)C(=O)C2=C[NH]C3=CC=CC=C23)C=C1
CHEMBL4303432,NC1=CC=CC(=C1)CNC(=O)C2=CN=C(OC3=CC=C(OCC4=CC=CC(=C4)F)C=C3)C=C2
CHEMBL3218006,COC1=CC(=CC=C1)CNC(=O)NC2=NC(=CS2)C3=CC=NC=C3
ZINC98023186,COC1=CC(=CC=C1)CNC(=O)NC2=NC(=CS2)C3=CC=NC=C3
CHEMBL190270,O=C(NC1=CC(=N[N]1C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)C#N
CHEMBL233001,O=C(NC1=C(C#N)C2=C(CCCC2)S1)C3=C4C=CC=CC4=CC=C3
ZINC244029,O=C(NC1=C(C#N)C2=C(CCCC2)S1)C3=C4C=CC=CC4=CC=C3
ZINC1549363,C[C@H](NC(=O)CC1=CC(=CC(=C1)F)F)C(=O)N[C@H](C(=O)OC(C)(C)C)C2=CC=CC=C2
CHEMBL255682,C[C@H](NC(=O)CC1=CC(=CC(=C1)F)F)C(=O)N[C@H](C(=O)OC(C)(C)C)C2=CC=CC=C2
CHEMBL2106626,Clc1c(cc(cc1NC(=O)COC(C)=O)C#N)NC(=O)COC(C)=O
ZINC2000707,Clc1c(cc(cc1NC(=O)C(=O)O)C#N)NC(=O)C(=O)O
CHEMBL1201266,Clc1c(cc(cc1NC(=O)C(=O)O)C#N)NC(=O)C(=O)O
CHEMBL1034,[Na]OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1
CHEMBL1486366,OC1=CC=C(CNC2=CC=CC=C2F)C3=CC=CN=C13
ZINC1490414,COC1=C(OC)C=C2C(=CC=NC2=C1)OC3=CC=C(NC(=O)NC4=CC=C(F)C=C4F)C(=C3)F
CHEMBL178455,COC1=C(OC)C=C2C(=CC=NC2=C1)OC3=CC=C(NC(=O)NC4=CC=C(F)C=C4F)C(=C3)F
CHEMBL4087968,NC1=C(NC(=O)C2=CC=C(CNC(=O)/C=C/C3=CN=CC=C3)C=C2)C=C(F)C=C1
ZINC1550499,C[C@@H](NCCCC1=CC=CC(=C1)C(F)(F)F)C2=CC=CC3=CC=CC=C23
CHEMBL1200776,Cl.FC(F)(F)c3cccc(CCCN[C@H](C)c2cccc1ccccc12)c3
CHEMBL1201284,C[C@@H](NCCCC1=CC=CC(=C1)C(F)(F)F)C2=CC=CC3=CC=CC=C23
ZINC1912572,FC(F)(F)C1=CC(=CC=C1)NC(=O)C2=CC=CC=C2NCC3=CC=NC=C3
CHEMBL4212531,CC(C)(CO)[N]1C=C(C(=O)C2=CN=CC(=C2)NC(=O)CC3=CC=C(Cl)C=N3)C4=CN=C(N)N=C14
ZINC203540977,CC(C)(CO)[N]1C=C(C(=O)C2=CN=CC(=C2)NC(=O)CC3=CC=C(Cl)C=N3)C4=CN=C(N)N=C14
CHEMBL2105029,Cl.Clc1cnc(cc1)C(=O)NCCN
ZINC101200775,ClC1=C(CNC[C@H]2CC[C@@H](CC2)CNCC3=C(Cl)C=CC=C3)C=CC=C1
ZINC100001994,ClC1=C(CNC[C@H]2CC[C@@H](CC2)CNCC3=C(Cl)C=CC=C3)C=CC=C1
ZINC1090,CNC(=O)Oc2cccc1ccccc12
CHEMBL46917,CNC(=O)Oc2cccc1ccccc12
ZINC3872906,CN[C@@H]1C[C@@H](C2=CC(=C(Cl)C=C2)Cl)C3=CC=CC=C13
CHEMBL708,ClC1=CC2=C(CC(=O)N2)C=C1CCN3CCN(CC3)C4=NSC5=CC=CC=C45
25267684,O=C(NCC[NH+]1CCOCC1)c1coc(C[NH+](Cc2ccccc2)Cc2cccc(Cl)c2Cl)n1
ZINC96284926,CC1(COC1)NC(=O)C2=NC=C(C=C2)C#CC3=CC(=CC=C3)F
CHEMBL2431173,CC1(COC1)NC(=O)C2=NC=C(C=C2)C#CC3=CC(=CC=C3)F
ZINC205126836,FC1=CC=C2N=C(C=C(C(=O)NCCN3CCCC3)C2=C1)C4=CC=C(CN5CCOCC5)C=C4
CHEMBL4091762,FC1=CC=C2N=C(C=C(C(=O)NCCN3CCCC3)C2=C1)C4=CC=C(CN5CCOCC5)C=C4
Z759414844,CCCN(C(=O)c1ccc2c(C)nn(C)c2n1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC22036130,CN1CCN(CC1)C\C2=N\C3=C(C=C(CN(CC#C)C4=CC=C(C=C4)C(=O)NCC5=CC=CN=C5)C(=C3)Cl)C(=O)N2C
ZINC53084692,C[C@H](NCC1=CC=C(OCC2=CC(=CC=C2)F)C=C1)C(N)=O
CHEMBL4303253,CCCCOC1=C(Cl)C=C(C=C1)C2=CN=CC(=C2)C(=O)NCC3=CC=CN=C3N4CCOCC4
CHEMBL123756,CN1CCN(CC1)C\C2=N\C3=C(C=C(CN(CC#C)C4=CC=C(C=C4)C(=O)NCC5=CC=CN=C5)C(=C3)Cl)C(=O)N2C
CHEMBL2133806,C[N]1C=C(C=N1)C2=N[N]3C(=NN=C3C(F)(F)C4=CC=C5N=CC=CC5=C4)C=C2
ZINC43170515,C[N]1C=C(C=N1)C2=N[N]3C(=NN=C3C(F)(F)C4=CC=C5N=CC=CC5=C4)C=C2
ZINC85537014,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5
CHEMBL2095208,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5
ZINC13984603,CC1=CC(=CC=C1)NC(=O)CN2CCC(CC2)C3=CC=CC=N3
CHEMBL375596,CC1=CC(=CC=C1)NC(=O)CN2CCC(CC2)C3=CC=CC=N3
Z67740692,Cc1ccc2nc(cc(C(=O)N3CCN(CC(=O)N4CCCC4)CC3)c2c1)-c1ccccc1
ZINC200489,O=C(CN1CCCCC1)Nc2ccc(cc2)C(=O)OCC
CHEMBL4214567,OC1=CC=C(F)C=C1C(N2CC3=C(C=CC=C3)C2=O)C(=O)NC4=NC=CS4
CHEMBL4303710,CC1=C(CNC(=O)NCC2=CC=CS2)C3=CC=CC=C3O1
ZINC131481,CC1=C(CNC(=O)NCC2=CC=CS2)C3=CC=CC=C3O1
ZINC3788,O=C2CCCN2CC(=O)Nc1c(C)cccc1C
CHEMBL260829,O=C2CCCN2CC(=O)Nc1c(C)cccc1C
CHEMBL2426364,O=C(N1CCC(CC1)N2CCCC2)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCC5)NC6=CC=CC=C6
ZINC83253967,O=C(N1CCC(CC1)N2CCCC2)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCC5)NC6=CC=CC=C6
ZINC154642,OC(=O)C1=C(NC2=CC=CC=C2)C=CC=C1
ZINC253387934,COC1=CC(=C(C=C1C(=O)N2CCN(CC2)C(=O)C=C)C3=CC(=CC=C3Cl)Cl)Cl
ZINC19868747,CN1CCN(CC1)C(=O)C2=CC3=CC(=CC=C3[NH]2)Cl
ZINC3781942,COC1=CC=C(C=C1OC)C(=O)N2CCN(CC2)C3=CC4=C(NC(=O)CC4)C=C3
CHEMBL17423,COC1=CC=C(C=C1OC)C(=O)N2CCN(CC2)C3=CC4=C(NC(=O)CC4)C=C3
Z4911889334,CS(=O)(=O)c1cc(C(=O)N2CCN(S(=O)(=O)N=S(C)(C)=O)CC2)ccc1F
PV-001848561793,CS(=O)(=O)c1cc(C(=O)N2CCN(S(=O)(=O)N=S(C)(C)=O)CC2)ccc1F
Z2433330903,CC12CC3CC(C)(C1)CC(C3)(C2)C(=O)N1CCC(CC1)C1CCCN1
CHEMBL1566956,O=C(NC1CCCNC1)c2cc(OC)c(OC)c(OC)c2
ZINC8253943,CCOC1=C(OCC2=CC=C(Cl)C=C2)C(=CC(=C1)CNC3CCCC3)Cl
CHEMBL3301730,CCOC1=C(OCC2=CC=C(Cl)C=C2)C(=CC(=C1)CNC3CCCC3)Cl
CHEMBL2376648,C[C@@H](OC1=CC(=NN=C1N)C(=O)NC2=CC=C(C=C2)C(=O)N3CCN(C)CC3)C4=C(Cl)C=CC(=C4Cl)F
ZINC36475212,ClC1=C2C(=CC=C1)CN(C3=CC=CC(=C3)C(=O)N4CCC5(CCN(CC5)C6=CC=NC=C6)CC4)C2=O
CHEMBL1254945,ClC1=C2C(=CC=C1)CN(C3=CC=CC(=C3)C(=O)N4CCC5(CCN(CC5)C6=CC=NC=C6)CC4)C2=O
CHEMBL542414,Cl.CN1CCN(CC1)c2cc3N(C=C(C(=O)O)C(=O)c3cc2F)c4ccc(F)cc4
CHEMBL478284,CN(C)C(=O)C(=O)C1=C[N](C)C2=CC(=C(C=C12)C(=O)N3CCC(CC3)CC4=CC=C(F)C=C4)Cl
ZINC3962965,CN(C)C(=O)C(=O)C1=C[N](C)C2=CC(=C(C=C12)C(=O)N3CCC(CC3)CC4=CC=C(F)C=C4)Cl
CHEMBL2140838,CN(C)C1CCN(CC1)C(=O)C2=CC=C(NC(=O)NC3=NC(=NC(=N3)N4CCOCC4)N5CCOCC5)C=C2
Z211304338,CCOC(=O)c1ccc(cc1)S(=O)(=O)N1CCN(CC1)C(=O)c1cc(nc2onc(C)c12)C1CC1
CHEMBL1256772,Cl.O=S(C)(=O)c1cc(c(OC)cc1)C(=O)NCCN(CC)CC
CHEMBL489095,C[C@H]1CN(CCN1)CC2=CC=C(CC(=O)N3CCC(CC3)NC4=CC=CC(=C4)F)C=C2
ZINC117445039,CC(C)[N]1N=CC2=C1C(=O)CC3(CCN(CC3)C(=O)C4=CC=C5[NH]C(=NC5=C4)C)C2
CHEMBL3359265,CC(C)[N]1N=CC2=C1C(=O)CC3(CCN(CC3)C(=O)C4=CC=C5[NH]C(=NC5=C4)C)C2
ZINC6489,O=C(N1CCCCC1)C2=CC3=C(C=C2)N=CC=N3
ZINC142824,O=C(C)Nc1ccccc1
CHEMBL269644,O=C(C)Nc1ccccc1
CHEMBL379761,CC(C)\C1=C(/NC(=O)NC2=CC=C(Cl)C=C2)C(=O)N(N1C)C3=CC=CC=C3
ZINC14976923,CC(C)\C1=C(/NC(=O)NC2=CC=C(Cl)C=C2)C(=O)N(N1C)C3=CC=CC=C3
ZINC95921158,CC1=NC(=CC=C1)NC(=O)C2=CC=C(C=C2C(O)=O)C(F)(F)F
CHEMBL3098745,CC1=NC(=CC=C1)NC(=O)C2=CC=C(C=C2C(O)=O)C(F)(F)F
ZINC43152493,OC[C@@H](NC(=O)NC1=CC=C(C=C1)C2=CC=NC=C2)C3=CC=CC=C3
CHEMBL2023158,OC[C@@H](NC(=O)NC1=CC=C(C=C1)C2=CC=NC=C2)C3=CC=CC=C3
CHEMBL2032202,FC1=CC=C(NC(=O)N2CCC3=CC=CC=C3C2C4=CC=C(C=C4)C(F)(F)F)C=C1
CHEMBL191482,CC(C)[C@H](C(=O)NC1=CC=C(C=C1)C(=O)NO)C2=CC=CC=C2
25560735,COCCN1C(=O)c2ccccc2C(C(=O)NCCC[NH+]2CCOCC2)C1c1ccccc1
CHEMBL2164048,CC[C@H](C(=O)NC1=C(C=CC=C1)N2CCCC2)C3=CC=CC=C3
ZINC15941024,CC[C@H](C(=O)NC1=C(C=CC=C1)N2CCCC2)C3=CC=CC=C3
CHEMBL170988,NC(=N)NC(=N)NCCC1=CC=CC=C1
ZINC5851063,NC(=N)NC(=N)NCCC1=CC=CC=C1
CHEMBL38182,BrC1=CC=CC=C1NC(=O)NC2=C3N=N[NH]C3=C(C=C2)C#N
ZINC603064,BrC1=CC=CC=C1NC(=O)NC2=C3N=N[NH]C3=C(C=C2)C#N
ZINC600399,CC1=CC=C(F)C=C1C(=O)NC2=CC=C(C(=C2)Cl)C(=O)N3CC4=CC=C[N]4CC5=CC=CC=C35
CHEMBL49429,CC1=CC=C(F)C=C1C(=O)NC2=CC=C(C(=C2)Cl)C(=O)N3CC4=CC=C[N]4CC5=CC=CC=C35
708546,O=C(Nc1ccccc1)Nc1cccnc1
CHEMBL1511957,Cl.CCN3CCCC(OC(=O)C(c1ccccc1)c2ccccc2)C3
50592250,COCCCNC(=O)N1CCCC(COc2ccccc2C(=O)N2CCCCC2)C1
CHEMBL3092537,C[C@H](NC(=O)CCC/1=N/C2=CC=CC=C2C(=O)N1)C3=CC=CC=C3
ZINC17322922,C[C@H](NC(=O)CCC/1=N/C2=CC=CC=C2C(=O)N1)C3=CC=CC=C3
CHEMBL492634,CC1=CC=CC(=N1)C2=C(N=C(CC3=CC(=CC=C3)C(N)=O)[NH]2)C4=CC=C5N=CC=NC5=C4
CHEMBL2104654,OC(=O)C(=O)NC1=CC(=CC=C1)C2=NN=N[NH]2
ZINC1532937,OC(=O)C(=O)NC1=CC(=CC=C1)C2=NN=N[NH]2
CHEMBL1016,CCOC1=NC2=CC=CC(=C2[N]1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NN=N[NH]5)C(O)=O
CHEMBL3315344,N=C(N)NCCC[C@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)[C@H](Cc1ccccc1)N=C(O)Cc1cccnc1)C(=O)N1CCC[C@H]1C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](CC(=[NH2+])O)C(=[NH2+])O
ZINC34850365,C[C@H]1CN(CCN1)CC2=CC=C(CC(=O)N3CCC(CC3)NC4=CC=CC(=C4)F)C=C2
CHEMBL1684242,FC1=CC=CC(=C1)C#CC2=CC=C(C=N2)C(=O)NC3CCC3
ZINC66138253,FC1=CC=CC(=C1)C#CC2=CC=C(C=N2)C(=O)NC3CCC3
CHEMBL1200809,Cl.Clc1ccc(cc1)CC3=NN(C(=O)c2ccccc23)C4CCCN(C)CC4
CHEMBL471792,Clc1ccc(cc1)[C@H]2CC[C@@H](CC2)C=4C(=O)c3ccccc3C(=O)C=4O
1679888,COc1ccccc1OCCNC(=O)NCCCCCCNC(=O)NCCOc1ccccc1OC
CHEMBL980,OCC(O)COc1ccccc1OC
CHEMBL1201117,NC(=O)OCC(O)COc1ccccc1OC
CHEMBL534232,OC(CN1CCN(CC1)C2=CC=CC(=C2)Cl)C(C3=CC=CC=C3)C4=CC=CC=C4
ZINC43064519,COC1=CC(=CC(=C1OC)OC)C2=NC(=CC=C2C(=O)NCCOC3=CC=CC=C3)N[C@H](CO)CC4=CC=CC=C4
CHEMBL457071,COC1=CC(=CC(=C1OC)OC)C2=NC(=CC=C2C(=O)NCCOC3=CC=CC=C3)N[C@H](CO)CC4=CC=CC=C4
CHEMBL287445,CC(NCC1=CC=C(OCC2=CC(=CC=C2)F)C=C1)C(N)=O
