compound_id,SMILES
CHEMBL15313,CCC(C)N(C)C(=O)C1=NC(=C2C=CC=CC2=C1)C3=C(Cl)C=CC=C3
ZINC49933061,CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c3cc(ccc3oc2CCCC)NS(C)(=O)=O
CHEMBL184412,CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c3cc(ccc3oc2CCCC)NS(C)(=O)=O
Z117708632,CN(Cc1cnn(c1)-c1ccccc1)C(=O)CCCNS(=O)(=O)c1ccc2OCCCOc2c1
CHEMBL3301601,CN1C(=N)N[C@@](C)(C[S+]1([O-])=O)C2=CC(=CC=C2F)NC(=O)C3=CC=C(F)C=N3
ZINC116907270,C[C@@H]1C[C@H](N)C[C@@H](C1)C2=C(NC(=O)C3=CC=C(F)C(=N3)C4=C(F)C=CC=C4F)C=NC=C2
CHEMBL3651966,C[C@@H]1C[C@H](N)C[C@@H](C1)C2=C(NC(=O)C3=CC=C(F)C(=N3)C4=C(F)C=CC=C4F)C=NC=C2
ZINC1436,CN1CC(=O)\N=C1\NC(=O)NC2=CC(=CC=C2)Cl
ZINC13484719,COC1=CC2=C3C(=CC4=CC=CC=C4C3=C1O)NC2=O
CHEMBL387864,COC1=CC2=C3C(=CC4=CC=CC=C4C3=C1O)NC2=O
CHEMBL494947,ClC1=CC(=CC=C1)COC2=NC(=CN=C2)N3CCNCC3
6830458,CCOC(=O)C1=C(CN(Cc2ccc3c(c2)OCO3)C(=O)c2ccncc2)NC(=O)NC1c1ccc(OC)cc1
ZINC1534906,ClC1=CC2=C(OC3=CC=CC=C3CN2C(=O)NNC(=O)CCSCC4=CC=CO4)C=C1
CHEMBL377312,ClC1=CC\2=C(NC(=O)\C(=C2N[C@@H]3CN4CCC3CC4)C5=NC6=C([NH]5)C=CC=C6)C=C1
ZINC943071,ClC1=CC=C(Cl)C(=C1)C2=CC=C(O2)\C=C(C#N)\C(=O)NC3=CC=CC4=C3C=CC=N4
CHEMBL224864,ClC1=CC=C(Cl)C(=C1)C2=CC=C(O2)\C=C(C#N)\C(=O)NC3=CC=CC4=C3C=CC=N4
16292231,CCOc1ccc(CNC(=O)Cn2cnc(S(=O)(=O)N3CCC(C)CC3)c2)cc1OC
CHEMBL976,O=C1CN(CC2N1CCC3=C2C=CC=C3)C(=O)C4CCCCC4
CHEMBL64979,O=C2CN(CC1c3ccccc3CCCN12)C(=O)C4CCCCC4
ZINC1632,OC(=O)C1=N[N](CC2=C(Cl)C=C(Cl)C=C2)C3=C1C=CC=C3
CHEMBL2408045,CNC(=O)CN1CCC(CC1)OC2=C(OC)C=C3N=CN=C(NC4=C(F)C(=CC=C4)Cl)C3=C2
ZINC34587071,CNC(=O)CN1CCC(CC1)OC2=C(OC)C=C3N=CN=C(NC4=C(F)C(=CC=C4)Cl)C3=C2
ZINC4392643,CNC1=CC=CC(=N1)CCOC2=CC=C3C[C@@H](CC(O)=O)C(=O)N(CC3=C2)CC(F)(F)F
CHEMBL86992,CNC1=CC=CC(=N1)CCOC2=CC=C3C[C@@H](CC(O)=O)C(=O)N(CC3=C2)CC(F)(F)F
Z4911876147,Cc1cc(CC(=O)NCc2cn(CC(F)(F)F)c(=O)[nH]c2=O)c2ccccc2c1
CHEMBL1236924,[O-][S+](=O)(NC1=CC(=C(OC2=CC3=CC=CC=C3N=C2)C(=C1)Cl)Cl)C4=CC=C(Cl)C=C4Cl
ZINC6485945,[O-][S+](=O)(NC1=CC(=C(OC2=CC3=CC=CC=C3N=C2)C(=C1)Cl)Cl)C4=CC=C(Cl)C=C4Cl
CHEMBL297784,C[N]1C=CC2=CC3=C(CCN3C(=O)NC4=CC=CN=C4)C=C12
CHEMBL1256921,Cl.CN1C=CC2=C1C=C3CCN(C(=O)NC4=CC=CN=C4)C3=C2
CHEMBL504548,CN1C[C@H]2[C@H](C1)C3=CC(=CC=C3OC4=C2C=CC=C4)Cl
ZINC538658,CC1=CC=CC=C1C(=O)NC2=CC=C(C(=C2)C)C(=O)N3CCC[C@@H](O)C4=CC(=CC=C34)Cl
CHEMBL4303142,CC1=CC=CC=C1C(=O)NC2=CC=C(C(=C2)C)C(=O)N3CCC[C@@H](O)C4=CC(=CC=C34)Cl
CHEMBL344159,Cc1ccccc1C(=O)Nc2ccc(c(C)c2)C(=O)N4CCCC(O)c3cc(Cl)ccc34
Z289525532,CC1CN(CC(C)O1)S(=O)(=O)c1cccc(c1)C(=O)N1CC(c2ccccc2)c2ccccc2C1
ZINC3987355,CC1=N[N](C2=CC=CC=C2)C(=C1)C(=O)N3CCN(CC3)C4=CC(=CC=C4)Cl
CHEMBL3184174,CC1=N[N](C2=CC=CC=C2)C(=C1)C(=O)N3CCN(CC3)C4=CC(=CC=C4)Cl
CHEMBL1318529,Cl.O=C(OCC)NNc2nncc1ccccc12
CHEMBL3353408,COC1=C(NC2=NC=C(Cl)C(=N2)C3=C[NH]C4=C3C=CC=C4)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C
ZINC147068258,COC1=C(NC2=NC=C(Cl)C(=N2)C3=C[NH]C4=C3C=CC=C4)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C
CHEMBL481537,CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl
ZINC537931,Clc3cc4CCc1cccnc1C(=C2/CCN(CC2)C(=O)OCC)\c4cc3
CHEMBL998,Clc3cc4CCc1cccnc1C(=C2/CCN(CC2)C(=O)OCC)\c4cc3
43849733,O=C(Nc1ccccc1N1CCOCC1)c1cc(S(=O)(=O)N2CCN(c3ccccc3)CC2)ccc1Cl
Z32036878,O=C(CCC(=O)N1CCN(CC1)S(=O)(=O)c1ccccc1)Nc1ccc(cc1)N1CCOCC1
CHEMBL416755,CCN1\C=C(\C(O)=O)C(=O)C2=C1C=C3OCOC3=C2
ZINC19537374,C1OC2=C(O1)C=C(CN3CCN(CC3)C4=NC=CC=N4)C=C2
CHEMBL1371770,C1OC2=C(O1)C=C(CN3CCN(CC3)C4=NC=CC=N4)C=C2
CHEMBL1201131,CCCc1cc2OCOc2cc1COCCOCCOCCCC
ZINC100153731,CN(C)C(=O)N[C@H]1CC[C@@H](CC1)CCN2CCN(CC2)C3=CC=CC(=C3Cl)Cl
ZINC100907004,CN(C)C(=O)N[C@H]1CC[C@@H](CC1)CCN2CCN(CC2)C3=CC=CC(=C3Cl)Cl
CHEMBL2028019,CN(C)C(=O)N[C@H]1CC[C@@H](CC1)CCN2CCN(CC2)C3=CC=CC(=C3Cl)Cl
ZINC1544805,COC1=C(C=CC=C1)N2CCN(CCCN\C3=C\C(=O)N(C)C(=O)N3C)CC2
CHEMBL279229,COC1=C(C=CC=C1)N2CCN(CCCN\C3=C\C(=O)N(C)C(=O)N3C)CC2
CHEMBL1256716,Cl.COc3ccccc3N2CCN(CCCNC1=CC(=O)N(C)C(=O)N1C)CC2
CHEMBL288470,CN(C)C=2C(=O)N(c1ccccc1)N(C)C=2C
ZINC57115,CN(C)C=2C(=O)N(c1ccccc1)N(C)C=2C
CHEMBL484736,COC1=CC(=CC=C1OCC2=CC=CC=C2)\C=N/NC(=O)C3=CC4=C(OCO4)C=C3
ZINC1106648,COC1=CC(=CC=C1OCC2=CC=CC=C2)\C=N/NC(=O)C3=CC4=C(OCO4)C=C3
ZINC1748,Oc2ccc(OCc1ccccc1)cc2
Z192585478,COc1ccc(cc1S(=O)(=O)Nc1ccc(C)cc1)C(=O)N1CCCN(Cc2ccccc2)CC1
ZINC591392,COC1=C(OCC2=CC=CC=C2)C(=CC(=C1)C(=O)NCC3(CCCC3)N(C)C)OC
2943672,CC(C)(CNC(=O)COc1ccc(S(=O)(=O)N2CCOCC2)cc1)CNC(=O)COc1ccc(S(=O)(=O)N2CCOCC2)cc1
43962604,C[NH+](CC(=O)N1CC[NH+](Cc2ccccc2)CC1)Cc1cccc(S(=O)(=O)N2CCOCC2)c1
11748279,N#CCSc1nnc(-c2cccc(S(=O)(=O)N3CCOCC3)c2)n1Cc1ccc2c(c1)OCO2
ZINC68206341,C[N]1C=C(C=N1)C2=CC(=CC=N2)OC3=C(F)C=C(NC(=O)C4(CC4)C(=O)NC5=CC=CC=C5)C(=C3)F
CHEMBL4303619,C[N]1C=C(C=N1)C2=CC(=CC=N2)OC3=C(F)C=C(NC(=O)C4(CC4)C(=O)NC5=CC=CC=C5)C(=C3)F
CHEMBL426560,OC(=O)CNC(=O)C1=C(O)C2=C(C=CC=C2)C(=N1)Cl
CHEMBL2180727,CC1=CC=CC=C1C(N(C(=O)C[N]2C=CN=C2C)C3=CC=CC(=C3)F)C(=O)NC4CCCCC4
ZINC3916214,CCOC1=CC2=C(C=C1NC(=O)\C=C\CN(C)C)C(=C(C=N2)C#N)NC3=CC=C(OCC4=CC=CC=N4)C(=C3)Cl
ZINC1124963,BrC1=C(OCC(=O)NC2=CN=CC=C2)C=CC3=CC=CC=C13
ZINC01124963,BrC1=C(OCC(=O)NC2=CN=CC=C2)C=CC3=CC=CC=C13
CHEMBL1418045,BrC1=C(OCC(=O)NC2=CN=CC=C2)C=CC3=CC=CC=C13
ZINC7563,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(=C1)CC(O)=O
CHEMBL1738972,CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC2=CC=CC=C2
ZINC2001740,O=C(O)CCCCCCNC2c3ccccc3CCc1ccccc12
CHEMBL418995,O=C(O)CCCCCCNC2c3ccccc3CCc1ccccc12
PV-002869435149,O=C(Cc1ccccc1)NC1CCCCC1CNc1cc(=O)[nH]c(=O)[nH]1
ZINC6473422,[O-][N+](=O)C1=C2[NH]N=CC2=CC=C1
ZINC9090,ClC1=CC2=C([NH]C3=C2C=CN=C3)C(=C1)NC(=O)C4=CC=CN=C4
ZINC43075785,C[N]1N=C(C=C1C(=O)N[C@@H](CC2=CC=CC(=C2)Cl)C(=O)NCC#N)C(C)(C)C
CHEMBL564131,C[N]1N=C(C=C1C(=O)N[C@@H](CC2=CC=CC(=C2)Cl)C(=O)NCC#N)C(C)(C)C
ZINC43197674,C[N]1N=CC(=C1C2=C(Cl)SC(=C2)C(=O)N[C@H](CN)CC3=CC=CC(=C3)F)Cl
CHEMBL3184132,FC(F)(F)OC1=CC=C(C=C1)C(=O)NCCC(=O)N[C@@H]2CCCC3=C2C=CC=C3
ZINC169340548,FC(F)(F)OC1=CC=C(C=C1)C(=O)NCCC(=O)N[C@@H]2CCCC3=C2C=CC=C3
CHEMBL243954,O=C(CCCCCN1CCN(CC1)C2=CC=CC=C2C3=CC=CC=C3)NC4CCCC5=CC=CC=C45
ZINC200856271,C[C@@]1(CCN1C(=O)C2=CSC3=C2C=CC=C3)C(=O)N(CCCC(O)=O)CC4=CC(=CC=C4)Cl
CHEMBL3353541,C[C@@]1(CCN1C(=O)C2=CSC3=C2C=CC=C3)C(=O)N(CCCC(O)=O)CC4=CC(=CC=C4)Cl
Z4911876285,O=C(Cc1ccccc1)NC1CCCCC1CNc1cc(=O)[nH]c(=O)[nH]1
CHEMBL2337808,FC1=C(CC(=O)NC2=NC=CC(=C2)OCC3=CC=C(Cl)C=C3)C(=CC=C1)F
ZINC95587354,FC1=C(CC(=O)NC2=NC=CC(=C2)OCC3=CC=C(Cl)C=C3)C(=CC=C1)F
CHEMBL3184687,COC1=CC=C(CC2=CC=C(NC(N)=O)C=C2)C=C1C3=CC=CC(=C3)Cl
ZINC68153148,COC1=CC=C(CC2=CC=C(NC(N)=O)C=C2)C=C1C3=CC=CC(=C3)Cl
ZINC538174,COC1=C(C=C(C=C1)C(=O)NCC2=CC=CN=C2)C(=O)NCC3=CC=CN=C3
ZINC174849,CC(=O)NCCC1=C[NH]C2=C1C=CC=C2
CHEMBL33171,CC(=O)NCCC1=C[NH]C2=C1C=CC=C2
ZINC57378,OC(=O)CCCC1=C[NH]C2=CC=CC=C12
ZINC58638454,OC(=O)C1=CC2=C(C=C1)C3=CN=CC=C3C(=N2)NC4=CC=CC(=C4)Cl
ZINC116937,COC1=C(OC)C=C2C(NC3=CC(Cl)=CC=C3)=NC=NC2=C1
CHEMBL7917,COC1=CC2=NC=NC(=C2C=C1OC)NC3=CC=CC(=C3)Cl
CHEMBL7917,COC1=C(OC)C=C2C(NC3=CC(Cl)=CC=C3)=NC=NC2=C1
ZINC6810181,CC1=CC=C(C=C1)C(=O)NC2=NOC3=CC=CC=C23
ZINC9293,NNC(=O)C1=N[N](CC2=CC=C(Cl)C=C2Cl)C3=C1C=CC=C3
CHEMBL2447887,NNC(=O)C1=N[N](CC2=CC=C(Cl)C=C2Cl)C3=C1C=CC=C3
Z18766758,O=C(COC(=O)c1ccccc1Cc1ccccc1)Nc1cccc(c1)S(=O)(=O)N=C1CCCN1
CHEMBL3646221,OC(=O)CNC(=O)C1=NC=C(C=C1O)C2=CC=CC(=C2)Cl
ZINC117532869,OC(=O)CNC(=O)C1=NC=C(C=C1O)C2=CC=CC(=C2)Cl
ZINC40393428,ClC1=CC=CC(=C1)NC(=O)NC2=NC=C(CCNC3=NC=NC4=C3SC=C4)S2
ZINC630739,CC(C)(C)C1=CC=C(C=C1)[S+]([O-])(=O)NCC2=CC=C(C=C2)C(=O)NC3=CN=CC=C3
CHEMBL3105156,CC(C)(C)C1=CC=C(C=C1)[S+]([O-])(=O)NCC2=CC=C(C=C2)C(=O)NC3=CN=CC=C3
CHEMBL1585869,CC1=C(OCC2=CC(=NO2)C(=O)N3CCC(CC3)C4=CC=NC=C4)C(=CC=C1)C
ZINC12373493,CC1=C(OCC2=CC(=NO2)C(=O)N3CCC(CC3)C4=CC=NC=C4)C(=CC=C1)C
CHEMBL2219422,C[N]1N=CC(=C1C2=C(Cl)SC(=C2)C(=O)N[C@H](CN)CC3=CC=CC(=C3)F)Cl
6514919,COc1cc(C(C(=O)NC2CCCCC2)N(Cc2cccnc2)C(=O)Cn2nnc3ccccc32)cc(OC)c1OC
ZINC3986746,COC1=CC=C(CC(=O)NCC2=CC=CC=C2C3=CC=CC=C3C(=O)NCCC4=CC=CN=C4)C=C1
CHEMBL1671897,COC1=CC=C(CC(=O)NCC2=CC=CC=C2C3=CC=CC=C3C(=O)NCCC4=CC=CN=C4)C=C1
ZINC8035014,CCCCCCCC\C=C/CCCCCCCC(=O)NCCC1=CC(=C(O)C=C1)O
CHEMBL250711,CCCCCCCC\C=C/CCCCCCCC(=O)NCCC1=CC(=C(O)C=C1)O
Z102625044,O=C(Nc1cccc(c1)N1CCCC1=O)c1cccc(c1)S(=O)(=O)NCc1ccc2OCOc2c1
Z109607876,CN(Cc1cn(nc1-c1ccccc1)-c1ccccc1)C(=O)COc1cccc(c1)N1CCCC1=O
25258088,O=C(NCCc1ccccn1)c1coc(C[NH+](Cc2cccc(Oc3ccccc3)c2)Cc2ccc3c(c2)OCO3)n1
6932848,CCC(C)N(Cc1ccc(N(CC)CC)cc1OS(=O)(=O)CC)C(=O)c1cccc(F)c1
CHEMBL1651524,FC(F)(F)C1=CN=C(OC2=CC(=CC=C2)CC3CCN(CC3)C(=O)NC4=CC=CN=C4)C=C1
ZINC43205344,FC(F)(F)C1=CN=C(OC2=CC(=CC=C2)CC3CCN(CC3)C(=O)NC4=CC=CN=C4)C=C1
6548341,CCOc1ccc(C(C(=O)NCC2CCCO2)N(C(=O)Cn2nnc3ccccc32)c2ccc(NC(C)=O)cc2)cc1
Z1725913293,CC(NC(=O)Cn1ccc(=O)n(C)c1=O)c1ccc(N2CCCS2(=O)=O)cc1
6524613,COc1ccc(C(C(=O)NC2CCCCC2)N(CCc2ccc(OC)c(OC)c2)C(=O)c2cnccn2)cc1
ZINC71257194,CC(C)[S+]([O-])(=O)NC1=CC=C(F)C(=C1F)C(=O)C2=C[NH]C3=NC=C(C=C23)C4=CC=CN=C4
CHEMBL3188517,CC1=CC=CC=C1C(N(C(=O)CNC2=CC=C(C=C2)C#N)C3=CC=CC(=C3)F)C(=O)NC4CCCCC4
ZINC3995426,CN(C)C1=CC=C(NC(=O)NC2=CC(=NC3=C2C=C(F)C=C3F)C)C=C1
CHEMBL1259058,CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](N2\C=C/C(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC3=CC=CC=C3
ZINC64526913,CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](N2\C=C/C(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC3=CC=CC=C3
ZINC000145401681,[P@@](=O)(OC[C@H]1O[C@H]([C@](F)([C@@H]1O)C)n1ccc(=O)[nH]c1=O)(Oc1ccccc1)N[C@H](C(=O)OC(C)C)C
CHEMBL68846,OCC1OC(C(O)C1O)N2\C=C/C(=O)NC2=O
CHEMBL100259,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2\C=C/C(=O)NC2=O
ZINC2583633,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2\C=C/C(=O)NC2=O
ZINC40951976,C[C@@H](CN1CCC(CC1)N2C(=O)NC3=C2C=CC(=C3)Cl)NC(=O)C4=CC5=C(C=CC=C5)C=C4
CHEMBL492572,C[C@@H](CN1CCC(CC1)N2C(=O)NC3=C2C=CC(=C3)Cl)NC(=O)C4=CC5=C(C=CC=C5)C=C4
CHEMBL101683,ClC1=CC=C(NC(=O)C2=CC=CC=C2NCC3=CC=NC=C3)C=C1
ZINC8732,ClC1=CC=C(NC(=O)C2=CC=CC=C2NCC3=CC=NC=C3)C=C1
CHEMBL2358658,O=C(O)/C=C/C(=O)O.O=C(CCC2CCN(Cc1ccccc1)CC2)c3ccc4CCCCNc4c3
CHEMBL79004,ClC1=CC2=C([NH]C3=C2C=CN=C3)C(=C1)NC(=O)C4=CC=CN=C4
CHEMBL4072005,O=C(NCC(=O)N1CCCC1)NC2=CC3=C(C=C2)C=NC=C3
ZINC35328520,CN[C@H](CNC(=O)N1CCC[C@H](C1)[C@@H](OCCNC(=O)OC)C2=CC(=CC=C2)Cl)C[C@H]3CCCOC3
CHEMBL1439099,O=C(O)C(=O)O.CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC3CCCO3
CHEMBL3770903,CC1=CC(=NC(=N1)SCC(=O)NC2=NC=C(CC3=CC=CC4=C3C=CC=C4)S2)C
ZINC818861,CC1=CC(=NC(=N1)SCC(=O)NC2=NC=C(CC3=CC=CC4=C3C=CC=C4)S2)C
ZINC43012570,C[C@@H](NC(=O)C1=CC(N)=CC=C1C)C2=CC=CC3=CC=CC=C23
ZINC3797401,CCOC(=O)COC1=CC=C2CC[C@@H](CC2=C1)NC[C@H](O)C3=CC(=CC=C3)Cl
CHEMBL521179,CN(C)CCOC1=CC(=CC=C1NC(=O)C2COC3=CC=CC=C3O2)C4=C[NH]N=C4
ZINC141290205,OC1=C(C(=CC=C1)OCC2CC2)C3=CC(=C4COC(=O)NC4=N3)[C@@H]5CCCNC5
ZINC68267183,FC1=NC=CC(=C1)C2=CC=C(OCC3=CC=CC=C3)C(=C2)C(=O)NC4=CC=CN=C4
ZINC169698697,FC(F)(F)OC1=CC=CC(=C1)CC(=O)NC2=NN=C(CCCCC3=NN=C(NC(=O)CC4=CC=CC=N4)S3)C=C2
CHEMBL3639788,FC(F)(F)OC1=CC=CC(=C1)CC(=O)NC2=NN=C(CCCCC3=NN=C(NC(=O)CC4=CC=CC=N4)S3)C=C2
CHEMBL1614710,FC(F)(F)OC1=CC=C(NC(=O)C2=C(NCC3=CC=NC4=C3C=CC=C4)C=CS2)C=C1
ZINC5137268,CCCC(=O)NCCC1=CSC(=N1)C2=CC=C(Cl)C=C2
CHEMBL63440,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C
ZINC3913912,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C
CHEMBL1458713,CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(O)=O)C(=O)NCCCCNC(N)=N
ZINC3870891,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)NCCN)C(C)(C)C
ZINC4095645,CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(O)=O)C(=O)NCCCCNC(N)=N
ZINC56898832,CCOC(=O)[C@@H](N)CCC(=O)N[C@@H](CSCC1=CC=CC=C1)C(=O)N[C@@H](C(=O)OCC)C2=CC=CC=C2
CHEMBL2110585,CCOC(=O)[C@@H](N)CCC(=O)N[C@@H](CSCC1=CC=CC=C1)C(=O)N[C@@H](C(=O)OCC)C2=CC=CC=C2
24322185,CCOC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1
CHEMBL1334860,ClC(Cl)C(=O)N(C)c1ccc(cc1)OC(=O)c2ccco2
ZINC1300,ClC(Cl)C(=O)N(C)c1ccc(cc1)OC(=O)c2ccco2
CHEMBL2107179,[Na+].[Na+].O=C([O-])c2ccc(Cl)cc2Nc1ccccc1C([O-])=O
ZINC253476145,CN(C)CCN(CC1=CC=CC=C1)C(=O)C2=NC3=CC(=N[N]3C(=C2)C4=CC=C(F)C=C4)C(C)(C)C
CHEMBL4211454,FC1=CC=CC(=C1)[N]2C=NC3=C2N=C(N=C3NCC4=NC5=C([NH]4)C(=C(F)C=C5)F)N6CCOCC6
6544905,CN(C)c1ccc(C(C(=O)NC(C)(C)C)N(Cc2ccc3c(c2)OCO3)C(=O)Cn2nnc(-c3ccccc3F)n2)cc1
6539717,CCC(C)(C)NC(=O)C(c1ccc(C)o1)N(Cc1cccc(OC)c1)C(=O)c1snc(C(N)=O)c1N
CHEMBL18331,CC/1=C(CCN2CCC(CC2)C(=O)C3=CC=C(F)C=C3)/C(=O)N4\C=C/C=C\C4=N1
ZINC95705051,FC(F)(F)C(OC(=O)N1CCN(CC1)CC2=CC(=CC=C2)OC3=CC=CC=C3)C(F)(F)F
CHEMBL3356976,FC(F)(F)C(OC(=O)N1CCN(CC1)CC2=CC(=CC=C2)OC3=CC=CC=C3)C(F)(F)F
ZINC98023167,CC(C)CCNC1=C(C=CC=N1)C(=O)N2CCN(CC2)CC3=CC=CC=C3
CHEMBL4302505,CC(C)CCNC1=C(C=CC=N1)C(=O)N2CCN(CC2)CC3=CC=CC=C3
CHEMBL4068896,COC1=CC(=C(Cl)C(=C1Cl)C2=CC3=CN=C(NC4=C(C)C=CC=C4NC(=O)C=C)N=C3C=C2)OC
ZINC210903069,COC1=CC(=C(Cl)C(=C1Cl)C2=CC3=CN=C(NC4=C(C)C=CC=C4NC(=O)C=C)N=C3C=C2)OC
ZINC14299868,FC(F)(F)C1=CC(=CC(=C1)NC(=O)C2=C(N=C(Cl)N=C2)C(F)(F)F)C(F)(F)F
CHEMBL336546,FC(F)(F)C1=CC(=CC(=C1)NC(=O)C2=C(N=C(Cl)N=C2)C(F)(F)F)C(F)(F)F
CHEMBL153843,FC(F)(F)C1=CC(=CC=C1)NC(=O)C2=CC=CC=C2NCC3=CC=NC=C3
ZINC205441365,COC1=CC(=CC2=CC=CC=C12)NC3=C(C=C(C=C3)[N+]([O-])=O)C(O)=O
CHEMBL4086165,COC1=CC(=CC2=CC=CC=C12)NC3=C(C=C(C=C3)[N+]([O-])=O)C(O)=O
CHEMBL43,COC1=C(NC2=C3C=CC=CC3=NC4=C2C=CC=C4)C=CC(=C1)N[S+](C)([O-])=O
CHEMBL2398213,CN(CCCNC(=O)C1=CC=C2N=C3CCCCC3=C(Cl)C2=C1)CC4=CC=CC=C4
CHEMBL2,COC1=CC2=NC(=NC(=C2C=C1OC)N)N3CCN(CC3)C(=O)C4=CC=CO4
CHEMBL2,O=C(N1CCN(CC1)c3nc2cc(OC)c(OC)cc2c(N)n3)c4ccco4
ZINC95616601,O=C(N1CCN(CC1)c3nc2cc(OC)c(OC)cc2c(N)n3)c4ccco4
CHEMBL1200493,Cl.CN(C\C=C\c1ccccc1)Cc3cccc2ccccc23
CHEMBL428495,O=C(O)Cc2cccc1ccccc12
ZINC391809,O=C(O)Cc2cccc1ccccc12
Z52003417,Cc1ccccc1CC(=O)Nc1cc(ccc1N1CCOCC1)S(=O)(=O)N1CCOCC1
CHEMBL130321,CN(C(CC1=CC=C(OS(=O)(=O)C2=CC=CC3=CN=CC=C23)C=C1)C(=O)N4CCN(CC4)C5=CC=CC=C5)S(=O)(=O)C6=C7C=CN=CC7=CC=C6
CHEMBL1200836,[O-][N+](=O)O.Clc3ccc(C(=N\OCc1ccc(Cl)cc1Cl)\Cn2ccnc2)c(Cl)c3
ZINC000003873295,O[N+]([O-])=O.Clc1ccc(CO\N=C(/Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
CHEMBL75,CC(=O)N1CCN(CC1)C2=CC=C(OC[C@H]3CO[C@@](C[N]4C=CN=C4)(O3)C5=CC=C(Cl)C=C5Cl)C=C2
ZINC40847911,O=C(NC1=C[NH]C2=NC=C(C=C12)C3=CC=C(C=C3)C#N)C4=CC=CN=C4
ZINC1639355,BrC1=CC2=C([NH]C3=C2CC(=O)NC4=C3C=CC=C4)C=C1
CHEMBL296586,BrC1=CC2=C([NH]C3=C2CC(=O)NC4=C3C=CC=C4)C=C1
CHEMBL1709464,ClC1=CC=CC=C1C/2=N/CC(=O)NC3=C2C=C(Br)C=C3
CHEMBL2104103,Clc4ccc5CCc1ccccc1N(CCCN2CCC(CC2)(C(N)=O)N3CCCCC3)c5c4
CHEMBL538059,Cl.OCCN1CCN(CC1)C(=O)CN2c3cc(Cl)ccc3SC2=O
171966708,CN(C)c1ccc(C(=O)N2CCOC(COc3cccc(Cl)c3)(CC(=O)N3CCOCC3)C2)cc1
Z31399314,CCCn1c(CCC(=O)Nc2ccc3OCCOc3c2)nc2cc(ccc12)S(=O)(=O)N1CCCC1
6588507,COCCNC(=O)C(c1ccc(OC)cc1)N(CCOC)C(=O)CCC(=O)Nc1ccccn1
ZINC1706,COC(=O)c1cccnc1
CHEMBL379845,COC(=O)c1cccnc1
CHEMBL3188119,O=C(O)C(O)(CC(=O)O)CC(=O)O.CCN(CC)CCOC(=O)c1cccnc1
ZINC95537775,CCOC(=O)CCNC1=NC(=NC(=C1)N2CCC3=C(CC2)C=CC=C3)C4=CC=CC=N4
CHEMBL3183531,CCOC(=O)CCNC1=NC(=NC(=C1)N2CCC3=C(CC2)C=CC=C3)C4=CC=CC=N4
1812803,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CN(c2cccc([N+](=O)[O-])c2)S(=O)(=O)c2ccccc2)cc1
Z4911888736,COC(=O)C1CN(C(=O)OC(C)(C)C)CCCN1S(=O)(=O)c1cccc2c1OCCO2
PV-001848322453,CCCC(C(=O)N1CCN(C(=O)OC(C)(C)C)CC1c1nccn1C)S(N)(=O)=O
Z4911889353,CCCC(C(=O)N1CCN(C(=O)OC(C)(C)C)CC1c1nccn1C)S(N)(=O)=O
ZINC28879084,C1CO[C@@H](C1)CNC2=NC=NC3=C2C(=C(O3)C4=CC=CC=C4)C5=CC=CC=C5
35907860,CCN(CC)c1cc(C(C)(C)C)nc(SCc2ccc(C(=O)NCCOC)o2)n1
ZINC27109670,CC(C)(C)C1=CC=C(NC(=O)N2CCN(CC2)C3=NC=CC=C3Cl)C=C1
CHEMBL441472,CC(C)(C)C1=CC=C(NC(=O)N2CCN(CC2)C3=NC=CC=C3Cl)C=C1
CHEMBL3989958,FC1=CN=CC(=C1)N([C@H](C(=O)NC2CC(F)(F)C2)C3=C(Cl)C=CC=C3)C(=O)[C@@H]4CCC(=O)N4C5=NC=CC(=C5)C#N
