Reference,Set,SetID,Mineral,Mineral_formula,Mineral_source,Temp,Electrolyte1,Electrolyte1_val,Electrolyte1_SD,Electrolyte1_units,Electrolyte2,Electrolyte2_val,Electrolyte2_SD,Electrolyte2_units,Electrolyte3,Electrolyte3_val,Electrolyte3_SD,Electrolyte3_units,Electrolyte4,Electrolyte4_val,Electrolyte4_SD,Electrolyte4_units,Electrolyte5,Electrolyte5_val,Electrolyte5_SD,Electrolyte5_units,Electrolyte6,Electrolyte6_val,Electrolyte6_SD,Electrolyte6_units,Electrolyte7,Electrolyte7_val,Electrolyte7_SD,Electrolyte7_units,pH,pH_SD,Sorbate,Sorbate_val,Sorbate_SD,Sorbate_units,Aq_val,Aq_SD,Aq_units,Sorbed_val,Sorbed_SD,Sorbed_units,SurfCharge_val,SurfCharge_SD,SurfCharge_units,Mineral_val,Mineral_SD,Mineral_units,MineralSA,MineralSA_SD,MineralSA_units,Mineralsites,Mineralsites_SD,Mineralsites_units,CEC,CEC_SD,CEC_units,Gas1,Gas1_val,Gas1_SD,Gas1_units,Gas2,Gas2_val,Gas2_SD,Gas2_units,Gas3,Gas3_val,Gas3_SD,Gas3_units,X_axis,X_val,X_SD,X_units,Y_axis,Y_val,Y_SD,Y_units
afpmagl10,afpmagl10_f1a,1,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4116,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.21837,0.121837,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,2,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6052,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.13327,0.113327,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,3,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7006,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.06591,0.106591,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,4,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8942,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.973732,0.0973732,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,5,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9948,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.931181,0.0931181,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,6,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0929,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.883298,0.0883298,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,7,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2219,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.819454,0.0819454,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,8,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.773384,0.0773384,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,9,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4516,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.729056,0.0729056,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,10,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5832,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.665212,0.0665212,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,11,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7123,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.619107,0.0619107,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,12,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8387,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.574815,0.0574815,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,13,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9677,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.528709,0.0528709,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,14,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1019,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.463088,0.0463088,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,15,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2619,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.418759,0.0418759,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,16,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4916,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.376209,0.0376209,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,17,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7497,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.307068,0.0307068,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,18,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0439,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.26274,0.026274,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,19,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.216671,0.0216671,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,20,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7897,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.149272,0.0149272,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,21,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.151,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.106721,0.0106721,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,22,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4452,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.0677256,0.00677256,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,23,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7032,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.0127688,0.00127688,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,24,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9277,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.0492978,-0.00492978,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,25,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1239,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.093626,-0.0093626,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,26,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.32,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.141473,-0.0141473,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,27,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4826,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.185801,-0.0185801,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,28,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6142,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.226574,-0.0226574,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,29,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7484,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.270902,-0.0270902,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,30,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9677,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.338301,-0.0338301,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1a,31,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0684,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,-0.384371,-0.0384371,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1b,1,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2697,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.67758,0.167758,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1b,2,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3677,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.63503,0.163503,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1b,3,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5277,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.54285,0.154285,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1b,4,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6258,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.5003,0.15003,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1b,5,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8219,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.40809,0.140809,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1b,6,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8839,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.36554,0.136554,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1b,7,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0852,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.27336,0.127336,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1b,8,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1781,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.23081,0.123081,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1b,9,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3742,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.11734,0.111734,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1b,10,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4723,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.07479,0.107479,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1b,11,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5703,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,1.03224,0.103224,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afpmagl10,afpmagl10_f1b,12,ferrihydrite,Fe(OH)3,synthetic,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6994,0.1,H(+1),NA,NA,NA,NA,NA,mol/L,NA,NA,NA,0.989693,0.0989693,mol/L,10,1,g/L,350,35,m2/g,6.53,0.653,sites/nm2,NA,NA,NA,N2(g),1,0.1,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
