seed,loss
78,0.0941927553202114
180,0.09587674484635791
61,0.09600308912731435
29,0.09775526566009451
174,0.09914659855574587
40,0.09924802423393639
155,0.09955496319236547
68,0.10083753931043792
196,0.10228848098403345
87,0.1045375039977749
33,0.10627920457916538
53,0.10666389524066536
190,0.1068694289148289
137,0.10698020012274276
162,0.10705966779785435
148,0.10734439853334078
94,0.10737678495636821
183,0.1080152906858138
72,0.1083933470131707
197,0.10874266465649987
145,0.1094261163125073
52,0.10946516214060957
103,0.10990334421831326
82,0.11092475633116534
57,0.1110060026284552
117,0.1112930200939631
99,0.11187694477338861
127,0.11200057236600096
28,0.11289190245370795
92,0.11293227437638888
75,0.11311961862727674
4,0.11361321366398874
173,0.1138550194293043
175,0.11413673654089879
126,0.11432144894217053
115,0.11433343018275978
26,0.11471125668417799
102,0.11626971077962514
96,0.11702714365546721
172,0.11722714823745463
97,0.11740060166938461
93,0.11797372094036018
11,0.11804375987853447
171,0.11930491269504936
76,0.12013500879933364
19,0.12027106064296987
44,0.12041553218651863
193,0.12067713463393441
129,0.12139724760595029
195,0.12176069780422823
156,0.12187241126586051
176,0.1224995216857778
31,0.1230759412920388
111,0.12333645095137784
198,0.12441033190184266
95,0.12548300667400777
124,0.12555862609704915
141,0.12581686044696475
48,0.1265844710878212
0,0.12689044380927608
114,0.1270562720886112
49,0.12711714382154227
112,0.12751994347267778
153,0.12818047882866684
37,0.12851519605321607
9,0.1290273577736242
178,0.12936446222945722
186,0.12976689663899205
69,0.13075197841564234
199,0.13267488342567083
64,0.13299768010195154
135,0.13343606666274313
83,0.13361119125446264
187,0.1349996050452664
43,0.13554002594773787
56,0.13632313113142974
132,0.13682473570543485
32,0.13745110199181704
133,0.13761227115662428
38,0.13806383599982644
89,0.13940133350173922
159,0.140327092613617
184,0.1404633952209549
194,0.1406964980011439
182,0.140804236224533
22,0.14087505703859957
185,0.14089473385880463
110,0.1416536221539017
70,0.14197371829382693
88,0.14353124008779108
177,0.14714686371331667
74,0.14753882238899704
131,0.14791743163644833
164,0.14837417833126373
84,0.1483977857406122
139,0.1493743728764736
154,0.14954842822830172
146,0.15235864735432786
18,0.15297720668307185
54,0.15694812348071677
105,0.16022186601248972
107,0.16231057167488294
152,0.16287579294973917
10,0.16323281258997255
136,0.16505836331061202
134,0.16885332306371117
118,0.16921966539247194
66,0.17059127159797363
166,0.17267467342589024
1,0.17291286930333089
142,0.17319358667753038
167,0.17389951341778692
25,0.17390255347220568
179,0.17557614835074348
123,0.17570269858315044
140,0.17596543629239075
42,0.1772412279226484
15,0.18358676983927288
130,0.18625859187467256
138,0.18642153291806687
119,0.18679360327494404
47,0.1882992310680612
149,0.18894674482136747
108,0.18916547836831016
77,0.18918360030129008
20,0.18975729810712982
79,0.19597817565837916
163,0.19916873876630825
62,0.20140156998251477
17,0.20385072048563158
100,0.20584272794479871
50,0.20645903246681185
5,0.21453696870020705
39,0.21781952396361498
191,0.2186644577631985
12,0.21937913376919543
192,0.21959564905532086
144,0.22094487230273058
41,0.2226850368680745
165,0.22269033058716434
116,0.22437674742545524
14,0.22474823663704588
106,0.2266542712484833
55,0.23047412812274737
109,0.2306874230177733
65,0.23169397535550335
2,0.23171749428240923
13,0.23362750260934342
35,0.23494970820245953
46,0.23503918347567537
36,0.23715445192625922
59,0.23760106681037124
125,0.23947083699877245
160,0.24004175378023274
128,0.24182243340641912
3,0.24213406019402248
169,0.24250840270606272
143,0.24584001683405715
71,0.24603406019019383
158,0.24835183759675408
113,0.251435290287881
86,0.25168257799461813
24,0.2517327376960838
168,0.2532125593972032
58,0.2537541565668844
67,0.25492748009027355
161,0.2602967947286411
85,0.26134491499758117
16,0.26441699984299877
150,0.2646692688882786
21,0.26681193633236155
81,0.26698217089593845
101,0.2680606124174856
60,0.26824980147563626
122,0.2688136323742623
27,0.26912220692547567
98,0.26920538074778816
188,0.27236320252401114
121,0.2734127541745666
120,0.2734228906622768
104,0.2742595563839822
8,0.27486615611688936
157,0.2751493254934784
170,0.27781618576850337
73,0.27895264969254935
45,0.27898193634774565
7,0.27920572883891365
34,0.2795104520381802
181,0.2806676803496632
23,0.2831091579512088
189,0.28376851334188974
147,0.2867144769343146
151,0.29012193057658897
6,0.2914651660588536
63,0.2924818704380606
80,0.3059673153788504
91,0.32245827721853326
51,0.339544849130359
30,0.34835371396837445
90,2.3774099576212193
