trial_number,value,state,duration,lr,batch_size,layer1_size,layer2_size,layer3_size,w_dx,w_dz
28,3.4319705345012523,PRUNED,0:00:00.208354,0.002049541968940493,110,130,109,71,1.1759687908561351,0.5626781451640077
29,0.9559267372996719,PRUNED,0:00:04.397219,0.010582862768779447,110,123,91,146,0.6058363861099032,0.9238114970227456
30,0.00549005025860766,COMPLETE,0:00:08.082520,0.0008990870869899592,97,77,124,24,0.6194176906210878,0.9578203775422279
31,0.004930201073161489,COMPLETE,0:00:24.405740,0.0007515534378051252,15,45,54,39,0.5798869758269407,1.0067094785388235
32,0.00479290560598088,COMPLETE,0:01:01.670486,0.0008357579918037321,5,47,53,25,0.6184898079397164,1.098435852946769
33,2.3579658567905426,PRUNED,0:00:01.029098,0.0007837721280816299,254,85,123,115,0.5164385675653843,0.6810621085307752
34,2.4466495911280313,PRUNED,0:00:00.546617,0.0007385220065289644,256,84,126,114,0.3993478110091735,1.0852749867974474
35,0.6968847115650247,PRUNED,0:00:10.476548,0.008205723910908312,11,113,96,157,0.3749269086454715,1.1134021654054491
36,1.0665402729883904,PRUNED,0:00:08.868557,0.00951002287100435,9,45,128,157,0.7132643750902162,0.3885783475281176
37,1.22916064655063,PRUNED,0:00:09.357173,0.01125208031219109,7,46,100,101,0.6766991641082902,0.4395410009414363
38,0.005170084630385969,COMPLETE,0:00:25.327793,0.008777881373406803,14,52,95,102,0.6807678050744548,0.4427223662090509
39,1.0737655233182761,PRUNED,0:00:10.653569,0.008874836712927709,7,46,97,101,0.7289072473016773,0.3765009308376683
40,1.3792945726497754,PRUNED,0:00:00.790726,0.006242752243920318,161,110,98,97,0.7186611603353786,0.5128640344188463
41,0.0050994858766824315,COMPLETE,0:00:05.399570,0.005792676296330704,158,114,64,98,0.38926634207339955,0.5939435050505542
42,0.7249806767160242,PRUNED,0:00:01.934936,0.026242574153863604,91,53,64,122,0.35856472734728806,0.6193378038750915
43,1.2490968533924647,PRUNED,0:00:00.968347,0.025735949494230453,123,56,66,120,0.7884966977617545,0.8203745039345811
44,0.005845227315050906,COMPLETE,0:00:11.116188,0.0003963114913633291,39,35,77,103,0.306555350035687,0.6154068740923656
45,3.658931534464766,PRUNED,0:00:00.189660,0.0004184532399215228,148,37,76,179,0.9836463050934079,1.1012949467388569
46,2.264269373151991,PRUNED,0:00:00.682395,0.00010314729268743894,44,87,90,106,0.2861970132735884,1.421742244056998
47,0.00518132784362231,COMPLETE,0:00:15.809214,0.005181055418521484,25,32,54,84,0.45946682713994663,0.3497760910471268
48,0.005584257356665384,COMPLETE,0:00:06.995853,0.001376445581323754,91,73,132,21,0.6189330584435269,1.0148770316490192
49,0.005389066560013463,COMPLETE,0:00:05.218043,0.004012011409868623,206,111,56,85,0.48713532830723616,0.6341377195470921
50,0.005192962199264643,COMPLETE,0:00:04.977466,0.00426771496986888,195,111,55,87,0.45862220092790823,0.6100559861788477
51,0.005568602707782473,COMPLETE,0:00:04.858759,0.00424942868433745,197,32,61,87,0.4474959012005367,0.6165595453713911
52,0.004819813455948015,COMPLETE,0:00:04.984962,0.004313009076489593,166,28,74,34,0.4507970949644249,0.7997747492339397
53,0.005442242224416171,COMPLETE,0:00:05.680137,0.004616307360841475,171,147,53,67,0.4524628131360315,0.8175741317914125
54,0.6688960838962246,PRUNED,0:00:01.111086,0.005106283568232537,164,149,54,34,0.4408463185610449,0.8213330464337547
55,1.4105359631426193,PRUNED,0:00:02.181973,0.019672529736396358,25,146,51,65,0.20796364232170533,0.8139523999566026
56,0.0045042824762845735,COMPLETE,0:00:16.399352,0.015757244566250137,24,122,47,66,0.21242715319345368,0.8910749295586176
57,0.809204719283364,PRUNED,0:00:00.896356,0.028374836096756277,185,138,71,64,0.2424505825566038,1.0243123986213354
58,0.004901461112934409,COMPLETE,0:00:06.342214,0.016471349413995227,144,119,47,40,0.33959999661376444,0.8620932421542113
59,0.9734292097811429,PRUNED,0:00:02.487267,0.018120192551517096,28,105,45,47,0.5837393469494585,0.30018446537267796
60,1.0634975942169749,PRUNED,0:00:00.999465,0.017390461428047538,148,118,44,35,0.560681763867982,0.2990207027506795
61,0.4877143811296534,PRUNED,0:00:06.163116,0.0013247653638934495,22,27,45,44,0.8137712067201874,0.10027609036894902
62,3.345698348113469,PRUNED,0:00:00.190475,0.0011688043011123036,219,41,71,43,0.8771601419876272,0.4476232821605825
63,1.5773631714008474,PRUNED,0:00:01.732136,0.0423869027959313,22,29,84,54,0.3585408965127548,0.32333495325826705
64,0.007019263963519456,COMPLETE,0:00:17.753461,0.018002523090311418,21,27,83,56,0.33878586494378005,0.17442359230906665
65,2.4479265443740355,PRUNED,0:00:00.307409,1.6559630948935345e-06,48,27,87,56,0.34968827961778604,0.16491045899541915
66,2.715380503071679,PRUNED,0:00:00.617060,0.0014121490758495672,22,52,84,76,1.3448274097578345,0.12850773274648564
67,0.4680329072025587,PRUNED,0:00:03.243717,0.014460286928254613,56,51,36,75,0.7804905524853484,0.880043667027958
68,0.004719926026868103,COMPLETE,0:00:08.514158,0.0038030716611512747,59,40,60,93,0.6590728954619247,0.5346614839237911
69,0.8178645219913748,PRUNED,0:00:00.894232,0.014058378630165864,139,40,41,31,0.8049588880777058,0.8981433625026455
70,0.005348309357625979,COMPLETE,0:00:05.935856,0.007112633756371353,119,127,58,93,0.19141721216717336,1.1632793995929236
71,3.932731866836548,PRUNED,0:00:00.198167,0.006472420317565267,124,124,60,39,1.8839416749115516,0.7142367061956264
72,0.0052886426668194274,COMPLETE,0:00:05.314698,0.0031346501252072076,158,24,105,93,0.1742744373383297,1.1871347798389484
73,0.0048993616400152575,COMPLETE,0:00:22.989502,0.0032948765278213612,15,20,118,28,0.5484668447059592,1.166380238093721
74,2.5820807895877143,PRUNED,0:00:00.183465,0.0031981889098593743,135,42,104,94,0.6571218334111062,1.1704544817306803
75,1.6372954947607858,PRUNED,0:00:00.582446,0.037445438238943134,171,59,119,27,0.5694182731639709,0.5536863893552963
76,2.8333871165911355,PRUNED,0:00:00.236005,1.2332683914398197e-05,83,56,72,27,0.5185056289671865,0.556057020059749
77,2.685469978926133,PRUNED,0:00:00.284752,0.001993904860119788,61,64,120,142,0.9063353148363487,0.9592364853123911
78,0.005286201530539754,COMPLETE,0:00:11.481835,0.0021582144342394242,35,33,49,58,0.32690221560883137,0.44166194669567543
79,2.3155745583422043,PRUNED,0:00:00.414789,0.0005953186880871194,35,33,50,110,0.5549159764888911,0.46370579141098967
80,0.005140770187509471,COMPLETE,0:00:23.851229,0.006936613161568129,14,20,67,109,0.33476975527556674,0.4538292776146027
81,1.4563433309697142,PRUNED,0:00:02.265256,0.0001543702700769741,15,48,66,60,0.33011024273726675,0.3892799595314386
82,2.4815218505405245,PRUNED,0:00:00.195607,0.00024293919665634197,143,118,65,58,0.32121465110519426,0.7458953021141534
83,0.39918473746740457,PRUNED,0:00:12.565303,0.0124550276521905,15,136,39,50,0.10655461610973344,0.8568827981728333
84,0.005834575105773321,COMPLETE,0:00:05.290103,0.014023767287616127,153,136,27,49,0.260191693536728,0.8524238960767275
85,2.336496812956674,PRUNED,0:00:00.315273,0.0005881431345266515,50,95,31,49,0.3977032680286169,0.8648167233341676
86,0.0052407511443115845,COMPLETE,0:00:11.755918,0.0018028244588935427,37,104,37,125,0.12602633008036976,0.9555226247640848
87,0.005391157731677844,COMPLETE,0:00:13.719993,0.001929138276348044,31,71,134,37,0.2527080460299953,0.676854567120155
88,0.005184217262266239,COMPLETE,0:01:17.956808,0.002018721704448159,4,69,116,123,0.6564015520762372,0.681475963575013
89,0.7417964171969665,PRUNED,0:00:04.612931,0.007812168707096022,14,71,40,164,0.6787942186618466,0.6705276119631368
90,0.4154028596375326,PRUNED,0:00:10.141721,0.008252787448920863,15,71,115,128,0.6652997819926164,0.6929603933004126
91,0.79850681201503,PRUNED,0:00:14.802560,0.007651749064504494,5,70,77,165,0.6626408786504463,0.7649053299486971
92,0.004814233110114293,COMPLETE,0:00:12.776506,0.003303641380211272,31,80,77,147,0.506886620110039,1.039173587288252
93,0.005275372392563125,COMPLETE,0:00:13.950322,0.003455429051363787,30,118,131,38,0.22028343111754325,1.0357034135726315
94,0.005013827613050598,COMPLETE,0:00:45.536998,0.001023673026577949,7,116,140,39,0.39907632131491055,1.0520869839728686
95,2.6319036834380207,PRUNED,0:00:00.170529,0.0008613388416797792,179,20,62,20,0.4022021486000389,1.0569781321072347
96,0.004882135262339657,COMPLETE,0:00:41.131090,0.0005370130874319519,8,119,75,30,0.4866211700440779,0.9691740009292511
97,2.685389710797204,PRUNED,0:00:00.169457,0.0010539555754411623,166,115,78,28,0.5012270044439535,0.7697499053134477
98,0.004711964131317105,COMPLETE,0:01:00.733417,0.0034675491154288196,5,81,119,39,0.4832934387706457,0.9682322514405299
99,0.33639143846738034,PRUNED,0:01:12.882086,0.003324783805878914,4,37,163,40,0.4812680558676213,0.953817158281592
100,0.3693537852077773,PRUNED,0:00:06.095669,0.002866242572779984,45,130,74,33,0.5953022987819732,0.9929777009146656
101,0.49152866236760584,PRUNED,0:00:02.905828,0.0032899408418398056,42,79,157,31,0.7456786959186781,0.9823941521283783
102,0.004622125710069683,COMPLETE,0:01:20.138275,0.0006239206273574108,4,91,157,43,0.5981890654351957,1.223225249883089
103,0.004871573079419072,COMPLETE,0:00:18.691777,0.0015773129850339095,19,104,58,24,0.4800742907384781,1.2239740257612766
104,0.0048477736840594615,COMPLETE,0:01:14.797640,0.0005515319979244376,4,91,58,41,0.5456858167140575,1.1309876274566715
105,0.4413980262834131,PRUNED,0:00:21.881296,0.0005613725826469327,4,101,58,24,0.6305951191031536,1.392271636794257
106,0.4158906766870807,PRUNED,0:00:28.209750,0.0002790803380356669,4,91,47,25,0.4895088944607658,1.388478090934952
107,0.42185645546720163,PRUNED,0:00:11.207101,0.00042531758506190006,10,90,59,24,0.47710574851429866,1.4314309571864263
108,2.2346592378937435,PRUNED,0:00:00.573116,0.0004524206130910496,20,108,48,29,0.5399567818101664,0.9318282926310867
109,2.396275483774689,PRUNED,0:00:00.467156,0.00034991486349543027,28,91,69,148,0.48782157802124326,1.137035878348994
110,0.005323717627672538,COMPLETE,0:00:36.259476,0.0016616164746052272,9,44,58,24,0.4747551302690102,1.2315150308388443
111,0.005370432524699476,COMPLETE,0:00:19.539411,0.001651117756049492,19,122,53,43,0.43656368750921726,0.9147640045147727
112,0.005771023863676719,COMPLETE,0:00:18.807771,0.0016574999930427164,20,82,107,45,0.4250658186224864,1.2324464809144844
113,0.004538211871037985,COMPLETE,0:00:18.417460,0.0014228222474949876,20,81,105,45,0.4262756470824772,1.2217215546866749
114,0.004531838686100533,COMPLETE,0:00:19.534460,0.0014462445007903627,19,85,106,44,0.42899440793770316,1.248436007180605
115,0.3619943261823871,PRUNED,0:00:08.822149,0.0025331202526778767,27,82,103,35,0.5131151712649247,1.2333316923796205
116,2.228046827018261,PRUNED,0:00:00.166669,0.0025570573794234932,187,79,88,46,0.2901984759387886,1.2409408976772225
117,0.0047250977234185474,COMPLETE,0:00:15.193269,0.005209202537219214,26,81,122,33,0.5344687513555474,1.0944411576265538
118,0.4507830750632596,PRUNED,0:00:08.087113,0.0007145803589402079,11,44,43,137,0.5430765041520823,1.0787404848443347
119,0.37809156436930624,PRUNED,0:00:07.570694,0.0023718639627006324,26,75,102,35,0.5460674006398111,1.2042417244013586
120,0.40850934314373916,PRUNED,0:00:10.858800,0.0013530617127504394,11,87,122,138,0.5623940552696698,1.3176369105443848
121,0.005322095091346481,COMPLETE,0:00:33.137337,0.0014491071681104614,11,75,101,31,0.5497287645674113,1.2908408679261034
122,0.4554335893858947,PRUNED,0:00:07.879790,0.0007322661090200808,10,86,80,32,0.6052016679619474,1.0841215089100942
123,1.8385200236193102,PRUNED,0:00:01.098340,0.0007601244268011791,11,85,92,137,0.6094659737983815,1.2976753813687703
124,1.8641927726566792,PRUNED,0:00:00.474088,0.0011349677153568388,31,97,99,35,0.37622827055219377,1.0876583349592979
125,2.580670003466278,PRUNED,0:00:00.618634,0.001319299129893517,24,88,170,42,1.090934433265199,1.339409513776641
126,2.125926599237654,PRUNED,0:00:00.499993,0.0012360686653538396,33,88,147,33,0.5786369815685053,1.3373788305139702
127,2.3636672417322795,PRUNED,0:00:00.505624,0.0011740833879882102,33,96,177,54,0.7598193285968589,1.3339563713888516
128,0.004744873369444395,COMPLETE,0:00:22.359440,0.001356910853548827,18,87,170,31,0.430888648616225,1.1278615677051373
129,1.919122536977132,PRUNED,0:00:00.715180,0.0006263359873397412,19,95,95,42,0.4344002682967321,1.1207283190995856
130,1.9718471020887096,PRUNED,0:00:00.771462,0.0005097981755929214,17,94,81,52,0.4368159574225321,1.1309339497213993
131,1.9998635388377062,PRUNED,0:00:00.788872,0.00048142608245915693,17,94,106,51,0.4577232736569665,1.1314669106265483
132,0.005525704946562684,COMPLETE,0:00:24.259287,0.0042681265715942,16,82,110,69,0.4476432061671989,1.1062186831223402
133,1.8371958048551675,PRUNED,0:00:00.406015,0.004983010625014191,40,82,111,71,0.6957780153687743,1.2735943566445316
134,1.7657777259224339,PRUNED,0:00:00.433955,0.005486994451435161,39,80,123,21,0.7034673336301364,1.2016972318934087
135,1.9415762526357276,PRUNED,0:00:00.376598,0.005447995299500561,51,82,111,117,0.6273427987385382,1.2698749541505974
136,2.1311907309752245,PRUNED,0:00:00.588786,0.0008665906641700146,24,79,114,154,0.6149689693859828,1.2090982080352393
137,0.4124407534641326,PRUNED,0:00:11.672412,0.004442325186357601,11,76,115,153,0.619745127186052,1.278383568632963
138,0.004870746857733154,COMPLETE,0:00:40.530217,0.0009804803109969052,9,75,115,31,0.5206656253075622,1.0003786052913897
139,2.2071222387062037,PRUNED,0:00:01.261509,0.00019058260750426885,9,86,69,31,0.5236296984079958,1.010415941551123
140,0.0046673561127069645,COMPLETE,0:00:36.016165,0.0014798290103242462,10,178,73,47,0.5755686817086094,1.058549618398475
141,0.005239609909568101,COMPLETE,0:00:39.412704,0.0041128253610040275,9,102,51,37,0.5199847775249337,1.0735991933061428
142,1.757213879090089,PRUNED,0:00:00.319402,0.0040863812322835475,57,76,52,46,0.3814486461823553,1.0612242358502542
143,0.005007131587160173,COMPLETE,0:00:26.828164,0.0009459838743404693,14,99,63,37,0.42062416516160717,1.1629506524677824
144,2.0082819891530415,PRUNED,0:00:00.571297,0.0009318040082557794,23,99,62,80,0.5091848190845406,1.1430020005033212
145,0.004882982885414649,COMPLETE,0:00:21.176955,0.002522374020162776,19,104,109,37,0.5769723978515365,0.8981865118370106
146,0.0049313389425671575,COMPLETE,0:00:23.999027,0.0015657288982093365,17,90,166,36,0.4044717261607418,1.1610681286358362
147,2.1295667032025896,PRUNED,0:00:00.668552,0.002051193357010653,28,67,166,36,0.8470741054964424,1.8667723587217642
148,0.004525822352843181,COMPLETE,0:01:08.450820,0.0009867073892757584,5,103,137,30,0.40878989240631614,1.1685672159772873
149,0.004236663459950344,COMPLETE,0:01:25.346362,0.0010206864428658569,4,103,157,27,0.41682803661170054,1.1642513378688224
150,2.355139148530185,PRUNED,0:00:00.589573,0.0003227445438132524,21,91,151,26,0.5139623297777058,0.9712629136756632
151,0.004728823971089979,COMPLETE,0:01:04.145024,0.000646869358975873,5,104,159,41,0.37142100314364257,1.0318721123177468
152,0.005135435503419352,COMPLETE,0:01:08.741579,0.0006359238111298056,5,90,161,28,0.3768622186635799,1.0246597553728902
153,2.509171276092529,PRUNED,0:00:00.168351,0.0016094787844342616,241,176,138,62,0.39570028469490504,1.030501628326009
154,0.0047386434057073235,COMPLETE,0:01:20.866575,0.0023981115094909118,4,167,128,47,0.466597897393151,1.167008050089506
155,0.31488880545880904,PRUNED,0:00:58.567635,0.0010328925962418552,5,63,129,41,0.6454734706769203,1.0321882195580339
156,1.9884335933788586,PRUNED,0:00:02.810689,0.0010319100310714588,4,157,162,40,1.634335171823761,1.014905931834239
157,0.30747164744637434,PRUNED,0:01:15.819800,0.0010814188763776755,4,60,128,41,0.6471392364894188,1.0100219520804088
158,3.48581486088889,PRUNED,0:00:00.267755,0.0020428407690832855,71,84,56,44,1.4072642226247014,0.9255841313719637
159,2.087781142646616,PRUNED,0:00:00.476518,0.0006767546363552438,27,63,126,28,0.4561900370895139,1.1990000775933456
160,0.005007915675869369,COMPLETE,0:01:19.789396,0.0021969317510611877,4,72,118,49,0.5718200834243073,1.0411657632977778
161,0.004891484679429228,COMPLETE,0:01:21.825686,0.0009203017963645431,4,142,173,48,0.35904729254881224,0.8020693170964479
162,0.004106021849209558,COMPLETE,0:01:23.382867,0.002465021954194063,4,141,152,48,0.36072598645127985,1.0467958220536282
163,1.765417624756975,PRUNED,0:00:00.951041,0.000367590662533046,14,164,161,48,0.2907595272520082,1.1093501561508001
164,0.0046170126267278426,COMPLETE,0:01:06.835019,0.0008097302638377105,5,174,153,48,0.15011742009338785,1.1738589187616102
165,0.3526129870201057,PRUNED,0:00:13.297342,0.00959680332102831,14,107,156,44,0.3541836859414504,0.7947773332345095
166,0.0052142550957159925,COMPLETE,0:00:17.611617,0.002574383963697643,24,108,153,145,0.35466310349586794,1.0628150254005309
167,0.004920713321381792,COMPLETE,0:00:17.320304,0.0028202036100287856,24,152,151,142,0.14698504462941467,1.1794464394733322
168,0.344516628876675,PRUNED,0:00:08.676914,0.002668023329665142,23,174,150,48,0.461456523841,1.16298508881002
169,0.3257628499652988,PRUNED,0:00:11.863561,0.002592638054462693,23,171,151,142,0.3163500258852312,1.183950683443669
170,0.30623491934334585,PRUNED,0:00:15.712946,0.0024800108347707937,23,179,170,159,0.30996897527548684,1.1040693164000872
171,0.8441403877397298,PRUNED,0:00:02.183626,0.003053779804179188,12,171,174,148,0.42304167033201723,1.1854332120226208
172,0.004476520629458883,COMPLETE,0:00:20.340624,0.0013650823828928,19,30,138,141,0.30855643832240714,1.0923588573622205
173,2.26186785697937,PRUNED,0:00:00.239303,0.0013107303318961288,100,142,134,20,0.3271965958549501,1.101178606159903
174,0.0057901240520367185,COMPLETE,0:00:21.719810,0.0035074332617702625,18,179,144,89,0.2374981913164354,1.26448727240025
175,1.8833104430092098,PRUNED,0:00:00.760478,0.0008149704271450529,17,179,146,53,0.47465082061070507,1.248521053656847
176,0.004726737428960497,COMPLETE,0:00:22.423215,0.0018052531238196936,16,29,145,54,0.40491075099308244,1.1012912638704395
177,0.004652284807773764,COMPLETE,0:00:38.915635,0.0017068853043283284,9,112,170,34,0.3893195704099849,1.1237152612755767
178,0.005616642419791206,COMPLETE,0:00:33.741424,0.000739204724925946,10,100,141,34,0.42443792032905203,1.1321955978145342
179,0.0043656210448233135,COMPLETE,0:00:33.440445,0.0017965177776441115,10,27,138,34,0.20495150731291778,1.1404254654865829
180,0.0045818101504878465,COMPLETE,0:00:36.506789,0.0017028844823016836,9,24,134,33,0.37807018705496126,1.1308731591302987
181,1.6183272298839357,PRUNED,0:00:00.474616,0.0017734823542993226,33,25,137,55,0.2813079220330774,1.1415470854969834
182,0.00481736147198045,COMPLETE,0:00:36.541639,0.001343996879842891,9,40,136,47,0.37930421867879677,1.0837002538593397
183,0.004973283526142926,COMPLETE,0:00:37.367405,0.0012848020083279124,9,38,141,59,0.17569477760450458,1.0728043232982505
184,0.004815990824529125,COMPLETE,0:00:39.421871,0.001279451597989617,9,170,141,46,0.20885220677382788,1.0860144610067919
185,0.0052092262649604875,COMPLETE,0:00:35.100557,0.0013817288179254722,10,112,141,58,0.22800174576577675,1.0981448218697532
186,0.005270284529391219,COMPLETE,0:00:29.024193,0.001317249737475366,13,169,179,44,0.2642155210194709,1.0935736702587902
187,0.0055484675867967966,COMPLETE,0:00:27.810879,0.0014708181633502862,13,112,148,59,0.22300862391512344,1.073686820397704
188,0.004680707249423997,COMPLETE,0:00:28.027326,0.0013356310978398902,13,113,156,51,0.22908649015757715,1.2070144225015238
189,0.004404950786665044,COMPLETE,0:00:44.585839,0.0019525485045168677,8,30,142,46,0.1878423069263763,1.0791646821658205
190,0.004610300818136211,COMPLETE,0:00:27.957972,0.001939781170959972,13,24,156,51,0.16304697429816276,1.2187490537376917
191,0.0045864513069567075,COMPLETE,0:00:35.011025,0.0017357941820389008,11,112,158,52,0.1920208295902263,1.1982952148773507
192,0.00468335948715979,COMPLETE,0:00:28.671529,0.0018842989345992816,13,30,146,51,0.23014526839189803,1.2141232816986465
193,0.004284955826354341,COMPLETE,0:00:39.492300,0.002109715163860545,9,23,156,51,0.21039757504687995,1.2313832596182377
194,0.004605840824638611,COMPLETE,0:00:25.254713,0.0021022817303666622,15,35,158,50,0.20611040389778837,1.2119551273248892
195,0.004917943791385171,COMPLETE,0:00:24.277688,0.001959977551740783,16,31,157,52,0.1108703446038296,1.219221730710866
196,0.00487983238977761,COMPLETE,0:00:25.968401,0.0018181365424134455,15,28,145,52,0.15675438471070224,1.2333297470385676
197,0.005030886451175334,COMPLETE,0:00:24.745594,0.0017058495084841376,16,30,155,50,0.1543746914094457,1.217741186833495
198,0.005932240717479779,COMPLETE,0:00:25.875624,0.0018417870267817748,15,31,155,52,0.19789564988963454,1.2431895664803574
199,0.005210566324177767,COMPLETE,0:00:24.001539,0.0018087558606819409,16,35,158,50,0.1470518361152734,1.2086501418188094
200,0.004269866958813053,COMPLETE,0:00:27.408196,0.0017068872205422791,14,31,153,52,0.15880668762039707,1.2218899246158312
201,0.004280119328897081,COMPLETE,0:00:28.319886,0.001838375278666613,13,23,156,51,0.16145332506087579,1.2379929366181455
202,1.3971365154513464,PRUNED,0:00:02.168300,0.06207934180603476,12,24,155,65,0.1927416811531393,1.194774730728322
203,0.004485236405504767,COMPLETE,0:00:31.540055,0.0017501838508369321,11,23,155,50,0.1776601507070395,1.2034977424566726
204,0.0050587556226951115,COMPLETE,0:00:37.941254,0.0016033145773707656,9,35,154,50,0.14479985888885544,1.2465761827436919
205,0.00502115675545511,COMPLETE,0:00:42.028799,0.002123827324080914,8,24,165,45,0.1865276840751359,1.253324406017508
206,0.004480491888943259,COMPLETE,0:00:34.796102,0.0019459701805459788,10,35,165,50,0.18666480522355977,1.2697198360356619
207,0.004791829009521001,COMPLETE,0:00:36.645948,0.0010367293931111809,9,24,164,52,0.18284733875287235,1.3088310171033262
208,0.004704552636337829,COMPLETE,0:00:36.987068,0.0010704487608914142,9,24,149,57,0.2566568543271689,1.3072018809308694
209,0.004756467950435219,COMPLETE,0:00:34.461399,0.0010899580115371747,10,35,149,57,0.24625190596054403,1.277467096825462
210,0.004890224199335274,COMPLETE,0:00:36.715816,0.0011354838242338134,9,21,165,56,0.10342092855656619,1.298449793761979
211,2.0047936980058307,PRUNED,0:00:01.323019,6.496989231467653e-05,8,23,159,56,0.1318091943787506,1.3057425349909992
212,0.005189365412281177,COMPLETE,0:00:35.127757,0.0021921860951059358,9,23,164,44,0.16849566388958573,1.285074874369544
213,0.004748173558408287,COMPLETE,0:00:18.517744,0.0010911798216795253,20,25,164,62,0.1000566430548728,1.2734281843383788
214,0.0050902978514366535,COMPLETE,0:00:18.210879,0.0022173478578958296,21,25,165,55,0.1847418736155326,1.3024575553369395
215,2.2632634242375693,PRUNED,0:00:00.604561,1.1873708876683933e-05,20,22,162,56,0.11093835798440557,1.2925259481250624
216,1.5751546711887994,PRUNED,0:00:00.582976,0.001004982799089232,21,26,150,61,0.262681725364568,1.1624308662829383
217,1.4632205420579665,PRUNED,0:00:00.677392,0.001079179158990447,19,22,165,179,0.18064891825478918,1.3713369883799336
218,0.004726548991042427,COMPLETE,0:00:40.108222,0.0021784266650532423,8,33,159,46,0.18398550166882968,1.270053837481376
219,0.005512374523536628,COMPLETE,0:01:16.379180,0.0022207811727296615,4,28,160,47,0.2651211782562712,1.1548751124985954
220,0.005947861960853876,COMPLETE,0:01:16.678186,0.002224085666820365,4,20,153,44,0.1628938941970394,1.1535253244869403
221,0.004059842353882819,COMPLETE,0:01:17.139703,0.0021592018489578215,4,28,159,46,0.1678852328401515,1.1523167681494833
222,0.004774599082946239,COMPLETE,0:01:19.160305,0.002301487718945765,4,27,159,45,0.16036532238907433,1.1629883128685614
223,0.004832399320079886,COMPLETE,0:01:22.361890,0.0016566469835302834,4,130,154,45,0.1482748497898024,1.1784211931494302
224,0.004930808824476084,COMPLETE,0:01:17.378002,0.001544139214937242,4,29,160,43,0.14697225033150274,1.1562392171167328
225,0.0051663995562405965,COMPLETE,0:00:55.244647,0.001565322459348132,6,132,160,46,0.28586819226432,1.1596140833873418
226,0.004748236843873909,COMPLETE,0:01:19.890947,0.00160303301423609,4,28,152,47,0.2967779394844112,1.154311925093638
227,0.004798933521621021,COMPLETE,0:01:21.048267,0.0016070068971522132,4,122,155,43,0.21497298986287644,1.1851408894876725
228,0.005118521841980375,COMPLETE,0:00:25.843367,0.0014371474420046264,14,20,153,49,0.20100510894219173,1.1916825533598514
229,0.005057241227527478,COMPLETE,0:00:30.858620,0.0015797876130089462,12,110,153,50,0.21778801681504378,1.2151023259561795
230,1.2419206932789149,PRUNED,0:00:01.052246,0.0015759685430811097,15,28,153,42,0.2127103647508226,1.1732690701321562
231,0.00490508958932022,COMPLETE,0:00:26.886055,0.0029535146224958643,13,31,132,49,0.21738640783469426,1.1847775532360973
232,0.004936640448507586,COMPLETE,0:00:27.635108,0.0015385524212837135,13,34,153,49,0.20955976184535852,1.193075883460677
233,0.004754779795924016,COMPLETE,0:00:27.059474,0.003189883356439902,13,33,133,49,0.21145879124827557,1.197744864943191
234,0.004715432840389894,COMPLETE,0:00:27.113727,0.0029243926042789407,13,32,157,50,0.2192636985492042,1.2033909161974992
235,0.004607505886594135,COMPLETE,0:00:27.128984,0.003154275998579892,13,122,136,39,0.22243669635947694,1.2043872997021345
236,0.0050696274813346286,COMPLETE,0:00:26.194868,0.002893757756891453,13,33,169,40,0.3196946983599285,1.2284246327728798
237,1.8062153818472377,PRUNED,0:00:00.686399,0.0008300570171201187,28,34,168,39,0.29299989961365447,1.1233757835241267
238,1.4766872211908684,PRUNED,0:00:01.128967,0.0012963197021814879,19,120,21,52,0.29989901433031857,1.2189068761032797
239,1.421909360632752,PRUNED,0:00:01.069659,0.00134214909137649,18,122,157,54,0.2352598703446066,1.2325245631846398
240,0.0048162737922141105,COMPLETE,0:00:29.466958,0.0020461465311840767,12,124,157,54,0.23334643226329693,1.2415290659118843
241,0.3121865270715771,PRUNED,0:00:09.795686,0.0018635409176054813,18,124,155,53,0.246359652001754,1.2395277265515097
242,0.005192587964090321,COMPLETE,0:00:30.809224,0.001942852805915843,11,115,157,40,0.2621473328616185,1.1308247583727196
243,0.004500763950576117,COMPLETE,0:00:28.342015,0.001999231860218369,12,114,137,53,0.13305366646725203,1.2415070364594734
244,0.0049813515122012686,COMPLETE,0:00:30.879606,0.0019243437425182008,11,115,138,53,0.13359191515340346,1.1354731433927765
245,0.004604414771763587,COMPLETE,0:00:32.651589,0.0008283299596482789,10,106,138,39,0.14968311420100508,1.1242992699096974
246,0.004905965210903885,COMPLETE,0:00:32.720971,0.0025802553378001763,10,115,143,38,0.1303971410419123,1.1290649784592066
247,0.004824570119570228,COMPLETE,0:00:36.787925,0.002037180091874949,9,174,136,38,0.1283193075934241,1.120019057933158
248,0.005361889600322179,COMPLETE,0:00:37.587843,0.000853889773128101,9,116,148,39,0.1386624219647498,1.1275151413825553
249,0.004477292163707737,COMPLETE,0:00:37.209864,0.0008589513518853949,9,160,139,35,0.14356259491203602,1.2608973229950213
250,0.005247625474908275,COMPLETE,0:00:40.836668,0.0024664126417817457,8,106,139,37,0.1306082126477061,1.255455810967044
251,0.004511408548741915,COMPLETE,0:00:36.405141,0.002687134574227973,9,127,136,38,0.1245245675070452,1.261671130586329
252,0.004780788355026201,COMPLETE,0:00:40.382669,0.002593794823843968,8,107,138,37,0.12409339301819415,1.1247441013641784
