trial_number,value,state,duration,lr,batch_size,layer1_size,layer2_size,layer3_size,w_dx,w_dz
253,1.4600521750522382,PRUNED,0:00:00.654368,0.0008463842413030512,18,107,136,37,0.1316026084173171,1.2672916063206876
254,0.004837174558501064,COMPLETE,0:00:40.281892,0.002446950069383102,8,108,139,33,0.1578995798771055,1.1345274442977435
255,1.5762495817649491,PRUNED,0:00:00.583124,0.0008167437350177029,21,109,138,32,0.17916197312210408,1.2398806916631544
256,0.005261221207590272,COMPLETE,0:00:40.539033,0.002485156595354963,8,104,131,34,0.15575999227905668,1.1330606663340095
257,1.2552521208755107,PRUNED,0:00:00.543264,0.0026094387554496073,25,101,139,42,0.17015269814343098,1.3404541093814997
258,0.004723119261530467,COMPLETE,0:00:40.051196,0.0012603343538794341,8,106,130,47,0.10172403445587921,1.262882587688156
259,0.6295091987559289,PRUNED,0:00:01.307492,0.02409944267022568,18,105,134,34,0.10071028738888818,1.259509034694176
260,1.5423443322536938,PRUNED,0:00:00.730958,0.0006464259060225438,17,154,134,35,0.1730353920999177,1.2600151866604379
261,1.5323006464622082,PRUNED,0:00:00.749851,0.000647227208046466,17,162,136,47,0.1724551914032987,1.2558197529366644
262,0.004704007343986529,COMPLETE,0:00:44.819598,0.001215211344043156,7,38,144,29,0.17532727771669643,1.1895516743679493
263,0.004627310293228244,COMPLETE,0:00:39.978953,0.0012703561677944318,8,26,143,27,0.15905073126968414,1.2057154075885244
264,0.004668119866190212,COMPLETE,0:00:16.342142,0.003618065909984809,24,159,139,27,0.10486144850790935,1.2030135144131693
265,1.5070544814362246,PRUNED,0:00:00.558668,0.0011929512960555978,25,126,143,27,0.18111722140872621,1.3541173932549677
266,0.005114133323432531,COMPLETE,0:00:24.556241,0.002939091762480041,15,159,142,29,0.10315962187212255,1.1959718595409723
267,1.9423971482225366,PRUNED,0:00:00.255006,0.001202229951469665,81,127,132,29,0.16592869832553683,1.1938154479989107
268,0.004662611201667366,COMPLETE,0:00:22.200572,0.003165669765651241,15,26,142,42,0.19687156494885125,1.5865145780750889
269,0.0051272950550491385,COMPLETE,0:00:25.197198,0.0031539734921533957,14,139,142,41,0.1041786053709709,1.2140375169193167
270,0.004690544988886095,COMPLETE,0:00:22.944954,0.003567233378065106,16,141,130,42,0.19715660780609898,1.2237728249197408
271,0.5633734842818795,PRUNED,0:00:01.482765,0.001961149703545429,15,26,143,42,0.20272989903292155,1.2286825505860102
272,1.418962814290114,PRUNED,0:00:00.779443,0.03551348003412179,15,27,129,46,0.19245318128557215,1.3156210092909184
273,0.004667829443594037,COMPLETE,0:01:14.130311,0.003597311277541249,4,26,147,51,0.2572598633582906,1.182532280041474
274,1.5844983763164944,PRUNED,0:00:00.557717,0.0012444246695919663,22,38,147,49,0.2599746639838761,1.1718869991327048
275,0.0052255763963626,COMPLETE,0:00:28.887083,0.0033759440871598827,12,139,135,54,0.1963402617910929,1.2813923263530735
276,0.0052793036343325005,COMPLETE,0:01:14.153670,0.003904364674794172,4,23,135,53,0.19964295584485883,1.2203048149205051
277,0.4768406888331801,PRUNED,0:00:07.950669,0.0037858642442075894,4,140,161,74,0.14628272990090693,1.2201642673751196
278,1.2598821520805359,PRUNED,0:00:00.594987,0.0018586330992892944,22,120,148,57,0.15935579630355087,1.2877831648366245
279,0.005306008476904097,COMPLETE,0:01:20.494196,0.0017706184159509211,4,119,162,54,0.19712833686740133,1.294420344401943
280,2.17518218518909,PRUNED,0:00:00.640682,0.0018825166600188127,20,120,135,53,0.9832921666673694,1.1660269179484153
281,1.7411680839624,PRUNED,0:00:02.522719,0.000906198616656852,4,20,136,53,1.253445198199034,1.0623207055042188
282,1.4524943770064034,PRUNED,0:00:00.966651,0.0009259451223832122,12,148,162,51,0.3381294407989379,1.0572751246636172
283,1.7026298209181372,PRUNED,0:00:00.457416,0.0009304387080475502,28,22,150,51,0.24081607707469227,1.0590245936330138
284,1.5032097233666315,PRUNED,0:00:00.463130,0.0021427120756038424,30,135,149,45,0.23842218040125346,1.326729687894044
285,1.3219785473024153,PRUNED,0:00:02.433751,0.0022165603620294605,4,29,146,45,1.175672586414291,1.3234702076065206
286,0.0049164694969120685,COMPLETE,0:00:26.344144,0.0015165117090299024,12,31,126,61,0.2034253718149547,1.1675186278552578
287,0.004813605441395272,COMPLETE,0:00:26.855102,0.0016306358232633233,12,29,125,60,0.18623756812964648,1.1675692370854616
288,0.004400090735813834,COMPLETE,0:00:28.796136,0.0014874959502984132,12,131,159,60,0.2026494529170466,1.170962311989202
289,0.3479274825045937,PRUNED,0:00:05.159717,0.0018101830521313428,12,31,126,60,0.2721071203267023,1.268910179679826
290,1.3159416134540851,PRUNED,0:00:00.635287,0.001654893496371605,19,25,159,55,0.20859302685606237,1.1663181220021248
291,0.004609299126833216,COMPLETE,0:00:27.180946,0.001509414115299451,12,30,134,49,0.1918919187434612,1.2406016899056618
292,1.3963212625719212,PRUNED,0:00:00.563647,0.0016172035776305764,21,30,151,47,0.2453977923956615,1.0942763782052058
293,0.004941438879054622,COMPLETE,0:00:31.263564,0.001487780638531532,11,130,162,39,0.13851614556386904,1.1661144785645359
294,0.004457476885947444,COMPLETE,0:01:17.361355,0.002183860619628893,4,131,157,39,0.1464194182709518,1.2427739637411364
295,0.004807560880799061,COMPLETE,0:01:16.717618,0.002314181063521253,4,131,157,38,0.12939919812883982,1.2425061177598329
296,1.3136178280367996,PRUNED,0:00:00.681900,0.0021795511187621764,18,118,162,66,0.33743779908118926,1.2445550090739432
297,1.4109103273051653,PRUNED,0:00:00.569377,0.002521159816529285,23,130,159,58,0.2639302434585681,1.2392110687806646
298,1.2275117542648042,PRUNED,0:00:00.777516,0.0013197679488747272,17,126,105,31,0.13714251244913475,1.099631879194387
299,0.326490099811771,PRUNED,0:00:09.917920,0.0020540996479428016,9,134,157,38,0.294277521885036,1.396189908381037
300,2.3080014494749217,PRUNED,0:00:00.203926,0.001102610357313867,115,34,134,38,0.3049000343761209,1.4189207282257406
301,2.4784586429595947,PRUNED,0:00:00.178822,0.0014971301942522657,211,133,140,64,0.36959655133630775,1.3040807470272693
302,1.1529977924454737,PRUNED,0:00:01.300662,0.0010856966451007787,9,128,138,23,0.23669656297773584,1.265356095575516
303,1.3105387888979494,PRUNED,0:00:00.548253,0.002457910473520723,26,97,133,44,0.2249938791334293,1.1437827715815023
304,0.00458082710343747,COMPLETE,0:01:16.805408,0.0014014347398107877,4,101,132,49,0.28299497358516995,1.3659464802264574
305,1.5745440181369885,PRUNED,0:00:02.518578,0.0863082810881317,4,112,131,48,0.13950016915637575,1.1982122629137308
306,1.32744099963934,PRUNED,0:00:00.621024,0.0015317330013067466,19,101,98,34,0.19881772192317834,1.2297971560945156
307,1.4230968181817036,PRUNED,0:00:00.852040,0.0012239988623325188,14,145,135,50,0.2739232062570368,1.3562840710421389
308,1.7702525220018752,PRUNED,0:00:00.197775,0.004454887410283905,128,38,140,41,0.2267730467602645,1.0945434140802253
309,0.5430758193203097,PRUNED,0:00:02.262678,0.0018094710744915052,9,36,136,56,0.39470262207784995,1.289315145292796
310,1.8098125107053482,PRUNED,0:00:02.435446,0.0026501342526876388,4,43,137,56,1.769168137669638,1.2870743400715812
311,0.004671473144392271,COMPLETE,0:00:21.481865,0.0027090056442700123,17,125,146,44,0.17450608908118945,1.2464702225209043
312,0.005237137187221091,COMPLETE,0:00:20.528211,0.0022367662146995392,18,124,145,44,0.18101227836098116,1.194592659000418
313,1.4033289753263523,PRUNED,0:00:00.676457,0.0009853078171054013,17,22,155,44,0.1815352210272453,1.2380943026163531
314,1.4954010756440865,PRUNED,0:00:00.570051,0.0021032322268886607,23,125,140,48,0.33545152676653434,1.1365169871904788
315,2.011228432632842,PRUNED,0:00:00.839230,0.00011231993708376301,14,103,131,36,0.15439068459882882,1.1997108654984232
316,2.3939075270987065,PRUNED,0:00:01.152431,2.210226071576166e-06,9,28,102,31,0.19914379820527567,1.1134028376261453
317,1.6414987165958455,PRUNED,0:00:00.643976,0.0013120269552468018,19,23,166,80,0.4104707021568556,1.003152001359817
318,1.2156948307698423,PRUNED,0:00:00.503702,0.0028880298631940404,27,122,159,54,0.13368591361594215,1.252497004572005
319,3.673486928506331,PRUNED,0:00:00.495827,0.0004739750832076229,27,122,160,44,1.4776162035633966,1.2546645613855762
320,0.3843787191548811,PRUNED,0:00:03.586748,0.002285150084887923,12,111,152,44,0.360568421795922,1.1523947278992916
321,0.004814130323624057,COMPLETE,0:00:24.667879,0.001782660399112874,14,33,145,127,0.17530195613522273,1.1491237487705197
322,0.5378654450605114,PRUNED,0:00:01.300434,0.0018132155600205243,17,32,146,48,0.23534808827901504,1.1884330945749553
323,0.557610137961884,PRUNED,0:00:02.525270,0.000763177293228305,9,28,156,104,0.16903933791518314,1.040571454362311
324,1.2928223483490222,PRUNED,0:00:00.797187,0.001402638024183024,15,98,167,34,0.28006706511340224,1.1055875919154614
325,1.654025881157981,PRUNED,0:00:00.444573,0.0014127169145391578,33,35,163,117,0.2814136032453526,1.1018497073505051
326,1.668416282823009,PRUNED,0:00:00.452800,0.001457972961023907,32,56,132,117,0.2740247151245745,1.1014938357711355
327,0.2969079311705323,PRUNED,0:00:15.234475,0.0010784676599916848,9,152,138,32,0.1284801821855708,1.326336252042137
328,0.0050780499598900965,COMPLETE,0:00:35.341071,0.0010980360778958388,9,20,132,69,0.12202537476456089,1.3144548781070726
329,0.005078372081216039,COMPLETE,0:00:40.844022,0.0010482411654911558,8,117,138,40,0.12424184762408555,1.1426173252172849
330,0.5730282777810133,PRUNED,0:00:02.425809,0.0010615784473446902,9,31,139,132,0.10370151928724,1.215681409908411
331,1.8764681162657562,PRUNED,0:00:00.598786,0.00022894799881882337,22,109,153,50,0.12954861911893512,1.1513690511836907
332,1.2489726239370431,PRUNED,0:00:00.961069,0.0010741516536423123,12,151,150,39,0.2368445190933285,1.3253930746396478
333,0.004660413517035284,COMPLETE,0:00:39.324938,0.0018571481209299742,8,20,141,32,0.15152443383290304,1.1436748241400185
334,1.287437935482781,PRUNED,0:00:00.800176,0.0019001289987303335,14,25,142,58,0.4246733986243135,1.0708301930404103
335,1.6404492901407788,PRUNED,0:00:00.614620,0.0007319989250945534,21,116,128,126,0.2252495454274061,1.1405649565385516
336,1.2345834421816648,PRUNED,0:00:00.585364,0.0029539941463264056,21,116,128,24,0.3219601181506425,1.1955919063698939
337,2.287676594875477,PRUNED,0:00:00.166445,0.0027814060885118135,224,128,107,41,0.30798041910994056,1.216410167104224
338,0.4033427253345407,PRUNED,0:00:03.959328,0.0020594291366210944,8,102,159,24,0.3642053040052271,1.2786349929526408
339,2.697185149720484,PRUNED,0:00:01.335259,6.2966122929956314e-06,8,103,158,48,0.3714570815181805,1.278236066332708
340,0.004879156188539088,COMPLETE,0:00:35.009081,0.0021612902608593933,9,41,134,51,0.14913749038803908,1.245754356366009
341,0.004893248062619893,COMPLETE,0:01:17.490076,0.00137134730737597,4,21,133,174,0.15229326244973795,1.1776017443599296
342,0.2717735457175013,PRUNED,0:00:42.701776,0.004709510407172861,4,134,154,37,0.13549947374706428,1.1689089384513789
343,0.006250129757798893,COMPLETE,0:01:16.364872,0.005473268185088664,4,136,154,36,0.15180146460250787,1.1820338026163815
344,0.27839964289876773,PRUNED,0:00:45.859153,0.005018072932783191,4,135,150,99,0.14934103667011328,1.175892043499924
345,0.005098183633723559,COMPLETE,0:01:16.442052,0.002324629167020086,4,137,94,34,0.15455030659652494,1.1737958861473434
346,0.004988214918542245,COMPLETE,0:01:16.437559,0.0008659391064385976,4,99,154,52,0.15544366353416106,1.494205627722509
347,0.40357386395599093,PRUNED,0:00:04.824701,0.0013043887788099287,7,135,153,51,0.3273564947964786,1.4343011916169415
348,1.5624538218444175,PRUNED,0:00:02.577130,0.04812471177788217,4,98,152,47,0.3262322738125258,0.9914439861151126
349,1.225862321829555,PRUNED,0:00:00.831561,0.001599458488041887,15,98,87,175,0.23825339168497625,1.3764253426180928
350,1.1657462447640383,PRUNED,0:00:02.888141,0.0007421156243673651,4,144,173,62,0.40841795952148807,1.4342311345113294
351,0.004665801861090372,COMPLETE,0:01:14.124510,0.0014043607741320604,4,95,95,57,0.16624795563039152,1.0535122945510078
352,1.364025946917399,PRUNED,0:00:00.875985,0.0009104231529758605,14,106,94,98,0.20397948895945708,1.0525692264128534
353,1.1389893434750729,PRUNED,0:00:02.792295,0.0005313651451732042,4,132,155,168,0.16551407687681022,1.3677373937641477
354,1.2425083480098031,PRUNED,0:00:00.721965,0.0014202536489638163,18,136,162,35,0.10221654554718385,1.7420184032634258
355,0.38882366450209366,PRUNED,0:00:02.859386,0.001635290674326319,12,111,150,55,0.25217504319372863,1.5074037760040957
356,0.2608058289417371,PRUNED,0:00:52.383618,0.0024576056403208934,4,94,156,110,0.1676567994164635,1.1738497192709993
357,1.8237658650205846,PRUNED,0:00:00.477603,0.0012938346649671397,26,26,164,29,0.4450931458113011,1.4696895304795246
358,0.34889697183964224,PRUNED,0:00:04.488618,0.002322139346384093,12,94,158,46,0.2128204192384506,1.077049601260886
359,1.349653308256776,PRUNED,0:00:00.611379,0.0018476231508541346,21,105,160,42,0.16395726281662795,0.9473862293291269
360,1.512100047339005,PRUNED,0:00:00.765144,0.0008979555311021729,16,102,156,58,0.28059303111283107,1.1840167737293452
361,1.543685422893965,PRUNED,0:00:00.801273,0.0008636498786233001,14,28,156,52,0.2677046296440668,1.3452949105459637
362,0.28231948352784775,PRUNED,0:00:14.968038,0.0012106472615451209,10,109,167,53,0.20184427478895156,1.3426320804846807
363,2.0517010354995726,PRUNED,0:00:00.163515,0.001237775116519621,245,22,168,47,0.10032397604556215,1.1137291593769356
364,1.6837015579576078,PRUNED,0:00:00.282917,0.0025396056913480603,65,128,163,54,0.20571645189495777,1.2700084893461678
365,1.160617246997698,PRUNED,0:00:01.057228,0.0017200766953399298,10,26,143,35,0.37510468791271273,1.0314227953404411
366,1.2631577670574188,PRUNED,0:00:00.584124,0.0021523001778073424,22,108,160,41,0.18093546965789825,1.6837559672182116
367,2.3020052057839306,PRUNED,0:00:01.181681,4.3322744475294756e-05,9,100,112,45,0.24335123062226277,1.2081111569372596
368,1.3194641409425818,PRUNED,0:00:00.663531,0.0014449699152606704,17,35,34,50,0.21278934583487435,1.3008722480089296
369,0.004252534306415568,COMPLETE,0:00:34.507610,0.003117759251715475,9,29,149,31,0.16799834562492602,1.2250728190060238
370,1.8511659449491746,PRUNED,0:00:02.538936,0.0001466046601365061,4,113,148,63,0.4033247363451277,1.2246464386797855
371,0.3719704928768783,PRUNED,0:00:01.780340,0.01082191942473343,25,30,26,27,0.3030799795474732,1.2276179564977638
372,1.6080025329924466,PRUNED,0:00:00.858028,0.0029924932025279026,13,24,100,111,1.0866687325748652,1.112390153921967
373,1.334227116541429,PRUNED,0:00:00.631919,0.0018147268744378201,18,30,155,31,0.3053740864251131,1.0768198534175462
374,1.8300490379333496,PRUNED,0:00:00.256718,0.001867970018536584,86,51,154,161,0.17122462100353691,1.0772244166820313
375,0.0048739053317423476,COMPLETE,0:00:37.130567,0.0024177216427215954,9,156,141,58,0.17930397745204715,0.8885764502912278
376,0.4037165279432654,PRUNED,0:00:03.142677,0.002310018726685129,10,37,121,58,0.34975028257698865,0.898581038157068
377,1.668360274808113,PRUNED,0:00:00.672980,0.0006135493602748514,17,27,139,47,0.2483152294450855,1.2653722514253685
378,0.004503368680127262,COMPLETE,0:00:40.961871,0.0033132562090319624,8,101,162,41,0.17407224645289293,1.1547856836277792
379,1.6939646449888714,PRUNED,0:00:00.388647,0.0010173882729301502,37,95,161,43,0.18837278227479068,1.1284934921111551
380,0.004749419683903771,COMPLETE,0:00:36.543880,0.002639617638722726,9,128,151,50,0.23023821096322733,1.1572153605834654
381,0.2908328579746277,PRUNED,0:00:11.281113,0.003497099279578964,12,24,158,50,0.22751313938140433,1.2848844607180534
382,2.4841752680336557,PRUNED,0:00:00.507178,1.237138436271425e-06,29,129,164,50,0.22660248497233149,1.2902463494860272
383,0.2570581988012984,PRUNED,0:00:17.517225,0.0033367047821557467,12,24,142,46,0.10260282216765262,1.2206239427294743
384,0.5148552037504038,PRUNED,0:00:01.742301,0.0036409291898766532,12,24,137,41,0.25440077243435183,1.2478294476952134
385,0.42476305136893694,PRUNED,0:00:03.025505,0.0037509648285892812,10,24,148,30,0.41328396259402245,1.2654202929616183
386,0.4397605294884608,PRUNED,0:00:03.356208,0.006890584483329561,9,28,145,29,0.45498684560708397,1.223444119052962
387,0.004685404332618786,COMPLETE,0:00:31.841879,0.0015340108878094047,10,27,144,24,0.11058719442272504,1.1410285555911805
388,0.6693475213315752,PRUNED,0:00:01.112022,0.020908952963894445,22,105,140,21,0.12606242110185287,1.0254706097525408
389,0.38873741803866513,PRUNED,0:00:02.261421,0.003142514747846955,14,32,143,25,0.3490270502246585,1.135301999397193
390,0.004470773878009845,COMPLETE,0:00:35.761907,0.0014001585075918623,9,20,150,32,0.1039711191240354,1.306426556220628
391,0.00482246038639498,COMPLETE,0:00:20.931479,0.0016177506741432927,18,113,148,33,0.10548004017003766,1.210147828183174
392,1.454754348595937,PRUNED,0:00:00.169942,0.0661907163272228,200,27,150,32,0.11124446659450418,1.2161208883856063
393,1.316590612133344,PRUNED,0:00:00.610930,0.0353373296125604,19,20,141,37,0.10166517824032444,1.322046727475024
394,0.004758274117313352,COMPLETE,0:00:41.829173,0.0016709770438400801,8,165,151,35,0.2029825753966599,1.1461930038739778
395,0.004960857154649913,COMPLETE,0:00:38.133100,0.0016783867290169712,9,110,146,34,0.18741760277920258,0.8382272887804154
396,1.9656221944777692,PRUNED,0:00:00.276329,0.0016772263115906994,98,103,151,33,0.20026928178938488,1.1527303804249456
397,1.493281645043873,PRUNED,0:00:00.839418,0.0011337231704898487,17,110,147,38,0.29955416172381827,1.108427966383007
398,0.41804076037023424,PRUNED,0:00:03.754447,0.001610386114499358,9,113,104,41,0.39114842109443476,1.190164700172697
399,1.7429808479571631,PRUNED,0:00:00.619657,0.00039991614044262254,24,31,137,35,0.13836997651308802,0.9815894376848636
400,0.49840967290797217,PRUNED,0:00:02.748760,0.0012368478014342023,8,163,131,27,0.2636215777725337,1.2517818412627595
401,0.0049145283394728114,COMPLETE,0:00:42.170077,0.00287691809218973,8,127,161,90,0.217276475478557,1.253511297584188
402,0.0045597281704050485,COMPLETE,0:00:22.733157,0.0027833594040190565,16,132,170,43,0.20116013502520214,0.8299565965000765
403,1.1645560623118372,PRUNED,0:00:00.676519,0.004149094533521589,18,100,172,43,0.4344447535089493,1.196055404576631
404,1.1088772374644595,PRUNED,0:00:00.811883,0.0020215933220634765,14,28,162,46,0.19857996400566225,1.3825665619422884
405,1.12650697610595,PRUNED,0:00:00.831992,0.0028408714624041276,20,67,158,44,0.18201342533431858,1.2838522344749457
406,1.2633448849730897,PRUNED,0:00:00.866042,0.001988518108241241,14,131,109,90,0.3587871206878771,0.8513931355118097
407,0.3246019541372797,PRUNED,0:00:10.653104,0.002945285320010534,7,121,161,54,0.27354669853534386,1.8258785568203582
408,0.637704541869009,PRUNED,0:00:02.547171,0.0027589784029769847,8,20,161,30,0.27454688472712696,1.248977968718003
409,0.2771090928205633,PRUNED,0:00:22.349950,0.004282024671432218,7,33,167,54,0.21964308224290816,1.3176366005750548
410,2.024456293203614,PRUNED,0:00:00.495692,0.004234115388712528,27,119,151,56,1.037046069967108,1.3005986040227562
411,0.004062681543683774,COMPLETE,0:01:14.186799,0.0020925190733348557,4,31,165,47,0.22011132293418187,1.1629116647116102
412,1.7401366786293264,PRUNED,0:00:00.848049,0.0019950857067100934,14,31,166,47,0.9088731313705155,1.1744882736377766
413,0.005566636890199113,COMPLETE,0:01:13.755430,0.0023029458356029204,4,23,157,39,0.22118403061242928,1.0952680246818118
414,0.004722585740002799,COMPLETE,0:01:13.282539,0.001169770252855731,4,23,147,27,0.15589850047258358,1.3367981720568627
415,0.004832512008876261,COMPLETE,0:00:17.846710,0.004523294508929561,22,131,170,42,0.14323377634114234,1.3381857116982876
416,0.26313146418995326,PRUNED,0:00:09.504737,0.004513113536591298,22,131,169,40,0.15677426804178857,0.7234346291164843
417,0.27534475269936776,PRUNED,0:00:08.582228,0.005470334064655551,23,131,177,40,0.14597774639017527,1.3567878577804917
418,0.5018480938230724,PRUNED,0:00:01.205894,0.01306192434493014,21,132,170,39,0.13463710047945046,0.761191990039244
419,0.004722779758138842,COMPLETE,0:00:16.372342,0.0031541230628823894,24,128,153,42,0.14503682368139872,0.8387985961926813
420,0.29510522418908997,PRUNED,0:00:08.609054,0.0031633013798791046,16,125,171,43,0.14738164050485186,1.3538283624677498
421,0.2648242074958604,PRUNED,0:00:13.122875,0.0029451214126118906,15,126,153,45,0.13994685373791993,1.341496736799417
422,0.49056861760481346,PRUNED,0:00:01.679078,0.0032137425246601356,14,125,164,43,0.23793424015150075,0.7933968625506745
423,1.3049011594719357,PRUNED,0:00:00.466805,0.002373872821340453,30,126,174,44,0.165174575687505,0.7744748817786752
424,0.3147746414910108,PRUNED,0:00:05.817068,0.003455626749718394,16,140,153,47,0.23483884982405495,1.3076187117782851
425,1.3239499301601934,PRUNED,0:00:00.756750,0.0011733889679677897,16,143,153,47,0.17919274601863894,0.8330200598578649
426,0.004233942162257057,COMPLETE,0:01:15.183507,0.002319578947947828,4,140,148,29,0.13829043216273157,0.2552766057376483
427,0.00585254532177429,COMPLETE,0:01:12.705589,0.0022179109671880814,4,22,90,66,0.13387167224970817,0.87821550967802
428,0.004916124997983495,COMPLETE,0:01:17.958097,0.0021600127800000908,4,137,156,68,0.23444013505905092,1.3275209033217024
429,0.00411165726869318,COMPLETE,0:00:23.862217,0.002303397290981955,14,23,149,67,0.10127044870175916,1.2775874055879188
430,0.005052845471506729,COMPLETE,0:01:16.743184,0.001255227945782783,4,22,148,122,0.18399063680795943,1.2681843908242152
431,1.6360928236720074,PRUNED,0:00:00.266193,0.0018536183111005418,72,20,147,67,0.1086157012321677,1.2744182769269872
432,1.11694294976867,PRUNED,0:00:00.606044,0.0023799735335009557,20,23,148,66,0.10136750479730361,1.2596839500929748
433,1.2886693213044143,PRUNED,0:00:00.481320,0.0021857832645410065,29,23,156,69,0.10072901184120601,0.9300691573659917
434,0.005758830812759383,COMPLETE,0:00:28.633881,0.0023699110839347478,12,147,149,72,0.18288244558991656,1.3008162421532616
435,0.004694604886584945,COMPLETE,0:01:14.115795,0.002065011436159597,4,30,158,63,0.1373204133385391,1.2256776261547184
436,0.005283277406259075,COMPLETE,0:00:27.144340,0.002119978057599681,12,29,145,70,0.17413556147785378,1.232667108100186
437,0.004672715615144676,COMPLETE,0:00:26.808277,0.0021509421734852677,12,27,150,28,0.12782369381892394,1.2163620304519258
438,0.004140154458027807,COMPLETE,0:01:15.072615,0.0014408726822167676,4,28,165,62,0.1350373901485664,1.2272156604527185
439,0.28291285580951675,PRUNED,0:00:31.950462,0.006262360046049172,4,38,165,61,0.12986979898725398,1.2426531158685552
440,1.982911137647407,PRUNED,0:00:00.197373,0.001530699810424204,140,27,166,62,0.1247680890050995,1.2263724439271875
441,1.078211029833145,PRUNED,0:00:00.924975,0.0013910472088940003,12,36,158,60,0.13323343070859153,1.27641569906892
442,0.27524103443471365,PRUNED,0:00:18.356111,0.008407891442410456,8,40,151,29,0.12560608466299844,0.10276624150834815
443,2.999058224260807,PRUNED,0:00:00.178801,0.015711636797414476,187,33,144,25,1.3093645888243177,0.3336702738910125
444,0.5234509171583713,PRUNED,0:00:05.152084,0.006962613317741751,4,40,149,78,0.17748126179403612,0.22139286602263974
445,0.005064229865713739,COMPLETE,0:00:39.325687,0.003789755919442143,8,30,150,83,0.1797637905514648,0.23508290120406203
446,0.0045411122591754935,COMPLETE,0:00:41.302422,0.0019088962951115767,8,150,152,22,0.10382074004178879,0.5292788619716922
447,0.004084037542928013,COMPLETE,0:00:34.472499,0.0036181875516379004,9,26,150,20,0.10205095624286929,1.1859393130308777
448,1.543354673062259,PRUNED,0:00:01.310047,0.002690379892337729,8,31,152,20,1.1475682062284482,0.5282077093900366
449,0.00462759599326129,COMPLETE,0:00:39.280506,0.0017709309160473803,8,29,163,31,0.10407382169940291,1.0726236041558228
450,0.5280186190681139,PRUNED,0:00:02.358174,0.0035903234979857432,9,26,164,30,0.16607687351770994,0.3067029770601677
451,0.3120087242802145,PRUNED,0:00:07.008799,0.0019449427051281482,12,29,145,73,0.20504019940350415,1.1830225889400365
452,0.004875750326365161,COMPLETE,0:00:37.777032,0.0016584541287788899,8,20,159,32,0.10800146321196236,1.100333274047551
453,2.453316448943206,PRUNED,0:00:01.153790,0.001852417017278607,9,26,158,32,1.8696608326101107,1.0947712817282687
454,1.7658419985520213,PRUNED,0:00:00.217057,0.002651654335711241,105,20,154,26,0.1663450111569961,1.052208874163963
455,1.1921355535559899,PRUNED,0:00:00.767373,0.0009818615891234476,16,149,160,31,0.10105947219551126,0.3950517778409288
456,0.3092789868393147,PRUNED,0:00:09.077155,0.0016843568322422464,9,34,143,36,0.19851187257699107,1.1821664658798974
457,1.1586269851970046,PRUNED,0:00:00.859822,0.0016737635614442283,13,34,142,36,0.21436916837900696,1.1957105179885175
458,1.8920494870476003,PRUNED,0:00:00.803613,0.0015733745549836773,14,35,155,36,0.8519932760679888,0.1710298203843449
459,0.004596395726995644,COMPLETE,0:00:26.663691,0.003893643057977575,12,25,146,22,0.10518416017008922,1.1550175835664505
460,0.254380385767211,PRUNED,0:00:14.345416,0.005271672008056231,13,25,154,21,0.10627132340876846,1.1316032773373013
461,0.004931078124556792,COMPLETE,0:00:24.870654,0.005316394829530263,13,26,155,20,0.10166109727234983,1.122307516454803
462,0.005018718224576439,COMPLETE,0:00:34.360829,0.0036784000246413316,9,25,146,23,0.12916840515184277,1.1243892775443478
463,0.27436740814070953,PRUNED,0:00:12.900856,0.0037823553504428816,12,27,146,22,0.1458141202309997,1.1234637516025958
464,0.004366934412656672,COMPLETE,0:00:27.006390,0.0035697792018299455,12,27,146,24,0.15115919067989014,0.2785925876133753
465,0.004570336655405634,COMPLETE,0:01:13.214802,0.0037289218970439123,4,25,146,23,0.15536690112249268,0.6055623608083327
466,0.004246477122512205,COMPLETE,0:01:13.091840,0.003830200013980903,4,25,166,20,0.14973797463728883,1.3008344920287136
467,0.005261453262314,COMPLETE,0:01:15.318328,0.0027425285139917976,4,25,167,62,0.15701337020439235,1.1583325699137992
468,0.005042585267998223,COMPLETE,0:00:19.976462,0.0028111449914800905,18,27,163,106,0.15530947943819245,0.6611112070528498
469,0.005710181962115116,COMPLETE,0:00:19.180539,0.0028359582966875994,19,26,166,66,0.16150563203278306,0.28057060719996085
470,0.004760736316663313,COMPLETE,0:01:16.418495,0.002875050466491758,4,32,162,61,0.16220876394576628,0.26808642982619535
471,1.0631239436792606,PRUNED,0:00:00.765096,0.002684083205248905,18,31,167,59,0.16587303791874208,1.2935406408739372
472,1.0979863327856247,PRUNED,0:00:00.657115,0.0026467685526297257,19,29,163,56,0.16112301633181045,1.253914908145255
473,0.5553268045186996,PRUNED,0:00:01.308684,0.029128627522284952,18,29,162,24,0.168216281114404,0.26169720181599726
474,1.624658156000329,PRUNED,0:00:02.767414,0.00350650629429673,4,32,150,25,1.594809651753751,1.0239204939078923
475,0.004569215018116582,COMPLETE,0:01:18.359512,0.003175458901489318,4,144,150,26,0.2443487152992096,0.6242473842740603
476,0.0045793906500706015,COMPLETE,0:01:15.287575,0.002943675896908113,4,23,149,63,0.20594850016139932,0.6524921106280172
477,0.37554230337793176,PRUNED,0:00:02.102580,0.004477509102143534,15,23,22,63,0.2469504056690293,0.3743200374048027
478,2.277341363883694,PRUNED,0:00:01.307889,1.552795736722666e-05,8,20,149,63,0.24555133354085013,0.3331139753040507
