50069993 50047918 0.21757
50069993 50047919 0.24341
50069993 50047920 0.25567
50069993 50047921 0.23625
50069993 50047922 0.21849
50069993 50047923 0.24900
50069993 50047924 0.21712
50069993 50047925 0.20805
50069993 50047959 0.29860
50069993 50069812 0.82701
50069993 50069813 0.84541
50069993 50069855 0.85861
50069993 50069856 0.85678
50069993 50069857 0.86783
50069993 50069858 0.87310
50069993 50069859 0.86466
50069993 50069861 0.24034
50069993 50069981 0.87909
50069993 50069982 0.86750
50069993 50069988 0.88325
50069993 50069990 0.87811
50069993 50069991 0.89367
50069993 50069992 0.88471
50069993 50069994 0.91451
50069993 50069995 0.90464
50069993 50069996 0.91123
50069993 50069999 0.14081
50069993 50088245 0.80907
50069993 50300270 0.77045
50069993 50300276 0.78440
50069993 50300277 0.77574
50069993 50300282 0.77273
50069993 50300284 0.78440
50069993 50300285 0.77854
50069993 50300286 0.77273
50069993 50300287 0.78082
50069993 50300291 0.78161
50069993 50300292 0.77803
50069993 50300293 0.77626
50069993 50309788 0.79021
50069993 50309791 0.79070
50069993 50377676 0.77854
50069993 50377677 0.77045
50069993 50377678 0.79206
50069993 50377679 0.79137
50069993 50377684 0.77367
50069993 50377686 0.77574
50069993 50389124 0.91214
50069993 50389125 0.90102
50069993 50389126 0.84000
50069993 50389127 0.89822
50069993 50389128 0.84762
50069993 50389129 0.82599
50069993 50389130 0.93883
50069993 50389131 0.88265
50069993 50389132 0.91260
50069993 50389133 0.91260
50069993 50389134 0.92208
50069993 50389135 0.91214
50069993 50389136 0.92167
50069993 50389137 0.92228
50069993 50389138 0.91214
50069993 50389139 0.91049
50069993 50389140 0.92167
50069993 50389141 0.91214
50069993 50389142 0.91969
50069993 50389143 0.90979
50069993 50389144 0.90513
50069993 50389145 0.85372
50069993 50389146 0.84038
50069993 50389147 0.84161
50069993 50389148 0.82679
50069993 50389149 0.83486
50069993 50389150 0.84235
50069993 50389151 0.82599
50069993 50420417 0.85106
50069993 50420418 0.82687
50069993 50437189 0.88060
50069993 50437192 0.83256
