seed,loss
155,0.02446967784110141
38,0.025667230636907457
82,0.025760211762814324
185,0.025861628572219762
6,0.026007916901055406
154,0.026432768114589913
83,0.026517151138287478
119,0.026626054445770965
88,0.026703983326679316
186,0.026859499875187747
178,0.026928970195605594
131,0.026985559307464983
96,0.027012252483627427
48,0.02701411468916083
46,0.027412137483893814
151,0.02742124562806813
166,0.027441209925622757
17,0.02749850978182976
98,0.02752231061379662
169,0.027532350341789424
99,0.027624687793767238
170,0.027767751272373156
197,0.027935677195772907
94,0.02796045750640017
27,0.027982816917395566
184,0.028044911302326215
92,0.028045355641456732
188,0.02807006387679317
97,0.028127222867303733
72,0.028208144912022656
196,0.028271088686424417
49,0.028299805865488883
152,0.028454203969183363
24,0.028571810244614165
0,0.028620500557550815
103,0.028654569939915407
20,0.028684179593366964
129,0.02869447748476671
31,0.028696030831769487
79,0.02871842520287797
163,0.02874236832633299
194,0.028755604214098115
35,0.028776607118641672
146,0.028806920436416136
14,0.028937078815079845
145,0.028956443902057736
142,0.0290505066735007
59,0.029167013345049474
128,0.029172075877629093
115,0.029181418870575727
26,0.029199402873656886
138,0.029206275775381443
33,0.029236697967132647
76,0.029395042731174093
193,0.029477938971782136
112,0.02956155550003178
100,0.029576707986514954
182,0.029667673877566674
51,0.029744207180278787
45,0.02974428239681016
7,0.029802840114650078
74,0.029809945978824113
101,0.029852192462185175
84,0.029864114958208874
124,0.02986929679163179
174,0.029898665252662562
117,0.029933808851687206
77,0.029940207836502312
120,0.029951659702474914
12,0.02997204591007114
149,0.030020362505752404
10,0.03006530479307018
148,0.03007040742816309
183,0.030083647270497504
22,0.030085391923390582
132,0.030130355880137974
172,0.030209448131716856
93,0.030247189791210122
55,0.03026106963447153
71,0.030267995217878183
43,0.03028419418299918
78,0.030352022596319223
175,0.030390505274852455
73,0.030493670403247037
91,0.030600893984043625
86,0.03061075122648124
85,0.030688405584275595
127,0.030710002980826392
65,0.030729590270715625
153,0.030743231678823545
191,0.030797682994960853
181,0.030811657142525508
107,0.030817387848934633
75,0.03086542349656002
133,0.031015189458079382
187,0.03105824977490988
140,0.031102251328954125
11,0.031254519972066255
192,0.03127389500643742
15,0.03134082174047007
13,0.031357330328516536
66,0.03138003285887446
118,0.031495746569234435
95,0.03150468610337604
34,0.03165238901925415
21,0.03170783970725991
164,0.031726003070440836
68,0.031751608848571776
53,0.031851876569296216
41,0.031898553987523004
180,0.03195334227432071
5,0.03195369728856673
2,0.032002721697297266
81,0.032005502276469845
122,0.032026520546652
108,0.032029254692685555
32,0.03205360501641565
113,0.03220782853086811
4,0.032245829548702525
190,0.032320307838825224
160,0.03237082801475111
134,0.0324095195605246
109,0.0324463644080748
157,0.032520349389257824
123,0.03259760743299089
30,0.03262872422603354
61,0.03265641019442829
179,0.032792192106371965
189,0.03287189815911638
57,0.03296731780914558
173,0.03303668727166951
156,0.03313687653833274
159,0.03323110790915345
195,0.03327054672211535
52,0.033414820169682724
29,0.03342949327523426
25,0.03371135335439279
37,0.03377545722326169
150,0.03378233691338071
44,0.03385787223686732
42,0.03386473751240173
198,0.03390477398584076
23,0.03392013429182629
9,0.03395088502182231
18,0.03400473891978421
171,0.034313348890282216
50,0.03433510636658234
60,0.03433723784825307
135,0.03451180506292415
121,0.03476446547340286
64,0.03479085383755234
102,0.03479158971932227
147,0.03501333265399592
165,0.03511996798461966
36,0.03514169266415855
176,0.03517496211501628
137,0.03518517387723077
125,0.03518786828578213
143,0.035325435049421455
19,0.03544000549739132
58,0.03560154407316724
40,0.03561915475362123
141,0.03565755477806522
8,0.03580724267304827
70,0.0358238166975552
130,0.03587399068430571
1,0.03590328191738513
114,0.036009228802128236
87,0.03610231210793353
56,0.03615673040039837
136,0.03636301171184533
106,0.03637216429707547
199,0.036439985077102055
3,0.036467656393740645
16,0.03651738960130172
167,0.03659713819338861
62,0.03660866694161826
39,0.03702572476103018
28,0.037301911861967234
144,0.037317767305204926
162,0.03769172198154916
177,0.03782199787694203
158,0.03782503873709652
161,0.03788946666833708
104,0.03795521395730833
126,0.0381789627579688
69,0.03821983850813644
111,0.038482218127602996
63,0.03863108645950965
168,0.03870454731997166
139,0.03889297201590202
110,0.03933806656307336
80,0.039341525464334476
67,0.039359981643225427
47,0.03942663283521404
105,0.03973265742346392
90,0.040213941938591076
116,0.04039122979472375
54,0.043351711293335184
89,0.043610237260207026
