trial_number,value,state,duration,lr,batch_size,lambda1_metaweight
735,0.0034639752048894975,COMPLETE,0:00:21.152741,0.015506528066466092,140,1.3022819566891497
736,0.07876842243851517,PRUNED,0:00:01.203774,0.01716228639123727,136,1.0377755563268831
737,0.10170512835523396,PRUNED,0:00:01.238317,0.016255676821775276,144,1.3055864315508785
738,0.0032444632446954826,COMPLETE,0:00:20.956282,0.01647424122076247,146,1.0403917206943525
739,0.5411827952655799,PRUNED,0:00:00.637565,0.011652036259771214,139,1.3514416611812763
740,0.17639318741577908,PRUNED,0:00:01.163220,0.028899789777581168,142,1.3026250031314957
741,0.045245666875616534,PRUNED,0:00:02.891044,0.011217516945566957,104,0.9131008697569323
742,0.039458413446403065,PRUNED,0:00:04.128349,0.010903598047351483,103,0.7475147927933419
743,1.8241549938444108,PRUNED,0:00:00.606278,4.301714335433834e-06,150,1.2613252875823364
744,0.06732261927938589,PRUNED,0:00:01.531074,0.010749737827295828,102,1.3646308239923695
745,0.003513959480804309,COMPLETE,0:00:23.328105,0.010095875405338434,102,1.3609121983117898
746,0.04124628454046224,PRUNED,0:00:03.492721,0.01334349900211529,102,1.3699362857572004
747,0.07855094739862081,PRUNED,0:00:01.390465,0.020896531937287702,107,1.2882882660954402
748,0.07523095707955031,PRUNED,0:00:01.268025,0.02010963773370331,131,1.391232886059312
749,0.003840026071185443,COMPLETE,0:00:20.533542,0.014055283915766471,134,1.207784481442952
750,0.03583609421870538,PRUNED,0:00:04.874149,0.013748795128965263,135,1.4314418041562158
751,0.07267345202345292,PRUNED,0:00:01.618551,0.008133855147581063,92,1.216691051187903
752,0.04207493524466242,PRUNED,0:00:03.072762,0.01481518772066794,135,1.336437247915941
753,0.6763680836026983,PRUNED,0:00:00.587287,0.008549042638568703,147,0.8408511639627186
754,0.97227934834569,PRUNED,0:00:00.469732,0.0057347494735791845,220,1.3344335431940992
755,0.9161525822821117,PRUNED,0:00:00.522656,0.0056957089338779575,180,1.3065109973084825
756,0.7187067097184634,PRUNED,0:00:00.490550,0.010105132079771071,191,1.3021853721465853
757,0.6745694442353117,PRUNED,0:00:00.532694,0.009902013594838837,174,1.247642170218093
758,0.6605541078536302,PRUNED,0:00:00.602943,0.007316972388264077,127,0.958082790436189
759,0.6302205006382904,PRUNED,0:00:00.598711,0.0075902988491316405,129,1.268293816060318
760,0.6313112378120422,PRUNED,0:00:00.493285,0.013147879433543506,184,1.350917262943567
761,0.6527861194575534,PRUNED,0:00:00.524280,0.01196922887594505,186,1.118941343303168
762,0.9081750273266259,PRUNED,0:00:00.595151,0.004735878737529196,139,1.20380490501651
763,0.8852303784285018,PRUNED,0:00:00.601085,0.00445265984997197,141,1.2096417408100881
764,0.6690883437028298,PRUNED,0:00:00.587955,0.008914851855155764,146,1.1708836272181917
765,0.5520381170364332,PRUNED,0:00:00.633197,0.00874938615371126,133,1.3667140288348343
766,0.91350361007696,PRUNED,0:00:00.655017,0.0028940640544458393,111,1.3850448609762032
767,0.746602014806427,PRUNED,0:00:00.575986,0.006552100952747012,155,1.2842803404419996
768,0.5520010489225388,PRUNED,0:00:00.673703,0.00614811188045184,108,0.5003314081476117
769,1.7963392379917675,PRUNED,0:00:00.631476,0.00012505759448148824,120,1.3437407795951108
770,0.0815880940166078,PRUNED,0:00:01.219129,0.015446145380600946,120,0.6929460766829322
771,0.07255079854573858,PRUNED,0:00:01.187480,0.015271535359873628,125,0.6938065200623651
772,0.08806551738980398,PRUNED,0:00:01.400052,0.01164094871517811,94,1.3156504831081994
773,0.7769698696035259,PRUNED,0:00:00.516314,0.007731036353995195,179,1.3177713893079321
774,0.06736208253245257,PRUNED,0:00:01.392805,0.011054734905162584,95,0.5475537192367335
775,0.003195501148724029,COMPLETE,0:00:19.866757,0.010317472379415013,132,1.2283496182750366
776,0.552153825235199,PRUNED,0:00:00.611752,0.009454049245606085,133,1.23539143060694
777,1.1121937481450364,PRUNED,0:00:00.598631,0.0019625446426940526,133,1.2658148030168987
778,0.6307318944837794,PRUNED,0:00:00.774172,0.00506393672746133,106,1.269265617095394
779,0.7851742713382004,PRUNED,0:00:00.694432,0.0035650297419006116,100,1.3465167975894419
780,0.6136878059899553,PRUNED,0:00:00.497869,0.021191787999298255,201,1.3468384615042779
781,1.0303393323487098,PRUNED,0:00:00.541775,0.0037683435849786913,174,0.8860919423095523
782,1.755831389427185,PRUNED,0:00:00.428263,0.0004715467109052329,255,1.3751015937568678
783,1.7173928597143717,PRUNED,0:00:00.644297,0.00021752790681580313,113,1.401715028996037
784,0.0027283814164849648,COMPLETE,0:00:21.461388,0.007561919746093813,114,1.3716059059307586
785,0.6274371527763735,PRUNED,0:00:00.644627,0.006397789545259548,114,1.1429546592916326
786,0.6839618733525277,PRUNED,0:00:00.615534,0.006845692651700995,126,1.1452944952671678
787,0.7286871367117815,PRUNED,0:00:00.652884,0.008111541591780042,166,1.291455805583588
788,0.6951919993729267,PRUNED,0:00:00.586981,0.010186787283302884,184,1.2160225100213995
789,0.7020245541632175,PRUNED,0:00:00.497250,0.010158411447335852,189,1.174916138805368
790,1.3796684334472733,PRUNED,0:00:00.485322,0.0012346757475885457,194,1.1850264807861135
791,0.5417375353566052,PRUNED,0:00:00.617644,0.012480352241499702,138,1.245724236229346
792,0.05108888627540681,PRUNED,0:00:01.638687,0.012715152839778907,153,1.2508819797366908
793,0.9588993314270661,PRUNED,0:00:00.507277,0.004935135009639222,177,1.3290009799533167
794,0.1431233003146231,PRUNED,0:00:01.347495,0.031170007229261974,107,1.3742442624451676
795,0.03877793131130082,PRUNED,0:00:04.019640,0.008221224572469083,108,1.359732367480892
796,0.041373899385417245,PRUNED,0:00:03.371610,0.008048296979539892,107,1.3654609076198594
797,0.5742811338528048,PRUNED,0:00:00.659155,0.008157706867883538,120,1.28639500959505
798,0.5587609294801951,PRUNED,0:00:00.690650,0.007978608181400209,118,1.2830154244020682
799,1.119710062813555,PRUNED,0:00:00.573211,0.0024683147999908805,162,0.7251214545518044
800,0.7118408350436479,PRUNED,0:00:00.639247,0.005776641871061075,127,1.2260329406280313
801,0.7481798762643097,PRUNED,0:00:00.632982,0.005781013121668481,127,1.2280508864440112
802,0.7341526867539594,PRUNED,0:00:00.637747,0.006393588707530669,144,1.3208683228159674
