trial_number,value,state,duration,lr,batch_size
143,0.1053733304142952,PRUNED,0:00:08.437033,0.00530463024647864,12
144,0.11430048197507858,PRUNED,0:00:03.897667,0.0040131490519694875,22
145,0.05476994067430496,COMPLETE,0:00:31.517441,0.0022912808233613215,8
146,0.10300113260746002,PRUNED,0:00:09.219804,0.0023355114131144213,8
147,0.24603867530822754,PRUNED,0:00:07.762629,0.0018788498798265165,10
148,0.32584357261657715,PRUNED,0:00:01.018637,0.0026991777879329403,128
149,0.1221223697066307,PRUNED,0:00:05.688079,0.0012580850287495018,14
150,0.30663326382637024,PRUNED,0:00:01.857673,0.001514917203986399,54
151,3.7803311347961426,PRUNED,0:00:06.652247,2.9287577312567496e-06,12
152,0.0614987276494503,COMPLETE,0:00:15.661648,0.0034387005043154104,18
153,0.06570013612508774,COMPLETE,0:00:31.211050,0.0028563713953894724,8
154,0.10847701132297516,PRUNED,0:00:07.521159,0.0030699733919614543,10
155,0.3147020637989044,PRUNED,0:00:01.096337,0.002140289174930463,119
156,0.06612253934144974,COMPLETE,0:00:31.185995,0.0033676600822321492,8
157,0.067540243268013,COMPLETE,0:00:31.584421,0.002543286836960601,8
158,0.06986097991466522,COMPLETE,0:00:31.179897,0.0025177927553698093,8
159,0.11105001717805862,PRUNED,0:00:09.203942,0.0030107120434403347,8
160,0.06235838681459427,COMPLETE,0:00:31.266702,0.002511163690786518,8
161,0.26031818985939026,PRUNED,0:00:07.774639,0.0018776451551511858,10
162,0.17150351405143738,PRUNED,0:00:09.369866,0.0026515916311473852,8
163,0.0650126039981842,COMPLETE,0:00:31.269071,0.0016005643338923476,8
164,0.14557361602783203,PRUNED,0:00:06.917840,0.0017847935246833064,11
165,0.23872534930706024,PRUNED,0:00:05.873361,0.0004074598287685258,13
166,0.23057694733142853,PRUNED,0:00:07.099967,0.0013090481568725507,11
167,0.11278969794511795,PRUNED,0:00:09.477985,0.002154950768181822,8
168,0.06826315075159073,COMPLETE,0:00:19.857713,0.003456033097724222,13
169,0.10492444783449173,PRUNED,0:00:05.786203,0.0033940813900981315,14
170,0.08405360579490662,PRUNED,0:00:16.254480,0.0042793811008005386,11
171,0.0899786427617073,PRUNED,0:00:15.210835,0.003013416929385279,10
172,0.10955554991960526,PRUNED,0:00:09.438695,0.0016249259643080557,8
173,0.06337705254554749,COMPLETE,0:00:19.825747,0.003675074390294328,13
174,0.11082080751657486,PRUNED,0:00:06.141613,0.0035944948228422368,13
175,0.25775861740112305,PRUNED,0:00:05.331359,0.002529509630013695,15
176,0.0694194808602333,COMPLETE,0:00:21.259827,0.004426133437633026,12
177,0.1016869992017746,PRUNED,0:00:07.139785,0.0034312546960699065,16
178,0.05484762415289879,COMPLETE,0:00:23.439657,0.0021567968809336237,11
179,0.08288649469614029,PRUNED,0:00:16.683692,0.0029407099411388232,11
180,0.11023186892271042,PRUNED,0:00:05.984966,0.002294368992612641,14
181,0.06856118887662888,COMPLETE,0:00:32.348589,0.002100259418215703,8
182,0.09385327249765396,PRUNED,0:00:15.174171,0.0020637967237627066,10
183,0.0690046101808548,COMPLETE,0:00:31.178504,0.0037350294093890543,8
184,0.2294681966304779,PRUNED,0:00:01.671013,0.0027902098536758202,62
185,0.5732619762420654,PRUNED,0:00:06.159123,0.00020695806850409387,13
186,0.11426209658384323,PRUNED,0:00:04.862202,0.004762471383335141,17
187,0.12439122051000595,PRUNED,0:00:07.722012,0.0023563596227225894,10
188,0.12110687792301178,PRUNED,0:00:06.318284,0.0018114385311122857,12
189,0.18078398704528809,PRUNED,0:00:01.941524,0.003270143282733192,51
190,0.12433944642543793,PRUNED,0:00:09.452774,0.004014294185945844,8
191,0.1332446038722992,PRUNED,0:00:05.678098,0.0014180987827219324,14
192,0.06499269604682922,COMPLETE,0:00:23.346269,0.0020341599461400116,11
193,0.14399199187755585,PRUNED,0:00:06.886778,0.002008623783220271,11
194,0.11691775918006897,PRUNED,0:00:07.803952,0.002650899362868641,10
195,0.24409759044647217,PRUNED,0:00:01.144255,0.003009849924734346,106
196,0.11680866032838821,PRUNED,0:00:05.106976,0.0023497576259065315,16
197,0.2945422828197479,PRUNED,0:00:06.098730,0.0016426369806469324,13
198,0.09516383707523346,PRUNED,0:00:15.589724,0.0034040442053404176,8
199,1.602211594581604,PRUNED,0:00:06.376820,6.350954712378858e-05,12
