Algorithm,app,bwlevel,nodecount,power_cap,runtime,Thread_count,prediction,pred_runtime,Domain,node_count,config_node_count,config_runtime,pred_config_runtime
spr,lu,2,1024,64,42.2,20,[46.254517],46.254517,,52,43,38.08,38.08
pak,lu,2,1024,64,40.95,20,[41.38452],41.38452,,52,43,38.08,38.08
rand,lu,2,1024,64,42.71,20,[42.190983],42.190983,,52,43,38.08,38.08
spr,lu,3,1024,64,41.82,20,[48.956974],48.956974,,52,43,38.08,38.08
pak,lu,3,1024,64,40.69,20,[47.129578],47.129578,,52,43,38.08,38.08
rand,lu,3,1024,64,41.97,20,[42.738754],42.738754,,52,43,38.08,38.08
spr,lu,4,1024,64,41.78,20,[44.923862],44.923862,,52,43,38.08,38.08
pak,lu,4,1024,64,40.98,20,[50.15191],50.15191,,52,43,38.08,38.08
rand,lu,4,1024,64,41.57,20,[43.31491],43.31491,,52,43,38.08,38.08
spr,lu,5,1024,64,41.52,20,[41.417915],41.417915,,52,43,38.08,38.08
pak,lu,5,1024,64,40.76,20,[46.00276],46.00276,,52,43,38.08,38.08
rand,lu,5,1024,64,41.25,20,[44.005035],44.005035,,52,43,38.08,38.08
spr,lu,1,1024,80,39.37,20,[39.494728],39.494728,,52,43,38.08,38.08
pak,lu,1,1024,80,37.4,20,[31.647308],31.647308,,52,52,37.4,37.4
rand,lu,1,1024,80,46.57,20,[51.90691],51.90691,,52,43,38.08,38.08
spr,lu,2,1024,80,37.39,20,[42.424618],42.424618,,52,43,38.08,38.08
pak,lu,2,1024,80,36.46,20,[32.149296],32.149296,,52,52,36.46,36.46
rand,lu,2,1024,80,37.51,20,[38.686638],38.686638,,52,43,38.08,38.08
spr,lu,3,1024,80,36.98,20,[46.020557],46.020557,,52,43,38.08,38.08
pak,lu,3,1024,80,36.4,20,[37.355083],37.355083,,52,43,38.08,38.08
rand,lu,3,1024,80,36.67,20,[34.302143],34.302143,,52,43,37.64,37.64
spr,lu,4,1024,80,36.64,20,[49.44732],49.44732,,52,43,38.08,38.08
pak,lu,4,1024,80,36.29,20,[42.76627],42.76627,,52,43,38.08,38.08
rand,lu,4,1024,80,36.71,20,[36.61473],36.61473,,52,43,38.08,38.08
spr,lu,5,1024,80,36.22,20,[49.191998],49.191998,,52,43,38.08,38.08
pak,lu,5,1024,80,36.41,20,[36.723843],36.723843,,52,43,38.08,38.08
rand,lu,5,1024,80,37.09,20,[37.12106],37.12106,,52,43,38.08,38.08
spr,lu,1,1024,115,38.57,20,[43.0461],43.0461,,52,43,38.08,38.08
pak,lu,1,1024,115,36.19,20,[43.6154],43.6154,,52,43,38.08,38.08
rand,lu,1,1024,115,35.11,20,[46.884354],46.884354,,52,43,38.08,38.08
spr,lu,2,1024,115,35.53,20,[39.4305],39.4305,,52,43,38.08,38.08
pak,lu,2,1024,115,35.27,20,[44.978317],44.978317,,52,43,38.08,38.08
rand,lu,2,1024,115,36.3,20,[38.119858],38.119858,,52,43,38.08,38.08
spr,lu,3,1024,115,34.97,20,[39.916656],39.916656,,52,43,38.08,38.08
pak,lu,3,1024,115,35.15,20,[37.290726],37.290726,,52,43,38.08,38.08
rand,lu,3,1024,115,35.68,20,[33.8935],33.8935,,52,52,35.68,35.68
spr,lu,4,1024,115,35.16,20,[42.239513],42.239513,,52,43,38.08,38.08
pak,lu,4,1024,115,35.18,20,[30.010685],30.010685,,52,52,35.18,35.18
rand,lu,4,1024,115,35.08,20,[33.54981],33.54981,,52,52,35.08,35.08
spr,lu,5,1024,115,35.22,20,[48.43455],48.43455,,52,43,38.08,38.08
pak,lu,5,1024,115,35.21,20,[36.619534],36.619534,,52,43,38.08,38.08
rand,lu,5,1024,115,35.0,20,[35.195175],35.195175,,52,43,38.08,38.08
spr,lu,1,1024,64,50.45,24,[51.482346],51.482346,,43,43,50.45,50.45
pak,lu,1,1024,64,47.38,24,[46.936653],46.936653,,43,43,47.38,47.38
rand,lu,1,1024,64,53.91,24,[60.254513],60.254513,,43,26,65.73,65.73
spr,lu,2,1024,64,48.11,24,[50.459084],50.459084,,43,43,48.11,48.11
pak,lu,2,1024,64,46.79,24,[44.816574],44.816574,,43,43,46.79,46.79
rand,lu,2,1024,64,49.62,24,[49.928677],49.928677,,43,43,49.62,49.62
spr,lu,3,1024,64,47.7,24,[45.564182],45.564182,,43,43,47.7,47.7
pak,lu,3,1024,64,46.88,24,[44.235313],44.235313,,43,43,46.88,46.88
rand,lu,3,1024,64,48.48,24,[53.064053],53.064053,,43,43,48.48,48.48
spr,lu,4,1024,64,47.3,24,[42.102924],42.102924,,43,43,47.3,47.3
pak,lu,4,1024,64,46.8,24,[46.962833],46.962833,,43,43,46.8,46.8
rand,lu,4,1024,64,47.57,24,[59.226566],59.226566,,43,26,65.11,65.11
spr,lu,5,1024,64,47.54,24,[39.28028],39.28028,,43,43,47.54,47.54
pak,lu,5,1024,64,46.6,24,[45.31316],45.31316,,43,43,46.6,46.6
rand,lu,5,1024,64,47.55,24,[54.062626],54.062626,,43,32,59.2,59.2
spr,lu,1,1024,80,44.13,24,[48.834225],48.834225,,43,43,44.13,44.13
pak,lu,1,1024,80,40.97,24,[42.073357],42.073357,,43,43,40.97,40.97
rand,lu,1,1024,80,51.71,24,[53.92295],53.92295,,43,32,59.2,59.2
spr,lu,2,1024,80,41.39,24,[44.98172],44.98172,,43,43,41.39,41.39
pak,lu,2,1024,80,40.38,24,[46.054432],46.054432,,43,43,40.38,40.38
rand,lu,2,1024,80,42.22,24,[48.323444],48.323444,,43,43,42.22,42.22
spr,lu,3,1024,80,41.21,24,[43.08611],43.08611,,43,43,41.21,41.21
pak,lu,3,1024,80,40.35,24,[44.345703],44.345703,,43,43,40.35,40.35
rand,lu,3,1024,80,40.92,24,[43.118973],43.118973,,43,43,40.92,40.92
spr,lu,4,1024,80,40.87,24,[41.804226],41.804226,,43,43,40.87,40.87
pak,lu,4,1024,80,40.0,24,[46.60956],46.60956,,43,43,40.0,40.0
rand,lu,4,1024,80,40.82,24,[41.362724],41.362724,,43,43,40.82,40.82
spr,lu,5,1024,80,40.84,24,[42.57231],42.57231,,43,43,40.84,40.84
pak,lu,5,1024,80,40.55,24,[44.318283],44.318283,,43,43,40.55,40.55
rand,lu,5,1024,80,40.78,24,[43.92126],43.92126,,43,43,40.78,40.78
spr,lu,1,1024,115,41.02,24,[48.69793],48.69793,,43,43,41.02,41.02
pak,lu,1,1024,115,38.43,24,[49.335686],49.335686,,43,43,38.43,38.43
rand,lu,1,1024,115,47.84,24,[58.354687],58.354687,,43,32,60.31,60.31
spr,lu,2,1024,115,38.36,24,[42.62239],42.62239,,43,43,38.36,38.36
pak,lu,2,1024,115,38.08,24,[36.880085],36.880085,,43,43,38.08,38.08
rand,lu,2,1024,115,39.15,24,[44.537003],44.537003,,43,43,39.15,39.15
spr,lu,3,1024,115,38.18,24,[37.08896],37.08896,,43,43,38.18,38.18
pak,lu,3,1024,115,37.79,24,[37.529137],37.529137,,43,43,37.79,37.79
rand,lu,3,1024,115,37.6,24,[47.5592],47.5592,,43,43,37.6,37.6
spr,lu,4,1024,115,37.64,24,[38.153763],38.153763,,43,43,37.64,37.64
pak,lu,4,1024,115,37.9,24,[42.20773],42.20773,,43,43,37.9,37.9
rand,lu,4,1024,115,37.72,24,[45.374367],45.374367,,43,43,37.72,37.72
spr,lu,5,1024,115,38.25,24,[37.796444],37.796444,,43,43,38.25,38.25
pak,lu,5,1024,115,38.12,24,[40.9364],40.9364,,43,43,38.12,38.12
rand,lu,5,1024,115,37.41,24,[47.335743],47.335743,,43,43,37.41,37.41
rand,lu,1,1024,64,42.25,16,[32.46434],32.46434,,64,52,35.18,35.18
rand,lu,2,1024,64,37.67,16,[36.05249],36.05249,,64,43,38.08,38.08
rand,lu,3,1024,64,35.95,16,[35.90324],35.90324,,64,43,38.08,38.08
rand,lu,4,1024,64,35.38,16,[40.74161],40.74161,,64,43,38.08,38.08
rand,lu,5,1024,64,35.16,16,[35.34986],35.34986,,64,43,38.08,38.08
rand,lu,1,1024,80,43.17,16,[34.276867],34.276867,,64,43,37.64,37.64
rand,lu,2,1024,80,33.58,16,[36.57976],36.57976,,64,43,38.08,38.08
rand,lu,3,1024,80,32.57,16,[36.7805],36.7805,,64,43,38.08,38.08
rand,lu,4,1024,80,31.99,16,[36.256847],36.256847,,64,43,38.08,38.08
rand,lu,5,1024,80,32.21,16,[35.831684],35.831684,,64,43,38.08,38.08
rand,lu,1,1024,115,42.46,16,[48.709175],48.709175,,64,43,38.08,38.08
rand,lu,2,1024,115,33.22,16,[42.15654],42.15654,,64,43,38.08,38.08
rand,lu,3,1024,115,32.27,16,[33.906567],33.906567,,64,52,35.18,35.18
rand,lu,4,1024,115,31.76,16,[27.375286],27.375286,,64,64,31.76,31.76
rand,lu,5,1024,115,31.96,16,[31.028324],31.028324,,64,64,31.96,31.96
rand,lu,1,1024,64,48.8,20,[45.826244],45.826244,,52,43,38.08,38.08
rand,lu,2,1024,64,43.14,20,[42.190983],42.190983,,52,43,38.08,38.08
rand,lu,3,1024,64,41.8,20,[42.738754],42.738754,,52,43,38.08,38.08
rand,lu,4,1024,64,41.62,20,[43.31491],43.31491,,52,43,38.08,38.08
rand,lu,5,1024,64,42.21,20,[44.005035],44.005035,,52,43,38.08,38.08
rand,lu,1,1024,80,47.49,20,[51.90691],51.90691,,52,43,38.08,38.08
rand,lu,2,1024,80,37.67,20,[38.686638],38.686638,,52,43,38.08,38.08
rand,lu,3,1024,80,37.03,20,[34.302143],34.302143,,52,43,37.64,37.64
rand,lu,4,1024,80,36.46,20,[36.61473],36.61473,,52,43,38.08,38.08
rand,lu,5,1024,80,36.6,20,[37.12106],37.12106,,52,43,38.08,38.08
rand,lu,1,1024,115,46.04,20,[46.884354],46.884354,,52,43,38.08,38.08
rand,lu,2,1024,115,36.2,20,[38.119858],38.119858,,52,43,38.08,38.08
rand,lu,3,1024,115,35.62,20,[33.8935],33.8935,,52,52,35.62,35.62
rand,lu,4,1024,115,35.4,20,[33.54981],33.54981,,52,52,35.4,35.4
rand,lu,5,1024,115,34.9,20,[35.195175],35.195175,,52,43,38.08,38.08
rand,lu,1,1024,64,58.61,24,[60.254513],60.254513,,43,26,65.73,65.73
rand,lu,2,1024,64,50.32,24,[49.928677],49.928677,,43,43,50.32,50.32
rand,lu,3,1024,64,48.77,24,[53.064053],53.064053,,43,43,48.77,48.77
rand,lu,4,1024,64,50.11,24,[59.226566],59.226566,,43,26,65.11,65.11
rand,lu,5,1024,64,50.11,24,[54.062626],54.062626,,43,32,59.2,59.2
rand,lu,1,1024,80,49.86,24,[53.92295],53.92295,,43,32,59.2,59.2
rand,lu,2,1024,80,42.31,24,[48.323444],48.323444,,43,43,42.31,42.31
rand,lu,3,1024,80,41.51,24,[43.118973],43.118973,,43,43,41.51,41.51
rand,lu,4,1024,80,41.04,24,[41.362724],41.362724,,43,43,41.04,41.04
rand,lu,5,1024,80,40.92,24,[43.92126],43.92126,,43,43,40.92,40.92
rand,lu,1,1024,115,45.03,24,[58.354687],58.354687,,43,32,60.31,60.31
rand,lu,2,1024,115,38.59,24,[44.537003],44.537003,,43,43,38.59,38.59
rand,lu,3,1024,115,38.21,24,[47.5592],47.5592,,43,43,38.21,38.21
rand,lu,4,1024,115,38.25,24,[45.374367],45.374367,,43,43,38.25,38.25
rand,lu,5,1024,115,37.77,24,[47.335743],47.335743,,43,43,37.77,37.77
spr,lu,1,2048,64,23.99,16,[17.537498],17.537498,,128,128,23.99,23.99
rand,lu,1,2048,64,26.05,16,[22.565563],22.565563,,128,86,22.66,22.66
spr,lu,2,2048,64,20.31,16,[20.768475],20.768475,,128,86,22.66,22.66
rand,lu,2,2048,64,20.33,16,[22.155302],22.155302,,128,86,22.66,22.66
spr,lu,3,2048,64,19.81,16,[21.861546],21.861546,,128,86,22.66,22.66
rand,lu,3,2048,64,20.13,16,[15.61045],15.61045,,128,128,20.13,20.13
spr,lu,4,2048,64,20.15,16,[22.824675],22.824675,,128,86,22.66,22.66
rand,lu,4,2048,64,19.75,16,[21.79139],21.79139,,128,86,22.66,22.66
spr,lu,5,2048,64,19.86,16,[21.60803],21.60803,,128,86,22.66,22.66
rand,lu,5,2048,64,20.02,16,[21.743193],21.743193,,128,86,22.66,22.66
spr,lu,1,2048,80,22.61,16,[15.000762],15.000762,,128,128,22.61,22.61
rand,lu,1,2048,80,23.77,16,[17.73315],17.73315,,128,128,23.77,23.77
spr,lu,2,2048,80,18.81,16,[20.300272],20.300272,,128,103,20.52,20.52
rand,lu,2,2048,80,18.82,16,[17.157505],17.157505,,128,128,18.82,18.82
spr,lu,3,2048,80,18.28,16,[19.878704],19.878704,,128,103,20.52,20.52
rand,lu,3,2048,80,18.8,16,[21.862492],21.862492,,128,86,22.66,22.66
spr,lu,4,2048,80,18.28,16,[24.254633],24.254633,,128,86,22.66,22.66
rand,lu,4,2048,80,18.17,16,[29.545742],29.545742,,128,64,31.76,31.76
spr,lu,5,2048,80,18.23,16,[20.875345],20.875345,,128,86,22.66,22.66
rand,lu,5,2048,80,18.14,16,[29.606848],29.606848,,128,64,31.76,31.76
spr,lu,1,2048,115,22.57,16,[26.019197],26.019197,,128,86,22.66,22.66
rand,lu,1,2048,115,23.65,16,[15.907051],15.907051,,128,128,23.65,23.65
spr,lu,2,2048,115,18.51,16,[17.37123],17.37123,,128,128,18.51,18.51
rand,lu,2,2048,115,18.94,16,[14.040001],14.040001,,128,128,18.94,18.94
spr,lu,3,2048,115,18.28,16,[14.4464445],14.4464445,,128,128,18.28,18.28
rand,lu,3,2048,115,18.46,16,[12.879809],12.879809,,128,128,18.46,18.46
spr,lu,4,2048,115,18.16,16,[11.041606],11.041606,,128,128,18.16,18.16
rand,lu,4,2048,115,18.27,16,[19.471462],19.471462,,128,103,20.52,20.52
spr,lu,5,2048,115,18.19,16,[11.595774],11.595774,,128,128,18.19,18.19
rand,lu,5,2048,115,18.13,16,[25.358978],25.358978,,128,86,22.66,22.66
spr,lu,1,2048,64,28.42,20,[25.792109],25.792109,,103,86,22.66,22.66
rand,lu,1,2048,64,32.54,20,[39.298244],39.298244,,103,43,38.08,38.08
spr,lu,2,2048,64,24.65,20,[22.866842],22.866842,,103,86,22.66,22.66
rand,lu,2,2048,64,24.91,20,[23.702005],23.702005,,103,86,22.66,22.66
spr,lu,3,2048,64,24.16,20,[22.162352],22.162352,,103,86,22.66,22.66
rand,lu,3,2048,64,24.34,20,[24.591322],24.591322,,103,86,22.66,22.66
spr,lu,4,2048,64,24.05,20,[21.20832],21.20832,,103,86,22.66,22.66
rand,lu,4,2048,64,24.18,20,[23.914825],23.914825,,103,86,22.66,22.66
spr,lu,5,2048,64,24.1,20,[22.760025],22.760025,,103,86,22.66,22.66
rand,lu,5,2048,64,24.23,20,[23.535421],23.535421,,103,86,22.66,22.66
spr,lu,1,2048,80,25.44,20,[21.87485],21.87485,,103,86,22.66,22.66
rand,lu,1,2048,80,27.57,20,[26.371607],26.371607,,103,86,22.66,22.66
spr,lu,2,2048,80,21.72,20,[20.897625],20.897625,,103,86,22.66,22.66
rand,lu,2,2048,80,21.71,20,[20.38244],20.38244,,103,86,22.35,22.35
spr,lu,3,2048,80,21.18,20,[20.61522],20.61522,,103,86,22.66,22.66
rand,lu,3,2048,80,21.49,20,[21.749027],21.749027,,103,86,22.66,22.66
spr,lu,4,2048,80,21.23,20,[22.5985],22.5985,,103,86,22.66,22.66
rand,lu,4,2048,80,21.26,20,[24.78778],24.78778,,103,86,22.66,22.66
spr,lu,5,2048,80,21.26,20,[23.70871],23.70871,,103,86,22.66,22.66
rand,lu,5,2048,80,21.75,20,[24.702827],24.702827,,103,86,22.66,22.66
spr,lu,1,2048,115,24.15,20,[19.084751],19.084751,,103,103,24.15,24.15
rand,lu,1,2048,115,30.23,20,[38.779175],38.779175,,103,43,38.08,38.08
spr,lu,2,2048,115,20.97,20,[19.65935],19.65935,,103,103,20.97,20.97
rand,lu,2,2048,115,20.97,20,[22.77266],22.77266,,103,86,22.66,22.66
spr,lu,3,2048,115,20.71,20,[22.460182],22.460182,,103,86,22.66,22.66
rand,lu,3,2048,115,20.6,20,[18.863558],18.863558,,103,103,20.6,20.6
spr,lu,4,2048,115,20.57,20,[21.208725],21.208725,,103,86,22.66,22.66
rand,lu,4,2048,115,20.52,20,[15.624606],15.624606,,103,103,20.52,20.52
spr,lu,5,2048,115,20.36,20,[23.002941],23.002941,,103,86,22.66,22.66
rand,lu,5,2048,115,20.55,20,[19.817604],19.817604,,103,103,20.55,20.55
spr,lu,1,2048,64,30.65,24,[30.84763],30.84763,,86,64,31.76,31.76
rand,lu,1,2048,64,35.3,24,[39.51349],39.51349,,86,43,38.08,38.08
spr,lu,2,2048,64,28.88,24,[28.409582],28.409582,,86,86,28.88,28.88
rand,lu,2,2048,64,29.13,24,[27.886229],27.886229,,86,86,29.13,29.13
spr,lu,3,2048,64,28.68,24,[28.08598],28.08598,,86,86,28.68,28.68
rand,lu,3,2048,64,28.48,24,[29.712446],29.712446,,86,64,31.76,31.76
spr,lu,4,2048,64,28.39,24,[24.081566],24.081566,,86,86,28.39,28.39
rand,lu,4,2048,64,28.57,24,[28.608015],28.608015,,86,86,28.57,28.57
spr,lu,5,2048,64,28.23,24,[21.170366],21.170366,,86,86,28.23,28.23
rand,lu,5,2048,64,28.26,24,[26.999142],26.999142,,86,86,28.26,28.26
spr,lu,1,2048,80,26.67,24,[28.711214],28.711214,,86,64,31.55,31.55
rand,lu,1,2048,80,37.02,24,[34.416836],34.416836,,86,43,37.79,37.79
spr,lu,2,2048,80,24.88,24,[24.555439],24.555439,,86,86,24.88,24.88
rand,lu,2,2048,80,24.75,24,[30.695501],30.695501,,86,64,31.76,31.76
spr,lu,3,2048,80,24.4,24,[24.661024],24.661024,,86,86,24.4,24.4
rand,lu,3,2048,80,24.17,24,[22.361073],22.361073,,86,86,24.17,24.17
spr,lu,4,2048,80,24.08,24,[22.692127],22.692127,,86,86,24.08,24.08
rand,lu,4,2048,80,24.37,24,[25.377577],25.377577,,86,86,24.37,24.37
spr,lu,5,2048,80,24.19,24,[22.360039],22.360039,,86,86,24.19,24.19
rand,lu,5,2048,80,24.35,24,[28.100067],28.100067,,86,86,24.35,24.35
spr,lu,1,2048,115,24.8,24,[25.49498],25.49498,,86,86,24.8,24.8
rand,lu,1,2048,115,33.32,24,[37.928635],37.928635,,86,43,38.08,38.08
spr,lu,2,2048,115,22.66,24,[24.82232],24.82232,,86,86,22.66,22.66
rand,lu,2,2048,115,23.36,24,[28.790617],28.790617,,86,64,31.55,31.55
spr,lu,3,2048,115,22.53,24,[22.713844],22.713844,,86,86,22.53,22.53
rand,lu,3,2048,115,22.57,24,[26.479345],26.479345,,86,86,22.57,22.57
spr,lu,4,2048,115,22.35,24,[23.552683],23.552683,,86,86,22.35,22.35
rand,lu,4,2048,115,22.47,24,[22.042534],22.042534,,86,86,22.47,22.47
spr,lu,5,2048,115,22.64,24,[20.584177],20.584177,,86,86,22.64,22.64
rand,lu,5,2048,115,22.65,24,[19.986359],19.986359,,86,86,22.65,22.65
pak,lu,1,2048,64,26.16,16,[24.193758],24.193758,,128,86,22.66,22.66
pak,lu,2,2048,64,20.54,16,[20.328415],20.328415,,128,86,22.35,22.35
pak,lu,3,2048,64,20.6,16,[21.254814],21.254814,,128,86,22.66,22.66
pak,lu,4,2048,64,20.52,16,[19.736395],19.736395,,128,103,20.52,20.52
pak,lu,5,2048,64,20.34,16,[17.680044],17.680044,,128,128,20.34,20.34
pak,lu,1,2048,80,24.46,16,[27.714024],27.714024,,128,86,22.66,22.66
pak,lu,2,2048,80,18.97,16,[23.025179],23.025179,,128,86,22.66,22.66
pak,lu,3,2048,80,18.63,16,[17.23265],17.23265,,128,128,18.63,18.63
pak,lu,4,2048,80,18.49,16,[18.331953],18.331953,,128,128,18.49,18.49
pak,lu,5,2048,80,18.74,16,[15.514024],15.514024,,128,128,18.74,18.74
pak,lu,1,2048,115,24.35,16,[23.524876],23.524876,,128,86,22.66,22.66
pak,lu,2,2048,115,18.96,16,[19.665627],19.665627,,128,103,20.52,20.52
pak,lu,3,2048,115,18.71,16,[14.596103],14.596103,,128,128,18.71,18.71
pak,lu,4,2048,115,18.67,16,[9.056056],9.056056,,128,128,18.67,18.67
pak,lu,5,2048,115,18.75,16,[14.510519],14.510519,,128,128,18.75,18.75
pak,lu,1,2048,64,26.57,20,[24.10482],24.10482,,103,86,22.66,22.66
pak,lu,2,2048,64,24.41,20,[23.314108],23.314108,,103,86,22.66,22.66
pak,lu,3,2048,64,24.37,20,[24.450888],24.450888,,103,86,22.66,22.66
pak,lu,4,2048,64,24.19,20,[24.67081],24.67081,,103,86,22.66,22.66
pak,lu,5,2048,64,24.39,20,[24.622793],24.622793,,103,86,22.66,22.66
pak,lu,1,2048,80,23.7,20,[21.474907],21.474907,,103,86,22.66,22.66
pak,lu,2,2048,80,21.31,20,[19.690832],19.690832,,103,103,21.31,21.31
pak,lu,3,2048,80,21.44,20,[18.899141],18.899141,,103,103,21.44,21.44
pak,lu,4,2048,80,21.55,20,[19.82166],19.82166,,103,103,21.55,21.55
pak,lu,5,2048,80,21.67,20,[21.445036],21.445036,,103,86,22.66,22.66
pak,lu,1,2048,115,23.0,20,[30.189865],30.189865,,103,64,31.76,31.76
pak,lu,2,2048,115,20.94,20,[23.349915],23.349915,,103,86,22.66,22.66
pak,lu,3,2048,115,20.63,20,[19.011885],19.011885,,103,103,20.63,20.63
pak,lu,4,2048,115,20.5,20,[19.282742],19.282742,,103,103,20.5,20.5
pak,lu,5,2048,115,20.75,20,[23.704102],23.704102,,103,86,22.66,22.66
pak,lu,1,2048,64,30.5,24,[30.988743],30.988743,,86,64,31.76,31.76
pak,lu,2,2048,64,28.84,24,[28.54124],28.54124,,86,86,28.84,28.84
pak,lu,3,2048,64,28.89,24,[27.343334],27.343334,,86,86,28.89,28.89
pak,lu,4,2048,64,28.96,24,[30.170784],30.170784,,86,64,31.76,31.76
pak,lu,5,2048,64,28.9,24,[31.7846],31.7846,,86,52,34.9,34.9
pak,lu,1,2048,80,26.3,24,[23.48782],23.48782,,86,86,26.3,26.3
pak,lu,2,2048,80,24.61,24,[23.280783],23.280783,,86,86,24.61,24.61
pak,lu,3,2048,80,24.44,24,[21.385422],21.385422,,86,86,24.44,24.44
pak,lu,4,2048,80,24.6,24,[23.868647],23.868647,,86,86,24.6,24.6
pak,lu,5,2048,80,24.6,24,[25.68421],25.68421,,86,86,24.6,24.6
pak,lu,1,2048,115,24.57,24,[25.91758],25.91758,,86,86,24.57,24.57
pak,lu,2,2048,115,22.78,24,[24.990526],24.990526,,86,86,22.78,22.78
pak,lu,3,2048,115,22.72,24,[21.02844],21.02844,,86,86,22.72,22.72
pak,lu,4,2048,115,22.66,24,[18.636408],18.636408,,86,86,22.66,22.66
pak,lu,5,2048,115,23.02,24,[22.328276],22.328276,,86,86,23.02,23.02
spr,lu,1,4096,64,19.02,24,[17.45357],17.45357,,171,128,18.67,18.67
spr,lu,2,4096,64,16.37,24,[15.884356],15.884356,,171,171,16.37,16.37
spr,lu,3,4096,64,16.08,24,[14.900292],14.900292,,171,171,16.08,16.08
spr,lu,4,4096,64,16.02,24,[13.547505],13.547505,,171,171,16.02,16.02
spr,lu,5,4096,64,16.02,24,[14.448448],14.448448,,171,171,16.02,16.02
spr,lu,1,4096,80,17.32,24,[15.46329],15.46329,,171,171,17.32,17.32
spr,lu,2,4096,80,14.34,24,[14.364664],14.364664,,171,171,14.34,14.34
spr,lu,3,4096,80,13.99,24,[15.108374],15.108374,,171,171,13.99,13.99
spr,lu,4,4096,80,14.06,24,[13.486217],13.486217,,171,171,14.06,14.06
spr,lu,5,4096,80,13.9,24,[13.764271],13.764271,,171,171,13.9,13.9
spr,lu,1,4096,115,16.95,24,[12.799721],12.799721,,171,171,16.95,16.95
spr,lu,2,4096,115,13.5,24,[12.915709],12.915709,,171,171,13.5,13.5
spr,lu,3,4096,115,13.12,24,[16.083609],16.083609,,171,171,13.12,13.12
spr,lu,4,4096,115,13.17,24,[21.344723],21.344723,,171,86,22.66,22.66
spr,lu,5,4096,115,13.15,24,[19.826077],19.826077,,171,103,20.52,20.52
rand,lu,1,4096,64,18.31,24,[19.935104],19.935104,,171,103,20.52,20.52
rand,lu,2,4096,64,16.57,24,[18.518507],18.518507,,171,103,20.36,20.36
rand,lu,3,4096,64,16.28,24,[18.913807],18.913807,,171,103,20.52,20.52
rand,lu,4,4096,64,16.18,24,[20.574434],20.574434,,171,86,22.47,22.47
rand,lu,5,4096,64,16.26,24,[22.19867],22.19867,,171,86,22.66,22.66
rand,lu,1,4096,80,14.83,24,[18.182352],18.182352,,171,128,18.67,18.67
rand,lu,2,4096,80,14.27,24,[19.42686],19.42686,,171,103,20.52,20.52
rand,lu,3,4096,80,14.14,24,[19.554972],19.554972,,171,103,20.52,20.52
rand,lu,4,4096,80,14.01,24,[20.993313],20.993313,,171,86,22.66,22.66
rand,lu,5,4096,80,13.98,24,[22.38324],22.38324,,171,86,22.66,22.66
rand,lu,1,4096,115,17.37,24,[21.53423],21.53423,,171,86,22.66,22.66
rand,lu,2,4096,115,13.68,24,[11.679942],11.679942,,171,171,13.68,13.68
rand,lu,3,4096,115,13.22,24,[11.651182],11.651182,,171,171,13.22,13.22
rand,lu,4,4096,115,13.12,24,[14.153302],14.153302,,171,171,13.12,13.12
rand,lu,5,4096,115,13.1,24,[14.188112],14.188112,,171,171,13.1,13.1
pak,lu,1,4096,64,22.77,24,[14.228358],14.228358,,171,171,22.77,22.77
pak,lu,2,4096,64,17.37,24,[16.505459],16.505459,,171,128,18.13,18.13
pak,lu,3,4096,64,17.34,24,[14.664063],14.664063,,171,171,17.34,17.34
pak,lu,4,4096,64,17.25,24,[16.201506],16.201506,,171,171,17.25,17.25
pak,lu,5,4096,64,17.09,24,[16.21485],16.21485,,171,171,17.09,17.09
pak,lu,1,4096,80,20.22,24,[18.038715],18.038715,,171,128,18.67,18.67
pak,lu,2,4096,80,14.97,24,[16.542282],16.542282,,171,128,18.16,18.16
pak,lu,3,4096,80,14.63,24,[15.623783],15.623783,,171,171,14.63,14.63
pak,lu,4,4096,80,14.6,24,[16.244976],16.244976,,171,171,14.6,14.6
pak,lu,5,4096,80,14.41,24,[17.442284],17.442284,,171,128,18.67,18.67
pak,lu,1,4096,115,19.64,24,[17.331652],17.331652,,171,128,18.67,18.67
pak,lu,2,4096,115,14.06,24,[11.666368],11.666368,,171,171,14.06,14.06
pak,lu,3,4096,115,13.52,24,[9.18569],9.18569,,171,171,13.52,13.52
pak,lu,4,4096,115,13.37,24,[9.056255],9.056255,,171,171,13.37,13.37
pak,lu,5,4096,115,13.39,24,[10.475202],10.475202,,171,171,13.39,13.39
rand,lu,1,4096,64,23.76,24,[19.935104],19.935104,,171,103,20.52,20.52
rand,lu,2,4096,64,17.51,24,[18.518507],18.518507,,171,103,20.36,20.36
rand,lu,3,4096,64,17.31,24,[18.913807],18.913807,,171,103,20.52,20.52
rand,lu,4,4096,64,17.22,24,[20.574434],20.574434,,171,86,22.47,22.47
rand,lu,5,4096,64,17.04,24,[22.19867],22.19867,,171,86,22.66,22.66
rand,lu,1,4096,80,15.91,24,[18.182352],18.182352,,171,128,18.67,18.67
rand,lu,2,4096,80,14.92,24,[19.42686],19.42686,,171,103,20.52,20.52
rand,lu,3,4096,80,14.61,24,[19.554972],19.554972,,171,103,20.52,20.52
rand,lu,4,4096,80,14.66,24,[20.993313],20.993313,,171,86,22.66,22.66
rand,lu,5,4096,80,14.47,24,[22.38324],22.38324,,171,86,22.66,22.66
rand,lu,1,4096,115,15.86,24,[21.53423],21.53423,,171,86,22.66,22.66
