trial_number,value,state,duration,lr,batch_size,layer1_size,layer2_size,layer3_size,w_dx,w_dz
58,0.005036966035057616,COMPLETE,0:00:05.501032,0.005400145394427005,180,164,44,64,0.3584477318212107,0.969058573101276
59,1.850233009367278,PRUNED,0:00:00.317277,0.004484634461665043,181,166,46,84,0.6651970043739414,0.7274931862093301
60,2.483480006456375,PRUNED,0:00:00.309133,1.6084519504533317e-06,187,126,67,80,0.3589362953113553,0.24442006732109056
61,2.933744189143181,PRUNED,0:00:00.248874,0.005834653057298458,75,159,39,63,1.3287296385477532,1.1755691916175286
62,3.375162457164965,PRUNED,0:00:00.177425,0.015289546804519983,160,125,60,78,1.611579970972366,0.4699676366218736
63,3.3487020333607993,PRUNED,0:00:00.167704,0.002683761410147089,221,167,50,38,0.9401803527855839,0.9921579603247684
64,0.005540189609562493,COMPLETE,0:00:05.412541,0.007451036703952299,160,22,72,175,0.39416253359320674,0.5451459507547869
65,0.005408013273243638,COMPLETE,0:00:04.983743,0.00740385389912379,227,137,31,31,0.34155722723672793,0.8954110824361269
66,5.1273715042870895,PRUNED,0:00:00.299983,0.00028017276771293297,49,76,32,29,1.847997373996518,1.8047535359542595
67,0.004717296391978945,COMPLETE,0:00:11.535971,0.007317609669918223,37,60,37,42,0.4090372910700253,1.478440298714687
68,0.004757088287186042,COMPLETE,0:00:13.003125,0.0009247796893736344,31,103,36,29,0.4409056275437449,1.4887419351127305
69,2.688297165764703,PRUNED,0:00:00.180820,0.000893614122697582,167,105,29,55,0.44098875636347934,1.4928196631456994
