seed,loss
20,0.026186512595721346
48,0.026778361002393697
46,0.02679019522284931
185,0.026900002387178653
186,0.026940626186965886
86,0.02706776414445396
83,0.02749504181674792
146,0.027639918081399244
0,0.027766194263220592
163,0.027970576844320208
10,0.02822740742526317
154,0.028292377015686262
169,0.028393454081378878
77,0.028517158930110982
11,0.02866077911566501
152,0.02871914160422097
74,0.028776065809888986
44,0.02880099985701174
133,0.02891600456530765
55,0.02891983700703072
149,0.02897942160074678
88,0.029023863561846063
190,0.029060804432699993
98,0.029189833504605595
103,0.029228512681547112
199,0.029304770019963004
170,0.029321920228885266
32,0.029350140894431685
102,0.029391110246464357
198,0.029517294034377625
127,0.029637428269311154
162,0.029705287185024028
120,0.029735795198545113
131,0.02985399891267199
7,0.02992568342488701
24,0.0299321198011196
128,0.030013764030852562
115,0.03007773081180087
112,0.03009434792734051
166,0.03012331191024159
33,0.030182348181872425
99,0.03032294547232657
30,0.030453761688323092
9,0.030459332151606806
177,0.030491337931509745
78,0.030610676848140183
38,0.03061296911081457
118,0.030618066947623077
75,0.03063910137033248
4,0.030644422539083633
12,0.030715131022083432
42,0.030719513965817957
25,0.03075426047020671
91,0.030772288136926118
191,0.030799826882558605
6,0.03100688659972748
158,0.031015535453097674
43,0.03104071041797998
92,0.031071237181076558
157,0.03110123590400474
37,0.031272604460117676
155,0.031365469833678106
19,0.03137634648167986
108,0.03145267503430783
182,0.03150284800015516
129,0.031603293242406544
183,0.03162279244259757
136,0.03164824552368373
122,0.03170886943906041
175,0.0317205303463043
26,0.031825905995269826
176,0.03182664957031671
193,0.03214016403781913
49,0.032144115608722226
97,0.032169420319467276
164,0.03223752075948326
101,0.03224306809834315
76,0.03239338189971207
140,0.03243353655246102
68,0.03246171130419914
171,0.032465467382601254
95,0.03261996850142476
52,0.032640674912323385
174,0.0326934595619944
117,0.032805862241835036
165,0.03283888074466801
53,0.03286263478122715
124,0.03286613503518372
181,0.03288181863085888
153,0.032980348448411134
188,0.03301826477745327
192,0.03308706437119172
35,0.03328676856541217
130,0.03336542435424497
50,0.03339655512896508
151,0.033469316935150935
180,0.03348975446177804
16,0.03364115474643028
17,0.033764810581549495
81,0.033783691969968506
116,0.03382350568288653
134,0.03384502027223234
142,0.03387154082775558
82,0.033920174057327085
94,0.03393111284348672
56,0.033955905299981014
156,0.034048356066489496
197,0.03410938143240825
93,0.03423947019273636
96,0.03424604074808501
137,0.0342484323422314
59,0.03435171368784445
29,0.034384289982933865
107,0.03441345093503468
31,0.03443103816746971
104,0.03444978086262057
34,0.03445413783942428
66,0.03447254189858371
143,0.03451054515238157
184,0.03451163395094859
84,0.03452097843401134
144,0.03460451651056755
36,0.034700694093007155
71,0.03474163416994073
135,0.03476719551372452
15,0.03478721816140085
70,0.034792849694189255
73,0.03479706266563449
179,0.034816183258731995
161,0.034843933133613635
67,0.0348971190112564
80,0.03490253742863187
196,0.03499626983351753
189,0.03513237902129037
23,0.03518707230095199
194,0.03522153428787271
160,0.03527195256329694
41,0.0353091917308521
178,0.035317878124019986
79,0.03532921280554038
1,0.03534399026697028
58,0.03562033299467195
63,0.03564383608241708
132,0.03566196965748223
109,0.0357056233392618
139,0.0357798575774877
100,0.03598514799407478
62,0.035996036098133455
173,0.036133605096157706
150,0.03617264767122155
13,0.036387186804470624
145,0.03639084413663437
125,0.03653531388766369
159,0.036674128464123205
69,0.036706735605326626
3,0.03674139200109925
22,0.0367436879255288
141,0.036826702822157636
172,0.03685435802612643
39,0.0370624479731166
113,0.037279813017269944
105,0.037324986705888
187,0.03734534255315755
18,0.037436942693035484
126,0.03745380755142956
114,0.0374787104584403
138,0.03769723535752145
21,0.037714647401076884
45,0.03795461479487624
47,0.03808481061073431
72,0.03814053647812077
119,0.03826907639691638
65,0.038410183115688674
85,0.03884185866365936
110,0.03886931701089745
57,0.03889361255352338
60,0.038984697197674445
27,0.03911129855314049
8,0.03939866388840127
111,0.03946349057053231
121,0.03948755569645535
40,0.03959551928564906
61,0.040055353068983404
2,0.040158773555372985
148,0.04036261729769788
5,0.040372235071845355
51,0.040641806953413004
167,0.04066835033699428
106,0.04073089157049623
87,0.04079837936994825
89,0.0411488348831249
64,0.04150835157892967
28,0.04156939844143088
123,0.041733512718041064
14,0.04189967831707228
195,0.04296407435657614
54,0.043030371398554514
168,0.04333080149934453
90,0.04339036049273939
147,0.04442543620796148
