trial_number,value,state,duration,lr,batch_size,latent_dim,poly_order
123,0.7365401497593632,PRUNED,0:00:00.551385,0.008329508945311374,176,3,2
124,0.08075369244404867,PRUNED,0:00:01.424489,0.02638441123668265,186,3,2
125,0.04252457346767187,PRUNED,0:00:03.782533,0.025385690074609,190,3,2
126,0.0032525955077702348,COMPLETE,0:00:18.811614,0.01063390147466608,188,3,2
127,0.1483395450985899,PRUNED,0:00:01.000776,0.0613117432680777,186,3,2
128,0.003953154952216282,COMPLETE,0:00:28.212900,0.011291832270040247,64,3,2
129,0.004486615817738663,COMPLETE,0:00:28.503050,0.018668652673428973,62,3,2
130,0.0035643618339335423,COMPLETE,0:00:22.480020,0.01796897157075103,115,3,2
131,0.13740367896349753,PRUNED,0:00:12.697925,0.017125956208460483,8,3,2
132,0.0031537638341666775,COMPLETE,0:00:28.478063,0.010612403308166474,67,3,2
133,0.004316371171883822,COMPLETE,0:00:32.376307,0.010554667427503679,57,3,2
134,0.004767562058457669,COMPLETE,0:00:22.969954,0.01643254089169364,99,3,2
135,0.04503158372656213,PRUNED,0:00:04.060849,0.00530636369868544,99,2,2
136,1.050349129501142,PRUNED,0:00:00.474726,0.005618651833287927,199,2,2
137,1.8220886144232242,PRUNED,0:00:00.517443,1.1939295033120861e-05,202,3,2
138,0.0413909012936717,PRUNED,0:00:08.571314,0.01184353049278508,56,3,2
139,0.043450747112626635,PRUNED,0:00:05.548881,0.009672836515527833,82,3,2
140,0.03514791320356512,PRUNED,0:00:12.963761,0.01086236402405449,65,3,2
141,0.05201210391564961,PRUNED,0:00:03.607936,0.010415840763504975,69,3,2
142,0.05071324862691821,PRUNED,0:00:01.852340,0.010587926069024691,193,3,2
143,1.822583824697167,PRUNED,0:00:00.456143,2.5705175162289676e-06,192,3,2
144,0.12599727238661476,PRUNED,0:00:01.060656,0.015544663243269094,170,3,2
145,1.3624747767167933,PRUNED,0:00:00.472696,0.0015852923589857871,224,3,2
146,0.7977733695879579,PRUNED,0:00:00.520498,0.006642814274481805,169,3,2
147,1.8176859393715858,PRUNED,0:00:00.512779,5.8317421400031885e-05,169,3,2
148,0.8172225844292413,PRUNED,0:00:00.484409,0.006512114926455402,181,3,2
149,0.8672706175308961,PRUNED,0:00:00.529200,0.0061723662864000195,182,3,2
150,0.9494825025566486,PRUNED,0:00:00.505583,0.004306048473629891,159,3,2
151,1.0059066505659193,PRUNED,0:00:00.522468,0.004496697832914523,180,3,2
152,0.9044772189510756,PRUNED,0:00:00.571313,0.004672942459150397,156,3,2
153,1.0378827989756405,PRUNED,0:00:00.463371,0.004423065317037621,209,3,2
154,1.0173213278854287,PRUNED,0:00:00.434406,0.004703133331389846,208,3,2
155,1.1503381618986959,PRUNED,0:00:00.466390,0.0029408538529735336,206,3,2
156,1.036894855194522,PRUNED,0:00:00.594509,0.0028312719464386026,142,3,2
157,1.1662276239805325,PRUNED,0:00:00.464121,0.0027838716738059275,205,3,2
158,1.1369515246152877,PRUNED,0:00:00.473980,0.002858898323138348,190,3,2
159,0.0031324346559114926,COMPLETE,0:00:17.102638,0.014363228536386176,190,3,2
160,0.8908686328817297,PRUNED,0:00:00.453303,0.00842267099041954,234,3,2
161,0.0032416383524510816,COMPLETE,0:00:18.000439,0.014065690883864248,189,3,2
162,0.04365557051802936,PRUNED,0:00:02.776254,0.01308629535141768,200,3,2
163,0.0029629368142722688,COMPLETE,0:00:18.871814,0.014236718478173855,199,3,2
164,0.03536139056825685,PRUNED,0:00:11.170055,0.03014321607801122,75,3,2
165,0.03562800632050586,PRUNED,0:00:15.077940,0.030592618059450884,75,3,2
166,0.003944732075570847,COMPLETE,0:00:25.006534,0.00626037912570162,79,3,2
167,0.004071410191110952,COMPLETE,0:00:33.884706,0.006624658376469591,56,3,2
168,0.004167347533833242,COMPLETE,0:00:25.372440,0.0067216096128734784,77,3,2
169,0.004787304626577664,COMPLETE,0:00:40.052407,0.007845555988649354,43,3,2
170,0.04313688533500916,PRUNED,0:00:09.197424,0.014467850594254834,37,3,2
171,0.002882855044735099,COMPLETE,0:00:18.720701,0.01380046508042995,187,3,2
172,0.04818522294554732,PRUNED,0:00:06.739624,0.02255605074443378,43,3,2
173,0.0029162269335202737,COMPLETE,0:00:17.618545,0.01251500338423711,197,3,2
174,0.050352164279473456,PRUNED,0:00:01.999073,0.015565604759471167,200,3,2
175,0.8467226658285278,PRUNED,0:00:00.494626,0.007268035214824748,195,3,2
176,0.0030721001055758397,COMPLETE,0:00:17.955349,0.013207959745707721,188,3,2
177,0.7249697308139046,PRUNED,0:00:00.494213,0.00940127142408317,188,3,2
178,0.036264332570135595,PRUNED,0:00:07.716055,0.020712634234111186,90,3,2
179,0.04296885113067487,PRUNED,0:00:03.127736,0.020626709606600607,186,3,2
180,0.7452128404701078,PRUNED,0:00:00.421455,0.01270920881441954,256,3,2
181,0.03392818884678044,PRUNED,0:00:06.736643,0.013215220987034527,179,3,2
182,0.7403284546940826,PRUNED,0:00:00.489202,0.01395843022012487,220,3,2
183,1.791920496771733,PRUNED,0:00:00.510729,0.00022644856063609058,198,3,2
184,0.7826208293748399,PRUNED,0:00:00.498400,0.009227533603890765,197,3,2
185,0.7103879424787704,PRUNED,0:00:00.479430,0.009029256498749057,180,3,2
186,0.004002796591243281,COMPLETE,0:00:18.736272,0.011713506685625232,179,3,2
187,0.04966375433387012,PRUNED,0:00:01.937879,0.012077492063797908,174,3,2
188,0.003014042187986045,COMPLETE,0:00:18.276185,0.011821836963853645,192,3,2
189,0.10680316170357694,PRUNED,0:00:00.950552,0.012145182967342972,191,3,2
190,0.0032300420583366404,COMPLETE,0:00:18.669273,0.016010099432501996,184,3,2
191,0.11333777916197683,PRUNED,0:00:00.962677,0.01560258365970987,186,3,2
192,0.7791281541695401,PRUNED,0:00:00.480397,0.007737547725339329,193,3,2
193,0.0452751776063314,PRUNED,0:00:02.400758,0.01888025266152742,203,3,2
194,0.09076686766236386,PRUNED,0:00:00.941064,0.018987812850487673,202,3,2
195,0.700553752271072,PRUNED,0:00:00.531029,0.009596080821132563,179,3,2
196,0.8002424316273795,PRUNED,0:00:00.427848,0.010122418229337661,211,3,2
197,0.09609420789242948,PRUNED,0:00:00.972423,0.01685606402704625,185,3,2
198,0.0955502157940448,PRUNED,0:00:00.975526,0.01629699020188226,184,3,2
199,0.10299025381942398,PRUNED,0:00:01.181875,0.02526045538304983,184,3,2
200,0.09814481703298432,PRUNED,0:00:00.944960,0.022904697515554105,193,3,2
201,0.12705205802363578,PRUNED,0:00:01.063106,0.023652024185447255,192,3,2
202,0.04849391924787541,PRUNED,0:00:02.047253,0.011206262269089105,193,3,2
203,0.9208425202152946,PRUNED,0:00:00.546296,0.005302355375717052,172,3,2
204,0.9769302907710274,PRUNED,0:00:00.482905,0.0054463490630985234,197,3,2
205,0.7125129109805393,PRUNED,0:00:00.469869,0.010872797024455762,196,3,2
206,0.7748813502814459,PRUNED,0:00:00.454941,0.011488837539211906,207,3,2
207,0.004232374009614972,COMPLETE,0:01:06.141780,0.008032101078197143,19,3,2
208,0.9026982056630122,PRUNED,0:00:00.422608,0.00868370100701081,246,3,2
209,0.0586910404637456,PRUNED,0:00:01.482887,0.015157500778341777,190,3,2
210,0.005142168445075942,COMPLETE,0:00:19.663890,0.012954519818019051,118,3,2
211,0.7308081164058432,PRUNED,0:00:00.505866,0.015322547535974193,228,3,2
212,0.8012993276709377,PRUNED,0:00:00.561214,0.007614368864408378,188,3,2
213,0.7435805160423805,PRUNED,0:00:00.492674,0.013209007046532837,217,3,2
214,0.7490191351030474,PRUNED,0:00:00.502178,0.00807947202964491,177,3,2
215,0.769668692322535,PRUNED,0:00:00.549313,0.007997918230224233,177,3,2
216,0.8458695480471881,PRUNED,0:00:02.114082,0.0005454365313037479,25,3,2
217,0.050275706365376135,PRUNED,0:00:08.700377,0.017932400872231205,26,3,2
218,1.030352037603205,PRUNED,0:00:00.515768,0.0038240218160340246,173,3,2
219,0.8038228100590539,PRUNED,0:00:00.511671,0.006225204080760335,166,3,2
220,0.7086062151761282,PRUNED,0:00:00.485197,0.010355728234796434,181,3,2
221,0.03934541192748362,PRUNED,0:00:04.878005,0.014192123083111501,113,3,2
222,0.9248936032095263,PRUNED,0:00:00.505755,0.005678605040878426,203,3,2
223,0.0039972906278959355,COMPLETE,0:00:20.499817,0.013914547051210462,124,3,2
224,0.6435072465240955,PRUNED,0:00:00.531248,0.013284303947259914,189,3,2
225,0.037914745339186366,PRUNED,0:00:05.342342,0.018978672168210548,124,3,2
226,0.0357825570915005,PRUNED,0:00:05.284148,0.019035117258101687,187,3,2
227,0.11253814929232155,PRUNED,0:00:01.014609,0.01760263410627045,196,3,2
228,0.09156720312802415,PRUNED,0:00:00.990169,0.018946444700788587,199,3,2
229,0.7495330831220558,PRUNED,0:00:00.563650,0.008727793834135054,171,3,2
230,0.7225384122016383,PRUNED,0:00:00.509743,0.00978780654605487,186,3,2
231,0.7238241733581412,PRUNED,0:00:00.525354,0.009725324288028424,186,3,2
232,0.7010839875130093,PRUNED,0:00:00.508902,0.011002311269572837,186,3,2
233,0.03439996315084203,PRUNED,0:00:40.898996,0.014009797203839358,17,3,2
234,0.9289388313323637,PRUNED,0:00:00.459143,0.013210266479220474,239,2,2
235,0.03367230362152752,PRUNED,0:00:09.034560,0.014361674801413957,120,2,2
236,0.11442536160801396,PRUNED,0:00:01.042972,0.02097700548368413,191,3,2
237,0.11986146097654825,PRUNED,0:00:00.980977,0.03488403081705375,209,3,2
238,0.802460551119986,PRUNED,0:00:00.567830,0.006802044971266278,180,3,2
239,0.05867469883081633,PRUNED,0:00:02.141364,0.014899976645992423,106,3,2
240,0.05758838016878475,PRUNED,0:00:01.487769,0.012597286204074673,173,3,2
241,0.04096747254696461,PRUNED,0:00:03.548237,0.012881080661258298,174,3,2
242,0.06527450164923301,PRUNED,0:00:05.147748,0.014831483479197497,33,3,2
243,0.916019317908929,PRUNED,0:00:00.545283,0.005756750054470531,183,3,2
244,1.104271564358159,PRUNED,0:00:00.526039,0.0034746410747515926,200,3,2
245,0.0691110531010168,PRUNED,0:00:02.473980,0.007249754423340062,85,3,2
246,0.6859465944345551,PRUNED,0:00:00.506340,0.009790024752464608,192,3,2
247,0.7336768500315838,PRUNED,0:00:00.556294,0.007147060998899393,162,3,2
248,0.004692636006925941,COMPLETE,0:00:45.040890,0.007200081421216296,34,3,2
249,0.004943071492279423,COMPLETE,0:00:41.424122,0.008478404767700006,36,3,2
250,0.04805523336678073,PRUNED,0:00:13.183823,0.00464179673801338,17,3,2
251,1.0128732805068676,PRUNED,0:00:00.546185,0.004264111609191662,182,3,2
252,1.7406117277047068,PRUNED,0:00:00.536751,0.00036392149003943174,195,3,2
253,0.7644132649161152,PRUNED,0:00:00.482281,0.008886862095366557,196,3,2
254,0.04558500457965469,PRUNED,0:00:17.013997,0.00920811368133023,16,3,2
255,0.9660825446248055,PRUNED,0:00:00.494315,0.005295383353956434,189,3,2
256,0.003987614163364322,COMPLETE,0:01:16.041455,0.01022351626627959,16,3,2
257,0.6851610356511978,PRUNED,0:00:00.547403,0.011132941716026402,183,3,2
258,0.8232401445988686,PRUNED,0:00:00.462933,0.008914820414243609,205,3,2
259,0.9532633521977593,PRUNED,0:00:00.469363,0.006068323485400225,223,3,2
260,0.791624541028162,PRUNED,0:00:00.471278,0.010898354804389582,213,3,2
261,0.09205606721539412,PRUNED,0:00:01.057210,0.02769654204972404,168,3,2
262,0.7737018748967335,PRUNED,0:00:00.526358,0.008468667829623664,191,3,2
263,0.0030086611586158385,COMPLETE,0:01:06.699977,0.004757331665214707,19,3,2
264,0.7914448043453359,PRUNED,0:00:00.558132,0.007057116744821282,178,3,2
265,0.6340994942695537,PRUNED,0:00:00.522398,0.016058563036229087,201,3,2
266,0.7487661083145897,PRUNED,0:00:00.681654,0.010649028316206175,188,3,3
267,0.13387311270667446,PRUNED,0:00:01.116755,0.02299945799855549,175,3,2
268,0.0036756558289084544,COMPLETE,0:00:35.647634,0.007511737072400496,52,3,2
269,0.004278519397788913,COMPLETE,0:00:21.442286,0.016717304467975785,198,3,2
270,0.8786224078100461,PRUNED,0:00:00.473277,0.005873428680481808,182,3,2
271,0.003593815722729972,COMPLETE,0:00:33.531344,0.01699773558844756,51,3,2
272,1.070502899511896,PRUNED,0:00:00.522162,0.0037870187852775943,191,3,2
273,1.572500046051416,PRUNED,0:00:01.195183,0.00013857141946322518,51,3,2
274,0.038226367090225526,PRUNED,0:00:09.966413,0.011667676971074905,49,3,2
275,0.7604630249802784,PRUNED,0:00:00.434672,0.011498398389039186,205,3,2
276,1.821729392540164,PRUNED,0:00:00.461826,1.9491430067574255e-05,231,3,2
277,0.8212890801499191,PRUNED,0:00:00.500819,0.007019255807556912,184,3,2
278,0.1344371111583464,PRUNED,0:00:00.890057,0.019420101146446316,195,3,2
279,0.6376297723972935,PRUNED,0:00:00.471141,0.01805766167863253,218,3,2
280,0.7832574960258272,PRUNED,0:00:00.490100,0.011057143590877531,212,3,2
281,0.649102241914963,PRUNED,0:00:00.523680,0.011395075256099323,177,3,2
282,0.6671023270913533,PRUNED,0:00:00.529492,0.011295906103372536,180,3,2
283,0.9143056788734186,PRUNED,0:00:00.521338,0.005520899793243068,177,3,2
284,1.1278655529022217,PRUNED,0:00:00.439822,0.004404430049902708,250,3,2
285,1.005951193889769,PRUNED,0:00:00.556106,0.004931301522214872,188,3,2
286,0.06497517544110971,PRUNED,0:00:01.546398,0.014717251481831516,170,3,2
287,0.09238029515321276,PRUNED,0:00:01.044991,0.024131299093757656,168,3,2
288,0.1504606893286109,PRUNED,0:00:01.049279,0.0477800930706145,170,3,2
289,0.6431648938896808,PRUNED,0:00:00.481012,0.014497636872316802,201,3,2
290,1.2465405190477565,PRUNED,0:00:00.502472,0.001948410507058234,194,3,2
291,1.0868808329105377,PRUNED,0:00:00.614364,0.0033332337134973212,194,3,2
292,0.7170178803558253,PRUNED,0:00:00.502174,0.008947509993646388,194,3,2
293,0.7261728084847039,PRUNED,0:00:00.512401,0.009609602792597408,186,3,2
294,0.741217686857992,PRUNED,0:00:00.504136,0.009266495264031765,185,3,2
295,0.866472109860065,PRUNED,0:00:00.514414,0.006304373658167675,186,3,2
296,0.09509675623849034,PRUNED,0:00:00.986444,0.01739117220322804,183,3,2
297,0.04926130293357757,PRUNED,0:00:04.010654,0.01622416184668182,61,3,2
298,0.0500342991385906,PRUNED,0:00:04.157810,0.020930085161498305,58,3,2
299,1.8220500077890314,PRUNED,0:00:00.499483,7.7406134812199e-06,207,3,2
300,0.051063934658119016,PRUNED,0:00:03.736747,0.013320108506982592,67,3,2
301,0.1360012201939599,PRUNED,0:00:01.134716,0.022361828863138148,161,3,2
302,0.1126399148810417,PRUNED,0:00:00.946972,0.02291912064420912,202,3,2
303,0.8584195143298099,PRUNED,0:00:00.526210,0.007138492793910976,200,3,2
304,0.13146253490317478,PRUNED,0:00:01.198511,0.03144691552329737,138,3,2
305,0.13754683836026393,PRUNED,0:00:01.030685,0.029142303615148236,201,3,2
306,0.06565620679408311,PRUNED,0:00:01.967095,0.028727102173793016,190,3,3
307,0.08813749551020487,PRUNED,0:00:01.026423,0.013553509089415392,191,3,2
308,1.2418822745482128,PRUNED,0:00:00.460640,0.0024463275729435015,226,3,2
309,0.934977642915867,PRUNED,0:00:00.579921,0.005194993312280584,176,3,2
310,0.764302926049346,PRUNED,0:00:00.574933,0.013191607348028057,225,3,3
311,0.12113126529560934,PRUNED,0:00:01.463642,0.012507866926069429,153,3,3
312,0.03522441858851065,PRUNED,0:00:08.542599,0.013243171145561287,149,3,2
313,0.7933236319157813,PRUNED,0:00:00.491457,0.010443010156573299,211,3,2
314,1.0483595645427704,PRUNED,0:00:00.514802,0.003858079787842554,190,3,2
315,0.9619279598432874,PRUNED,0:00:00.602550,0.0038096774271312132,150,3,2
316,0.030537698846397825,PRUNED,0:00:12.284006,0.008094243629219617,89,2,2
317,0.7485762442861285,PRUNED,0:00:00.529427,0.09472958978858209,180,3,2
318,0.7681607375542323,PRUNED,0:00:00.541259,0.007751029064022401,180,3,2
319,0.8727067556570877,PRUNED,0:00:00.503758,0.008346169803748962,216,3,2
320,0.8758417571132834,PRUNED,0:00:00.486766,0.008201590420719756,215,3,2
321,0.8219497846118335,PRUNED,0:00:00.466818,0.016482714448533036,218,2,2
322,0.730352577935789,PRUNED,0:00:00.530635,0.016731336539873774,196,2,2
323,0.9910317109897733,PRUNED,0:00:00.487687,0.006248245498473727,197,2,2
324,0.0035500627920880246,COMPLETE,0:00:22.843469,0.010840469038859005,93,3,2
325,0.6893165408185234,PRUNED,0:00:00.555639,0.010167041130586387,176,3,2
326,0.6508274784554606,PRUNED,0:00:00.599137,0.0106934062630693,165,3,2
327,1.5592010073039844,PRUNED,0:00:00.476677,0.000753234375511474,206,3,2
328,0.8079771665009585,PRUNED,0:00:00.563946,0.005965217785038452,173,3,2
329,1.8046519289368308,PRUNED,0:00:00.789124,7.041200432596935e-05,87,3,2
330,0.03442566907076242,PRUNED,0:00:11.347396,0.012553384412351548,87,3,2
331,0.628359379771265,PRUNED,0:00:00.531449,0.012584658731752562,184,3,2
332,0.08875789803148497,PRUNED,0:00:00.977789,0.018799280624359104,187,3,2
333,0.056311719752416646,PRUNED,0:00:02.770080,0.004895020421818625,73,3,2
334,0.7435747549088314,PRUNED,0:00:00.495194,0.008878117636119546,191,3,2
335,0.7638844460851014,PRUNED,0:00:00.519514,0.009412920854005418,191,3,2
336,0.8238446110716233,PRUNED,0:00:00.540862,0.00694697229627346,182,3,2
337,1.1916785700411736,PRUNED,0:00:00.501658,0.00314618129321418,240,3,2
338,0.06158734567819804,PRUNED,0:00:04.360027,0.01648313180136636,43,3,2
339,0.04840817756485194,PRUNED,0:00:02.013410,0.015743393377275525,198,3,2
340,0.056584960699660104,PRUNED,0:00:02.583014,0.011434670195207285,92,3,2
341,0.661625219594448,PRUNED,0:00:00.632813,0.011154947311619687,174,3,2
342,0.8456323787018105,PRUNED,0:00:00.469587,0.010895108247926385,234,3,2
343,0.05953379895757226,PRUNED,0:00:01.493131,0.02053965273777496,186,3,2
344,0.9353146848224458,PRUNED,0:00:00.545161,0.0054267267137397615,180,3,2
345,0.0481488745835127,PRUNED,0:00:02.761827,0.005033304231605983,99,3,2
346,0.048781982924214644,PRUNED,0:00:02.882065,0.021865818438147114,94,3,2
347,0.621788740158081,PRUNED,0:00:00.488230,0.02009711883304947,208,3,2
348,0.8024249090121525,PRUNED,0:00:00.552562,0.007041665971139528,188,3,2
349,0.8770217158130764,PRUNED,0:00:00.533070,0.006466061116302774,196,3,2
350,0.8626130981150494,PRUNED,0:00:00.485386,0.006570968467101126,204,3,2
351,0.963980850763619,PRUNED,0:00:00.508591,0.005720747782063769,197,3,2
352,1.8227560748792675,PRUNED,0:00:00.632034,1.1299578591100729e-06,130,3,2
353,1.032125666044479,PRUNED,0:00:00.486153,0.00459767189803713,221,3,2
354,1.0056652432138269,PRUNED,0:00:00.586097,0.004211156007264913,172,3,2
355,0.7177924420684576,PRUNED,0:00:00.550263,0.009265648225991742,170,3,2
356,0.0032801104182793167,COMPLETE,0:00:21.379297,0.014685609207529898,109,3,2
357,0.033802132148827824,PRUNED,0:00:06.779750,0.014463525916706521,180,3,2
358,0.09506467013404919,PRUNED,0:00:00.961031,0.013993785393823168,183,3,2
359,0.6380831879196744,PRUNED,0:00:00.498157,0.014516235287822398,191,3,2
360,0.055660466018777624,PRUNED,0:00:01.453962,0.01462337190594251,182,3,2
361,0.05681013518146106,PRUNED,0:00:01.467871,0.014611295012748828,181,3,2
362,0.6888213508597044,PRUNED,0:00:00.515861,0.009493940057612001,177,3,2
363,0.0031353504835087706,COMPLETE,0:00:19.779762,0.012249582692755138,164,3,2
364,1.1657076849732348,PRUNED,0:00:00.481222,0.002790608790912954,203,3,2
365,1.1059191504068542,PRUNED,0:00:00.533032,0.0026583350490936813,166,3,2
366,0.6729749771284645,PRUNED,0:00:00.531318,0.010533792349474446,164,3,2
367,0.8731591606533134,PRUNED,0:00:00.620590,0.007756925542951121,209,3,2
368,0.8108944576978684,PRUNED,0:00:00.483047,0.007573609007227703,190,3,2
369,0.10878611378827874,PRUNED,0:00:01.019508,0.025012988941288155,194,3,2
370,1.7156305337438778,PRUNED,0:00:00.509781,0.00041146624261347806,193,3,2
